Accession;suppdata_id;type;pi0;type_filtered;pi0_filtered
GSE84301;GSE84301_Pub_vs_Prepub.Differential_analysis_results.txt.gz;conservative;1.00;NA; NA

GSE84308;GSE84308_RNA.txt.gz;spiky;0.97;NA; NA

GSE84370;GSE84370_APC_0h_vs_1h_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE84370;GSE84370_APC_0h_vs_2h_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE84450;GSE84450_WT_UTvsKO_DTT_gene_exp.diff.gz;conservative;0.99;NA; NA

GSE84450;GSE84450_WT_UTvsKO_UT_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE84450;GSE84450_WT_UTvsWT_DTT_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE84450;GSE84450_WT_UTvsWT_DTT_splicing.diff.gz;conservative;1.00;NA; NA

GSE84450;GSE84450_WT_UTvsX_DTT_gene_exp.diff.gz;conservative;0.98;NA; NA

GSE84450;GSE84450_WT_UTvsX_UT_gene_exp.diff.gz;conservative;0.99;NA; NA

GSE84481;GSE84481_3xTg.txt.gz;anti-conservative;0.05;NA; NA

GSE84529;GSE84529_Paired_comparison_of_three_sections_Cuffdiff.xlsx-sheet-Comparison_0-5_mm_vs_15-20_mm;bimodal;0.75;NA; NA

GSE84529;GSE84529_Paired_comparison_of_three_sections_Cuffdiff.xlsx-sheet-Comparison_0-5_mm_vs_30-35_mm;bimodal;0.71;NA; NA

GSE84529;GSE84529_Paired_comparison_of_three_sections_Cuffdiff.xlsx-sheet-Comparison_30-35_mm_vs_15-20_mm;conservative;1.00;NA; NA

GSE84606;GSE84606_gene_exp.diff.gz;bimodal;0.71;NA; NA

GSE84737;GSE84737_All_genes_unfiltered_DE.txt.gz;anti-conservative;0.45;NA; NA

GSE84737;GSE84737_Genes_filtered_DE.txt.gz;anti-conservative;0.47;NA; NA

GSE84786;GSE84786_isoform_exp.xlsx-sheet-Fold change;conservative;1.00;NA; NA

GSE84786;GSE84786_isoform_exp.xlsx-sheet-isoform_exp;conservative;1.00;NA; NA

GSE84798;GSE84798_gene_exp.diff.gz;conservative;0.96;NA; NA

GSE84875;GSE84875_human_gene_exp.diff.txt.gz;conservative;1.00;NA; NA

GSE84875;GSE84875_mouse_gene_exp.diff.txt.gz;conservative;1.00;NA; NA

GSE85308;GSE85308_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE85308;GSE85308_processed_data.txt.gz;conservative;1.00;NA; NA

GSE85321;GSE85321_Supplemental_Table_2_YAD_RNA_seq_.xls.gz-sheet-YAD_Diff analysis;bimodal;0.82;NA; NA

GSE85321;GSE85321_Supplemental_Table_3_YGD_RNA_seq_.xls.gz-sheet-YGD_Diff analysis;bimodal;0.93;NA; NA

GSE85321;GSE85321_Supplemental_Table_4_YAR_vs_YAD_RNA_seq_.xls.gz-sheet-EV_YAD_YAR_isoformexp;anti-conservative;0.46;NA; NA

GSE85321;GSE85321_Supplemental_Table_5_YAR_RNA_seq_.xls.gz-sheet-YAR diff. analysis;bimodal;0.80;NA; NA

GSE85321;GSE85321_Supplemental_Table_6_JHD2_OE_YAD_.xls.gz-sheet-OE_EV_YAD_Diff analysis;conservative;1.00;NA; NA

GSE85321;GSE85321_Supplemental_Table_7_JHD2_OE_YAR_.xls.gz-sheet-OE_EV_YAR_Diff analysis;conservative;0.73;NA; NA

GSE85328;GSE85328_Leukaemia_MLL-AF9_RingKO.txt.gz;bimodal;0.95;anti-conservative;0.76

GSE85329;GSE85329_IGF_project_IGF_results.txt.gz;anti-conservative;0.69;anti-conservative;0.55

GSE85385;GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_DMSO_x_H3WT_EPZ;anti-conservative;0.84;NA; NA

GSE85385;GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_DMSO_x_K27M_DMSO;anti-conservative;0.78;NA; NA

GSE85385;GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_EPZ_x_K27M_EPZ;other;1.00;NA; NA

GSE85385;GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-K27M_DMSO_x_K27M_EPZ;anti-conservative;0.85;NA; NA

GSE85402;GSE85402_gene_exp.diff.gz;conservative;0.99;NA; NA

GSE85416;GSE85416_isoform_exp.diff.gz;conservative;0.98;NA; NA

GSE85442;GSE85442_cuffdiff.gene_exp_diff.allg.txt.gz;conservative;0.99;NA; NA

GSE85442;GSE85442_cuffdiff.isoform_exp.diff.txt.gz;conservative;0.99;NA; NA

GSE85442;GSE85442_cuffdiff.tss_group_exp.diff.txt.gz;conservative;0.99;NA; NA

GSE85554;GSE85554_deg_and_counts_table_new_read_counts.txt.gz;spiky;0.87;other;0.89

GSE85565;GSE85565_Result_Table.csv.gz;spiky;0.85;anti-conservative;0.55

GSE85576;GSE85576_Supplementary_Table_1.xlsx-sheet-MagohMos2_vs_Control;conservative;1.00;NA; NA

GSE85627;GSE85627_mDUX-mESC.xlsx.gz-sheet-Sorted;anti-conservative;0.53;anti-conservative;0.18

GSE85627;GSE85627_mDUX-mESC.xlsx.gz-sheet-Transient;spiky;1.00;other;1.00

GSE85627;GSE85627_mDUX-mESC.xlsx.gz-sheet-Unsorted;anti-conservative;0.62;anti-conservative;0.16

GSE85847;GSE85847_matrix_rnaseq_GEO_submission_jsantos20160817.txt.gz;anti-conservative;0.66;anti-conservative;0.57

GSE85863;GSE85863_Galaxy238-_Cuffdiff_on_data_40__data_35__and_others_gene_differential_expression_testing_.txt.gz;conservative;0.98;NA; NA

GSE85950;GSE85950_EHEC_plusminus_Symbioflor.xlsx;spiky;1.00;NA; NA

GSE86054;GSE86054_gene_expression.txt.gz;anti-conservative;0.95;anti-conservative;0.89

GSE86077;GSE86077_glp-1_EVvs28_D4.diff.gz;conservative;1.00;NA; NA

GSE86077;GSE86077_N2_EVvs28_D4.diff.gz;conservative;1.00;NA; NA

GSE86159;GSE86159_significance_calls_genes_overexpression.txt.gz;conservative;1.00;NA; NA

GSE86159;GSE86159_significance_calls_genes_tam_timecourse.txt.gz;conservative;0.99;NA; NA

GSE86187;GSE86187_p0wt-ko-gene_exp.diff.gz;bimodal;0.86;NA; NA

GSE86187;GSE86187_p6wt-ko_gene_exp.diff.gz;bimodal;0.88;NA; NA

GSE86202;GSE86202_1_TreatVSControl_circRNA_differential_expression.xlsx;spiky;0.73;NA; NA

GSE86202;GSE86202_Gene_differential_expression.xlsx;conservative;1.00;NA; NA

GSE86211;GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PA14vsPJ01;anti-conservative;0.93;NA; NA

GSE86211;GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PA14vsPJ01dT;other;1.00;NA; NA

GSE86211;GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PJ01vsPJ01dT;anti-conservative;0.96;NA; NA

GSE86239;GSE86239_ETS2shRNA_gene_exp.diff.gz;spiky;0.92;NA; NA

GSE86248;GSE86248_shControl-vs-shPaf1-gene_exp.diff.gz;bimodal;0.90;NA; NA

GSE86248;GSE86248_shControl-vs-shPhf5a-gene_exp_1_.diff.gz;bimodal;0.88;NA; NA

GSE86323;GSE86323_gene_exp.diff.txt.gz;conservative;1.00;NA; NA

GSE86442;GSE86442_gene_differential_expression.txt.gz;conservative;1.00;NA; NA

GSE86521;GSE86521_DESeq_out_KO_vs_WT.txt.gz;bimodal;0.75;anti-conservative;0.74

GSE86837;GSE86837_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE87167;GSE87167_all_genes.txt.gz;anti-conservative;0.38;NA; NA

GSE87168;GSE87168_Watson_et_al_TOXSCI-16-0457_Diff_Gen_Exp.csv.gz;conservative;1.00;NA; NA

GSE87240;GSE87240_gene_expnorliver.diff.gz;conservative;0.99;NA; NA

GSE87240;GSE87240_gene_expsk.diff.gz;conservative;0.98;NA; NA

GSE87240;GSE87240_hep_gene_exphep.diff.gz;conservative;0.98;NA; NA

GSE87307;GSE87307_mRNA_processed_results.xlsx;bimodal;0.78;NA; NA

GSE87315;GSE87315_CuffDiff_RNA-seq.csv.gz;bimodal;0.95;NA; NA

GSE87398;GSE87398_gene_exp.diff.gz;anti-conservative;0.83;NA; NA

GSE87398;GSE87398_genes_group_exp.diff.gz;anti-conservative;0.83;NA; NA

GSE87448;GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-0;anti-conservative;0.07;NA; NA

GSE87448;GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-2;anti-conservative;0.25;NA; NA

GSE87448;GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-3;anti-conservative;0.23;NA; NA

GSE87448;GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-0;anti-conservative;0.08;NA; NA

GSE87448;GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-1;anti-conservative;0.15;NA; NA

GSE87448;GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-3;anti-conservative;0.22;NA; NA

GSE87448;GSE87448_MYC_vs_CTRL_at_2fold-p005-3502_genes_Myc_Only.txt.gz-set-0;anti-conservative;0.07;NA; NA

GSE87495;GSE87495_results_dds_gencode22.csv.gz;anti-conservative;0.34;anti-conservative;0.15

GSE87532;GSE87532_gene_exp.diff.name.txt.gz;bimodal;0.93;NA; NA

GSE87626;GSE87626_nc_vs_19_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE87635;GSE87635_CNOT3KO-WT.txt.gz;conservative;0.99;NA; NA

GSE87706;GSE87706_SM_vs_RODI.txt.gz;anti-conservative;0.27;anti-conservative;0.13

GSE87808;GSE87808_diffExp_Slc7a5_Cerebellum_allGenes.txt.gz;spiky;0.74;anti-conservative;0.83

GSE87824;GSE87824_processed_data.xlsx;bimodal;0.81;NA; NA

GSE87862;GSE87862_gene_exp.diff.gz;conservative;0.99;NA; NA

GSE87890;GSE87890_vgat1_csv.csv.gz;conservative;1.00;NA; NA

GSE87890;GSE87890_vgat2_csv.csv.gz;conservative;1.00;NA; NA

GSE87890;GSE87890_vglut1_csv.csv.gz;conservative;1.00;NA; NA

GSE87890;GSE87890_vglut2_csv.csv.gz;conservative;1.00;NA; NA

GSE87890;GSE87890_vglut3_csv.csv.gz;conservative;1.00;NA; NA

GSE88700;GSE88700_gene_exp.diff.gz;conservative;0.99;NA; NA

GSE88970;GSE88970_Whsc1_proB_DE.xlsx-sheet-4P_05_WT_vs_KO_results;spiky;0.71;anti-conservative;0.88

GSE89004;GSE89004_ppGpp0_vs_H78_differential_all.xls.gz;anti-conservative;0.44;anti-conservative;0.21

GSE89110;GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-0;bimodal;0.76;NA; NA

GSE89110;GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-1;bimodal;0.93;NA; NA

GSE89110;GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-2;bimodal;0.93;NA; NA

GSE89110;GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-3;bimodal;0.84;NA; NA

GSE89168;GSE89168_36hpupalCNS_WT_dStimKD_CuffDiff.txt.gz;conservative;1.00;NA; NA

GSE89168;GSE89168_72hpupalCNS_WT_dStimKD+Recovery_CuffDiff.txt.gz;conservative;1.00;NA; NA

GSE89238;GSE89238_SET2_KO_DESeq2_output.txt.gz;anti-conservative;0.63;anti-conservative;0.67

GSE89364;GSE89364_mav_RNASeq_exp_deqiangs.xlsx;conservative;1.00;NA; NA

GSE89504;GSE89504_gene_exp.tabular.txt.gz;bimodal;1.00;NA; NA

GSE89504;GSE89504_TSS_groups_exp.tabular.txt.gz;bimodal;1.00;NA; NA

GSE89572;GSE89572_24h_DEGs.txt.gz;conservative;1.00;NA; NA

GSE89572;GSE89572_2h_DEGs.txt.gz;conservative;1.00;NA; NA

GSE89572;GSE89572_7d_DEGs.txt.gz;conservative;1.00;NA; NA

GSE89773;GSE89773_combined_expression_table.txt.gz-set-0;anti-conservative;0.41;anti-conservative;0.21

GSE89773;GSE89773_combined_expression_table.txt.gz-set-1;anti-conservative;0.50;anti-conservative;0.26

GSE90615;GSE90615_DifferentialExpression.xlsx-sheet-1dP-MI_vs_Pre-MI;anti-conservative;0.68;NA; NA

GSE90615;GSE90615_DifferentialExpression.xlsx-sheet-1dP-MI_vs_Sfrp2_12dP-MI;uniform;0.97;NA; NA

GSE90615;GSE90615_DifferentialExpression.xlsx-sheet-1dP-MI_vs_Vehicle_12dP-MI;uniform;1.00;NA; NA

GSE90615;GSE90615_DifferentialExpression.xlsx-sheet-Sfrp2_12dP-MI_v Vehicle_12dP-MI;other;1.00;NA; NA

GSE90615;GSE90615_DifferentialExpression.xlsx-sheet-Sfrp2_12dP-MI_vs_Pre-MI;anti-conservative;0.43;NA; NA

GSE90615;GSE90615_DifferentialExpression.xlsx-sheet-Vehicle_12dP-MI_vs_Pre-MI;anti-conservative;0.48;NA; NA

GSE90712;GSE90712_Thy1_positive_E_Cad_positive_vs_Thy1_positive_E_Cad_negative.DESeq2_Results.tsv.gz;anti-conservative;0.60;anti-conservative;0.36

GSE90876;GSE90876_Cuffdiff_PSM_vs_SM.txt.gz;conservative;1.00;NA; NA

GSE90876;GSE90876_Cuffdiff_SM_vs_SM_Dev.txt.gz;conservative;1.00;NA; NA

GSE90889;GSE90889_geo_hiPSC-RPE_Vehicle_vs_NAM.xlsx;anti-conservative;0.69;anti-conservative;0.65

GSE90974;GSE90974_Cuffdiff_Gene_Rb_24v36.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_Rb_24v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_Rb_36v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_RbvRv_24.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_RbvRv_36.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_RbvRv_48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_RbvRv_Global.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_Rv_24v36.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_Rv_24v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_Rv_36v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_Sb_24v36.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_Sb_24v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_Sb_36v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_SbvSv_24.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_SbvSv_36.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_SbvSv_48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_SbvSv_Global.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_Sv_24v36.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_Sv_24v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_Sv_36v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_SvvRv_24.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_SvvRv_36.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_SvvRv_48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Gene_SvvRv_Global.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_Rb_24v36.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_Rb_24v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_Rb_36v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_RbvRv_24.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_RbvRv_36.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_RbvRv_48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_RbvRv_Global.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_Rv_24v36.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_Rv_24v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_Rv_36v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_Sb_24v36.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_Sb_24v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_Sb_36v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_SbvSv_24.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_SbvSv_36.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_SbvSv_48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_SbvSv_Global.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_Sv_24v36.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_Sv_24v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_Sv_36v48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_SvvRv_24.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_SvvRv_36.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_SvvRv_48.txt.gz;conservative;1.00;NA; NA

GSE90974;GSE90974_Cuffdiff_Transcript_SvvRv_Global.txt.gz;conservative;1.00;NA; NA

GSE90977;GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-120 dpi;anti-conservative;0.54;anti-conservative;0.37

GSE90977;GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-180 dpi;anti-conservative;0.82;anti-conservative;0.83

GSE90977;GSE90977_RNA-seq_COMPLETE_4Con-4CJD_SETS_DEFINITIVE_log2FC_0.5.xlsx.gz-sheet-120 dpi;anti-conservative;0.06;anti-conservative;0.01

GSE90977;GSE90977_RNA-seq_COMPLETE_4Con-4CJD_SETS_DEFINITIVE_log2FC_0.5.xlsx.gz-sheet-180 dpi;anti-conservative;0.10;anti-conservative;0.05

GSE91001;GSE91001_Galaxy255-AveragedPerCRNAseqData.tabular.txt.gz;spiky;0.98;NA; NA

GSE91001;GSE91001_PerC_RNAseq_averageddata.xls.gz-sheet-diffexp_rerun;spiky;0.98;NA; NA

GSE91060;GSE91060_E11_vs._E16.xls.gz;bimodal;0.87;NA; NA

GSE91060;GSE91060_E11_vs._P1.xlsx;bimodal;0.82;NA; NA

GSE91060;GSE91060_E16_vs._P1.xlsx;bimodal;0.95;NA; NA

GSE91075;GSE91075_gene_exp_WT1_KO1.txt.gz;conservative;1.00;NA; NA

GSE91075;GSE91075_gene_exp_WT2_KO2.txt.gz;conservative;1.00;NA; NA

GSE92246;GSE92246_gene_exp.diff.gz;bimodal;0.98;NA; NA

GSE92345;GSE92345_H9_I_pqvalues.poisson.txt.gz;conservative;1.00;NA; NA

GSE92345;GSE92345_H9_P_pqvalues.poisson.txt.gz;bimodal;0.98;NA; NA

GSE92345;GSE92345_HEK_I_pqvalues.poisson.txt.gz;conservative;1.00;NA; NA

GSE92345;GSE92345_HEK_P_pqvalues.poisson.txt.gz;bimodal;0.96;NA; NA

GSE92506;GSE92506_DEseq2_wholeTable.txt.gz;anti-conservative;0.64;anti-conservative;0.42

GSE92874;GSE92874_RNA.txt.gz;bimodal;0.97;NA; NA

GSE92989;GSE92989_Drought_2_days.txt.gz;conservative;0.83;NA; NA

GSE92989;GSE92989_Drought_3_days.txt.gz;conservative;0.98;NA; NA

GSE93021;GSE93021_DSP-TP_LL-YY_FPKM.xlsx-sheet-DSP-TP;conservative;1.00;NA; NA

GSE93021;GSE93021_DSP-TP_LL-YY_FPKM.xlsx-sheet-DSP-TP_VS_LL-YY;conservative;1.00;NA; NA

GSE93021;GSE93021_DSP-TP_LL-YY_FPKM.xlsx-sheet-LL-YY;conservative;1.00;NA; NA

GSE93206;GSE93206_Processed_data_files.xlsx-set-0;conservative;1.00;NA; NA

GSE93206;GSE93206_Processed_data_files.xlsx-set-1;spiky;0.99;NA; NA

GSE93280;GSE93280_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE93280;GSE93280_isoform_exp.diff.gz;conservative;1.00;NA; NA

GSE93313;GSE93313_DESeq_2Dvs3D.txt.gz;anti-conservative;0.77;anti-conservative;0.42

GSE93313;GSE93313_DESeq_2DvsTranswell.txt.gz;anti-conservative;0.67;anti-conservative;0.34

GSE93313;GSE93313_DESeq_3DvsTranswell.txt.gz;anti-conservative;0.79;anti-conservative;0.55

GSE93339;GSE93339_e125_Yap-mt_lung_all_genes.txt.gz;conservative;0.99;NA; NA

GSE93547;GSE93547_LMvsWTM_cleaned_deseq2.csv.gz;anti-conservative;0.51;anti-conservative;0.32

GSE93620;GSE93620_gene_exp.diff.gz;conservative;1.00;NA; NA

GSE93684;GSE93684_S1-1A-vs-R1-1A.compare.txt.gz;anti-conservative;0.30;NA; NA

GSE93748;GSE93748_shTAZ_in_DU145_proceeded_data.xlsx;spiky;1.00;anti-conservative;0.91

GSE93774;GSE93774_Full_gene_list-Control_vs_KO.csv.gz;anti-conservative;0.61;NA;NaN

GSE93827;GSE93827_LMP1_2a_vs_GFP.txt.gz;anti-conservative;0.51;anti-conservative;0.27

GSE93866;GSE93866_IDOE_GENE_EXPRESSION.xlsx;conservative;0.98;NA; NA

GSE93870;GSE93870_processed_file.xlsx-sheet-293FT_ZIKV.Vs.293FT_Control.DES;spiky;1.00;anti-conservative;0.88

GSE93870;GSE93870_processed_file.xlsx-sheet-BJ_ZIKV.Vs.BJ_Control.DESeq_Ana;spiky;1.00;anti-conservative;0.96

GSE93870;GSE93870_processed_file.xlsx-sheet-CHME_ZIKV.Vs.CHME_Control.DESeq;spiky;1.00;anti-conservative;0.81

GSE93870;GSE93870_processed_file.xlsx-sheet-THP1_ZIKV.Vs.THP1_Control.DESeq;spiky;0.99;anti-conservative;0.48

GSE93870;GSE93870_processed_file.xlsx-sheet-ZIKV.Vs.Control.DESeq_Analysis_;spiky;1.00;spiky;0.92

GSE93877;GSE93877_NB4_RNASeq_ATRA.txt.gz;anti-conservative;0.84;anti-conservative;0.75

GSE93877;GSE93877_NB4_RNASeq_DMSO.txt.gz;anti-conservative;0.95;anti-conservative;0.93

GSE94120;GSE94120_K562pos_rel_abundance_1x1.txt.gz;conservative;1.00;NA; NA

GSE94120;GSE94120_SKNSHpos_rel_abundance_1x1.txt.gz;conservative;1.00;NA; NA

GSE94120;GSE94120_U2OS-PcTF_rel_abundance_1x3.txt.gz;bimodal;0.88;NA; NA

GSE94120;GSE94120_U2OSpos_rel_abundance_1x1.txt.gz;conservative;1.00;NA; NA

GSE94280;GSE94280_DESeq2_results_Y_vs_O.txt.gz;anti-conservative;0.61;anti-conservative;0.33

GSE94512;GSE94512_NaPi_vs_Lys.txt.gz;anti-conservative;0.95;anti-conservative;0.98

GSE94587;GSE94587_DESEQ_Female_WT_vs_Female_del.txt.gz;bimodal;0.85;anti-conservative;0.83

GSE94587;GSE94587_DESEQ_Male_WT_vs_Female_WT.txt.gz;bimodal;0.76;anti-conservative;0.60

GSE94587;GSE94587_DESEQ_Male_WT_vs_Male_del.txt.gz;bimodal;0.83;anti-conservative;0.80

GSE94783;GSE94783_rnaseq_process_cuffdiff_global_DMSO_Flut_genes_diff.tsv.gz;conservative;1.00;NA; NA

GSE94783;GSE94783_rnaseq_process_cuffdiff_global_DMSO_Flut_PPC_genes_diff.tsv.gz;conservative;1.00;NA; NA

GSE94783;GSE94783_rnaseq_process_cuffdiff_global_DMSO_PPC_genes_diff.tsv.gz;conservative;1.00;NA; NA

GSE94821;GSE94821_cuffdiff_mock_vs_12hpi.txt.gz;conservative;1.00;NA; NA

GSE94821;GSE94821_cuffdiff_mock_vs_16hpi.txt.gz;conservative;1.00;NA; NA

GSE94821;GSE94821_cuffdiff_mock_vs_20hpi.txt.gz;conservative;1.00;NA; NA

GSE94821;GSE94821_cuffdiff_mock_vs_4hpi.txt.gz;conservative;1.00;NA; NA

GSE94821;GSE94821_cuffdiff_mock_vs_8hpi.txt.gz;conservative;1.00;NA; NA

GSE94840;GSE94840_Alox5_vs_Control.all.gene.result.txt.gz;other;1.00;other;1.00

GSE94843;GSE94843_cuffdiff_mock_vs_lox.txt.gz;conservative;0.96;NA; NA

GSE94843;GSE94843_cuffdiff_mock_vs_mnv.txt.gz;conservative;0.98;NA; NA

GSE94967;GSE94967_cds_exp.diff_A_B_CDS.diff.gz;conservative;1.00;NA; NA

GSE94967;GSE94967_gene_exp.diff_A_B_GENE.diff.gz;conservative;1.00;NA; NA

GSE94967;GSE94967_isoform_exp.diff_A_B_ISOFORM.diff.gz;conservative;1.00;NA; NA

GSE94967;GSE94967_tss_group_exp.diff_A_B_TSS.diff.gz;conservative;1.00;NA; NA

GSE95006;GSE95006_RNA-seq_Summary.xls.gz-sheet-Trip_delta_vs_J-set-0;other;1.00;NA; NA

GSE95006;GSE95006_RNA-seq_Summary.xls.gz-sheet-Trip_delta_vs_J-set-1;other;1.00;NA; NA

GSE95108;GSE95108_DEtest_wo_wt1.xlsx-sheet-DEtest;anti-conservative;0.76;NA; NA

GSE95181;GSE95181_HNS_counts_and_DGE.txt.gz;bimodal;0.99;NA; NA

GSE95234;GSE95234_IPInputFPKM.xlsx;conservative;0.97;NA; NA

GSE95234;GSE95234_NotInfectedInfectedFPKM.xlsx-set-0;conservative;0.96;NA; NA

GSE95234;GSE95234_NotInfectedInfectedFPKM.xlsx-set-1;conservative;0.95;NA; NA

GSE95337;GSE95337_DESeq_EH_Control.vs.dKO.res.txt.gz;anti-conservative;0.56;anti-conservative;0.38

GSE95481;GSE95481_GCN5_RNAi_vs_WT_root_tip_gene_exp.diff.gz;conservative;0.98;NA; NA

GSE95481;GSE95481_GCN5_RNAi_vs_WT_whole_root_gene_exp.diff.gz;conservative;0.98;NA; NA

GSE95679;GSE95679_Mishima_2017_Dcp2.txt.gz;conservative;0.96;NA; NA

