"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,,,,,,,,,,
Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,,Average Journal Impact Factor Percentile,Normalized Eigenfactor
152,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,J PHOTOCH PHOTOBIO C,1389-5567,"3,171",12.317,12.073,15.533,1.737,19,6.7,5.5,0.004770,3.682,0.000,,94.178,0.54669
153,ACTA NEUROPATHOLOGICA,ACTA NEUROPATHOL,0001-6322,"16,462",12.213,11.613,11.297,4.349,109,6.9,6.5,0.036980,4.410,75.230,,97.844,4.24727
154,FEMS MICROBIOLOGY REVIEWS,FEMS MICROBIOL REV,0168-6445,"10,381",12.198,11.906,14.754,2.522,46,8.4,7.4,0.018280,5.478,0.000,,96.400,2.09867
155,Nature Reviews Rheumatology,NAT REV RHEUMATOL,1759-4790,"5,316",12.188,11.867,12.192,3.964,56,4.2,6.0,0.020500,4.412,14.290,,95.000,2.35465
156,Nature Reviews Nephrology,NAT REV NEPHROL,1759-5061,"3,710",12.146,11.748,10.265,3.02,49,3.8,6.2,0.014800,3.636,4.080,,98.052,1.69911
157,Annual Review of Clinical Psychology,ANNU REV CLIN PSYCHO,1548-5943,"4,063",12.136,12.023,15.500,2.1,20,6.5,7.7,0.010140,6.409,0.000,,98.170,1.16375
157,Annual Review of Clinical Psychology,ANNU REV CLIN PSYCHO,1548-5943,"4,063",12.136,12.023,15.500,2.1,20,6.5,7.7,0.010140,6.409,0.000,,98.170,1.16375
159,ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,1616-301X,"67,188",12.124,11.639,12.362,2.258,872,4.5,4.8,0.147770,3.094,99.540,,92.935,16.94463
159,Nature Communications,NAT COMMUN,2041-1723,"123,958",12.124,11.814,13.092,1.993,"3,534",2.5,6.9,0.721690,5.735,99.770,,96.094,82.76768
161,INTENSIVE CARE MEDICINE,INTENS CARE MED,0342-4642,"20,100",12.015,9.566,8.465,4.436,117,7.6,4.9,0.035310,2.743,73.500,,92.424,4.05734
162,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEW CHEM INT EDIT,1433-7851,"277,191",11.994,11.150,11.838,2.749,"2,675",5.7,5.8,0.573520,3.437,96.410,,92.470,65.74186
163,JOURNAL OF EXPERIMENTAL MEDICINE,J EXP MED,0022-1007,"63,434",11.991,11.755,13.285,1.852,196,>10.0,6.7,0.099180,7.138,94.390,,96.090,11.37197
164,GENOME RESEARCH,GENOME RES,1088-9051,"36,644",11.922,11.673,13.795,1.768,155,7.3,5.9,0.114050,7.961,100.000,,97.804,13.08917
165,TRENDS IN PLANT SCIENCE,TRENDS PLANT SCI,1360-1385,"18,467",11.911,11.613,13.442,2.53,83,8.7,5.2,0.026310,4.366,0.000,,99.292,3.01847
166,GENOME BIOLOGY,GENOME BIOL,1474-760X,"28,862",11.908,11.508,13.554,1.808,213,6.5,4.8,0.095090,7.132,92.490,,97.559,10.91385
167,PLOS MEDICINE,PLOS MED,1549-1676,"22,665",11.862,11.622,14.952,1.836,189,7.1,5.3,0.059420,7.074,93.120,,95.806,6.82405
168,DIABETES CARE,DIABETES CARE,0149-5992,"66,107",11.857,11.100,10.037,4.365,310,7.9,5.6,0.107980,3.229,98.060,,96.739,12.38243
169,ANNALS OF ONCOLOGY,ANN ONCOL,0923-7534,"34,424",11.855,11.430,9.014,2.556,311,5.0,4.9,0.090850,3.015,82.320,,95.622,10.42521
170,ADVANCED DRUG DELIVERY REVIEWS,ADV DRUG DELIVER REV,0169-409X,"32,192",11.764,11.514,17.645,3.846,182,7.9,6.5,0.041970,4.211,0.000,,97.860,4.81734
171,HUMAN REPRODUCTION UPDATE,HUM REPROD UPDATE,1355-4786,"7,768",11.748,11.178,11.285,3.39,41,7.4,8.1,0.015960,4.267,21.950,,98.825,1.83318
172,LEUKEMIA,LEUKEMIA,0887-6924,"23,538",11.702,11.091,9.923,3.039,203,6.3,6.2,0.059710,3.826,91.630,,95.795,6.85255
173,BIOLOGICAL REVIEWS,BIOL REV,1464-7931,"9,669",11.615,11.513,11.740,3.661,56,9.3,>10.0,0.017260,4.397,73.210,,98.235,1.98257
174,Lancet Psychiatry,LANCET PSYCHIAT,2215-0374,"1,636",11.588,10.763,11.588,5.246,57,1.6,6.2,0.007790,4.749,68.420,,97.157,0.89417
174,Lancet Psychiatry,LANCET PSYCHIAT,2215-0374,"1,636",11.588,10.763,11.588,5.246,57,1.6,6.2,0.007790,4.749,68.420,,97.157,0.89417
176,PROGRESS IN RETINAL AND EYE RESEARCH,PROG RETIN EYE RES,1350-9462,"5,428",11.587,10.841,11.540,3.098,41,7.9,8.9,0.008910,3.802,80.490,,99.153,1.02372
177,MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT,MMWR-MORBID MORTAL W,0149-2195,"23,370",11.483,11.123,Not Available,6.205,288,4.8,5.1,0.083840,Not Available,100.000,,99.148,9.62666
178,BIOLOGICAL PSYCHIATRY,BIOL PSYCHIAT,0006-3223,"41,859",11.412,11.138,10.577,3.816,190,8.6,6.9,0.067320,3.940,77.370,,96.229,7.72286
179,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,PROG PART NUCL PHYS,0146-6410,"3,263",11.229,10.914,4.854,5.125,24,8.3,>10.0,0.006470,1.930,0.000,,96.164,0.74146
180,PHARMACOLOGY & THERAPEUTICS,PHARMACOL THERAPEUT,0163-7258,"13,250",11.127,11.014,10.011,1.893,131,7.3,7.2,0.022180,2.893,0.000,,97.471,2.54139
181,TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,0167-7799,"13,211",11.126,10.853,13.382,2.743,74,7.9,4.2,0.020020,3.856,0.000,,97.188,2.29389
182,TRENDS IN NEUROSCIENCES,TRENDS NEUROSCI,0166-2236,"19,178",11.124,11.051,13.408,2.086,70,>10.0,5.9,0.029640,6.009,0.000,,95.946,3.40252
183,Academy of Management Annals,ACAD MANAG ANN,1941-6520,"2,109",11.115,10.654,16.191,1.333,18,5.8,>10.0,0.008760,8.960,88.890,,99.742,1.00600
183,Annual Review of Physiology,ANNU REV PHYSIOL,0066-4278,"8,818",11.115,11.077,15.313,5.042,24,>10.0,7.3,0.012360,6.716,0.000,,98.214,1.41681
185,TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,0966-842X,"10,667",11.020,10.872,10.239,2.566,76,8.4,5.3,0.020820,3.934,0.000,,96.162,2.39167
186,NATURAL PRODUCT REPORTS,NAT PROD REP,0265-0568,"9,382",11.014,10.646,10.985,3.426,68,6.9,6.5,0.016200,3.303,0.000,,98.233,1.85493
187,PROGRESS IN QUANTUM ELECTRONICS,PROG QUANT ELECTRON,0079-6727,"1,047",11.000,11.000,8.897,2.6,5,8.6,8.6,0.001550,2.756,0.000,,99.809,0.17727
188,Annual Review of Phytopathology,ANNU REV PHYTOPATHOL,0066-4286,"7,028",10.981,10.585,12.837,0.52,25,>10.0,7.7,0.007420,3.997,0.000,,98.821,0.85052
189,DRUG RESISTANCE UPDATES,DRUG RESIST UPDATE,1368-7646,"2,462",10.906,10.219,10.516,1.75,32,7.2,6.3,0.003970,3.036,0.000,,97.082,0.45643
190,TRENDS IN ENDOCRINOLOGY AND METABOLISM,TRENDS ENDOCRIN MET,1043-2760,"7,766",10.893,10.729,10.154,2.211,71,6.3,5.0,0.018530,3.735,0.000,,96.014,2.12867
191,TRENDS IN GENETICS,TRENDS GENET,0168-9525,"11,304",10.844,10.719,10.401,1.871,62,9.5,5.3,0.024990,5.203,0.000,,96.707,2.86781
192,TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,1471-4914,"8,371",10.732,10.641,10.240,1.917,72,6.4,5.0,0.019430,3.642,0.000,,94.877,2.22989
193,IEEE Industrial Electronics Magazine,IEEE IND ELECTRON M,1932-4529,"1,119",10.710,10.548,9.564,0.571,14,4.2,4.7,0.003550,3.161,100.000,,99.427,0.40452
194,Materials Horizons,MATER HORIZ,2051-6347,"1,650",10.706,10.529,10.750,2.891,64,1.9,4.8,0.005950,3.043,78.130,,93.479,0.68267
195,Annual Review of Biophysics,ANNU REV BIOPHYS,1936-122X,"2,510",10.676,10.529,13.280,1.875,16,5.0,8.2,0.010640,6.916,0.000,,96.575,1.21464
196,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,1089-778X,"11,006",10.629,8.629,10.365,0.857,63,>10.0,8.4,0.008540,2.231,98.410,,99.572,0.97949
197,ACS Catalysis,ACS CATAL,2155-5435,"27,113",10.614,9.819,10.945,2.587,957,2.5,6.0,0.088910,2.751,97.700,,92.808,10.18837
198,BIOTECHNOLOGY ADVANCES,BIOTECHNOL ADV,0734-9750,"14,128",10.597,10.504,11.866,1.456,90,5.9,6.9,0.023830,2.771,0.000,,96.563,2.73359
199,PROGRESS IN LIPID RESEARCH,PROG LIPID RES,0163-7827,"5,097",10.583,10.354,11.958,1.814,43,8.4,8.2,0.007540,3.667,0.000,,97.536,0.86525
200,EUROPEAN RESPIRATORY JOURNAL,EUR RESPIR J,0903-1936,"32,927",10.569,9.241,8.491,3.307,257,8.0,6.1,0.054550,2.679,94.160,,95.763,6.26595
201,Annual Review of Biomedical Engineering,ANNU REV BIOMED ENG,1523-9829,"4,251",10.514,10.459,14.615,1.125,16,8.8,6.9,0.006070,4.393,0.000,,99.351,0.69628
202,IEEE COMMUNICATIONS MAGAZINE,IEEE COMMUN MAG,0163-6804,"17,250",10.435,10.110,9.119,0.865,251,4.5,3.3,0.050100,2.939,100.000,,98.680,5.74584
203,JOURNAL OF PINEAL RESEARCH,J PINEAL RES,0742-3098,"7,278",10.391,7.092,7.954,2.421,76,5.7,5.7,0.008020,1.230,89.470,,95.958,0.92076
204,Nature Plants,NAT PLANTS,2055-026X,"1,041",10.300,9.913,10.300,2.304,92,1.4,6.9,0.005040,4.382,92.390,,98.349,0.57760
205,BRAIN,BRAIN,0006-8950,"48,061",10.292,9.785,10.767,2.483,238,9.2,7.2,0.077420,4.066,96.640,,96.685,8.89100
206,JAMA Pediatrics,JAMA PEDIATR,2168-6203,"4,177",10.251,9.955,10.481,2.535,129,2.4,6.5,0.025060,4.813,86.050,,99.587,2.87758
207,Annual Review of Public Health,ANNU REV PUBL HEALTH,0163-7525,"4,974",10.228,10.123,10.470,0.917,24,>10.0,5.9,0.008780,4.627,0.000,,98.812,1.00888
207,Annual Review of Public Health,ANNU REV PUBL HEALTH,0163-7525,"4,974",10.228,10.123,10.470,0.917,24,>10.0,5.9,0.008780,4.627,0.000,,98.812,1.00888
209,JACC-Cardiovascular Imaging,JACC-CARDIOVASC IMAG,1936-878X,"6,895",10.189,9.486,9.260,3.235,98,4.2,5.5,0.026990,3.723,88.780,,97.621,3.09924
210,Annual Review of Ecology Evolution and Systematics,ANNU REV ECOL EVOL S,1543-592X,"18,581",10.182,9.909,14.568,0.364,22,>10.0,7.3,0.011680,6.499,0.000,,97.947,1.34192
211,NUCLEIC ACIDS RESEARCH,NUCLEIC ACIDS RES,0305-1048,"156,800",10.162,9.404,9.338,2.702,"1,270",7.4,6.9,0.374740,3.839,100.000,,95.345,42.99277
212,Nature Protocols,NAT PROTOC,1754-2189,"32,592",10.032,9.894,13.254,2.207,116,7.5,5.7,0.077470,6.330,100.000,,98.077,8.88565
213,JAMA Neurology,JAMA NEUROL,2168-6149,"5,105",10.029,9.684,9.536,3.129,132,2.4,6.1,0.026930,3.876,90.910,,97.680,3.09391
214,CURRENT OPINION IN CELL BIOLOGY,CURR OPIN CELL BIOL,0955-0674,"13,266",9.937,9.805,8.684,1.724,98,8.1,4.9,0.029780,4.217,62.240,,92.368,3.40000
215,ANNALS OF NEUROLOGY,ANN NEUROL,0364-5134,"34,215",9.890,9.651,11.089,2.086,175,>10.0,6.5,0.057150,4.480,93.710,,95.976,6.56677
216,Lancet HIV,LANCET HIV,2352-3018,734,9.842,9.193,9.842,3.617,47,1.5,4.0,0.003460,4.219,89.360,,96.624,0.39741
217,PLOS BIOLOGY,PLOS BIOL,1545-7885,"26,893",9.797,9.624,10.206,2.035,229,7.5,7.5,0.067380,5.188,99.560,,96.029,7.73479
218,EMBO JOURNAL,EMBO J,0261-4189,"66,603",9.792,9.608,9.853,2.873,157,>10.0,6.6,0.097670,5.240,94.270,,93.249,11.20650
219,LAND DEGRADATION & DEVELOPMENT,LAND DEGRAD DEV,1085-3278,"4,392",9.787,6.647,8.734,1.107,169,3.8,9.6,0.004750,1.111,99.410,,98.719,0.54472
220,Annual Review of Earth and Planetary Sciences,ANNU REV EARTH PL SC,0084-6597,"6,688",9.780,9.700,11.929,1.462,26,>10.0,9.4,0.012030,6.637,0.000,,97.617,1.38035
221,ENVIRONMENTAL HEALTH PERSPECTIVES,ENVIRON HEALTH PERSP,0091-6765,"37,319",9.776,9.059,9.634,1.848,263,9.3,6.7,0.044680,2.737,93.540,,98.284,5.13124
222,Molecular Systems Biology,MOL SYST BIOL,1744-4292,"8,208",9.750,9.589,12.744,1.8,30,5.8,6.1,0.033980,6.949,93.330,,94.310,3.90003
223,Journal of Cachexia Sarcopenia and Muscle,J CACHEXIA SARCOPENI,2190-5991,"1,310",9.697,7.439,7.894,1.519,52,2.8,6.6,0.003770,1.848,86.540,,95.161,0.43358
224,ISME Journal,ISME J,1751-7362,"17,083",9.664,9.181,11.630,2.459,255,4.4,7.3,0.056860,3.783,98.430,,96.583,6.52741
225,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,P NATL ACAD SCI USA,0027-8424,"620,027",9.661,9.373,10.414,1.819,"3,187",9.0,7.5,1.235810,4.724,100.000,,94.531,141.73132
226,IEEE SIGNAL PROCESSING MAGAZINE,IEEE SIGNAL PROC MAG,1053-5888,"9,088",9.654,9.454,10.559,1.164,55,8.1,6.0,0.019130,4.019,100.000,,98.664,2.19564
227,CLINICAL CANCER RESEARCH,CLIN CANCER RES,1078-0432,"77,834",9.619,9.267,9.250,2.605,613,7.4,5.4,0.140920,3.006,96.570,,94.700,16.15582
228,IMMUNOLOGICAL REVIEWS,IMMUNOL REV,0105-2896,"13,751",9.614,9.493,10.432,2.476,103,7.2,8.0,0.034610,4.700,0.000,,94.371,3.97208
229,SEMINARS IN IMMUNOLOGY,SEMIN IMMUNOL,1044-5323,"4,257",9.611,9.556,7.604,2.018,57,6.0,5.7,0.012230,3.210,0.000,,93.709,1.40539
230,AMERICAN JOURNAL OF GASTROENTEROLOGY,AM J GASTROENTEROL,0002-9270,"32,177",9.566,9.139,10.429,2.087,161,8.9,6.3,0.049750,3.724,90.680,,93.038,5.67880
231,Alzheimers & Dementia,ALZHEIMERS DEMENT,1552-5260,"8,125",9.478,9.050,13.294,2.079,114,3.9,6.5,0.032060,4.549,86.840,,96.649,3.68314
232,CHEMISTRY OF MATERIALS,CHEM MATER,0897-4756,"92,255",9.466,8.913,9.242,1.677,"1,028",7.6,5.5,0.125820,2.377,98.440,,93.425,14.42597
233,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,BBA-REV CANCER,0304-419X,"4,889",9.452,9.413,8.661,1.464,56,5.9,6.2,0.009450,2.373,16.070,,94.470,1.08360
234,ECOLOGY LETTERS,ECOL LETT,1461-023X,"27,777",9.449,9.189,13.327,1.281,146,7.8,8.2,0.058940,5.568,91.780,,97.712,6.76927
235,APPLIED CATALYSIS B-ENVIRONMENTAL,APPL CATAL B-ENVIRON,0926-3373,"47,718",9.446,8.467,8.870,3.705,789,4.9,6.2,0.063780,1.589,97.850,,96.189,7.31621
236,Journal of Statistical Software,J STAT SOFTW,1548-7660,"10,301",9.436,9.313,10.698,1.073,82,6.3,8.8,0.032800,5.430,98.780,,99.560,3.76689
237,FRONTIERS IN NEUROENDOCRINOLOGY,FRONT NEUROENDOCRIN,0091-3022,"3,516",9.425,9.247,8.344,1.63,27,7.2,8.4,0.006590,2.862,0.000,,94.483,0.75613
238,Annual Review of Microbiology,ANNU REV MICROBIOL,0066-4227,"9,437",9.415,9.377,13.129,0.68,25,>10.0,7.0,0.011880,5.945,0.000,,94.000,1.36608
239,GENES & DEVELOPMENT,GENE DEV,0890-9369,"57,493",9.413,9.135,11.414,2.089,203,>10.0,6.6,0.105120,6.372,88.180,,94.588,12.05933
240,ACADEMY OF MANAGEMENT REVIEW,ACAD MANAGE REV,0363-7425,"27,906",9.408,8.612,13.630,1.897,29,>10.0,>10.0,0.012790,6.443,96.550,,99.407,1.46818
241,MASS SPECTROMETRY REVIEWS,MASS SPECTROM REV,0277-7037,"3,737",9.373,9.275,7.706,3.774,31,8.2,8.7,0.004810,2.185,0.000,,98.810,0.55188
242,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,PERS SOC PSYCHOL REV,1088-8683,"4,927",9.361,9.361,11.835,2.0,16,>10.0,>10.0,0.007790,5.955,31.250,,99.194,0.89345
243,Journal of Physical Chemistry Letters,J PHYS CHEM LETT,1948-7185,"33,159",9.353,8.803,8.334,1.751,818,3.3,5.9,0.126660,2.670,100.000,,93.777,14.51501
244,Bone Research,BONE RES,2095-4700,592,9.326,9.116,7.861,0.778,27,2.4,7.4,0.001530,1.480,66.670,,92.857,0.17607
245,CURRENT OPINION IN BIOTECHNOLOGY,CURR OPIN BIOTECH,0958-1669,"13,407",9.294,9.065,8.681,2.257,148,6.2,3.6,0.028360,2.762,0.000,,96.366,3.24304
246,EMBO Molecular Medicine,EMBO MOL MED,1757-4676,"5,352",9.249,9.166,9.507,1.925,93,3.5,6.4,0.024220,3.544,94.620,,94.922,2.77914
247,PROCEEDINGS OF THE IEEE,P IEEE,0018-9219,"30,230",9.237,9.138,9.758,1.645,121,>10.0,6.6,0.031720,3.191,96.690,,98.282,3.63579
248,DEVELOPMENTAL CELL,DEV CELL,1534-5807,"25,598",9.174,8.933,9.833,1.868,182,7.2,6.5,0.076130,5.262,89.560,,92.346,8.73055
249,NPG Asia Materials,NPG ASIA MATER,1884-4049,"2,632",9.157,9.030,10.089,1.0,98,3.0,5.4,0.008100,2.631,95.920,,94.000,0.92664
250,SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,1044-579X,"5,835",9.141,9.070,9.530,2.59,39,6.3,6.7,0.012360,3.016,7.690,,93.779,1.41761
251,GREEN CHEMISTRY,GREEN CHEM,1463-9262,"34,042",9.125,8.142,8.815,2.332,689,4.6,5.7,0.057430,1.697,95.210,,94.826,6.58663
252,CANCER RESEARCH,CANCER RES,0008-5472,"139,655",9.122,8.893,9.826,1.745,648,>10.0,6.3,0.149120,3.210,95.220,,93.318,17.09416
253,npj Quantum Information,NPJ QUANTUM INFORM,2056-6387,121,9.111,8.889,9.111,1.56,25,1.3,6.0,0.000600,4.621,80.000,,92.243,0.06859
254,Annual Review of Nutrition,ANNU REV NUTR,0199-9885,"4,960",9.054,8.973,9.817,0.6,25,>10.0,7.4,0.004770,3.564,0.000,,98.148,0.54708
255,Advanced Science,ADV SCI,2198-3844,"1,550",9.034,8.563,9.067,2.912,148,1.4,4.3,0.004300,2.510,84.460,,91.510,0.49271
256,AMERICAN JOURNAL OF HUMAN GENETICS,AM J HUM GENET,0002-9297,"33,926",9.025,8.495,10.362,1.632,223,9.7,5.9,0.073140,5.552,100.000,,95.509,8.39967
257,FISH AND FISHERIES,FISH FISH,1467-2960,"3,367",9.013,8.440,9.311,1.258,62,6.5,8.4,0.006730,2.854,96.770,,99.000,0.77331
258,ANNALS OF SURGERY,ANN SURG,0003-4932,"48,707",8.980,8.515,9.410,2.292,318,9.8,6.9,0.070910,3.298,94.030,,99.746,8.13815
259,IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,1536-1284,"5,479",8.972,8.744,8.776,1.011,93,4.7,3.7,0.018140,3.176,100.000,,98.276,2.08018
260,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,J AM SOC NEPHROL,1046-6673,"35,795",8.966,8.410,9.423,2.148,332,9.0,7.2,0.054210,3.286,92.170,,96.753,6.22544
261,PSYCHOTHERAPY AND PSYCHOSOMATICS,PSYCHOTHER PSYCHOSOM,0033-3190,"3,245",8.964,7.232,7.664,2.65,20,8.6,6.6,0.005070,2.518,100.000,,95.880,0.58235
261,PSYCHOTHERAPY AND PSYCHOSOMATICS,PSYCHOTHER PSYCHOSOM,0033-3190,"3,245",8.964,7.232,7.664,2.65,20,8.6,6.6,0.005070,2.518,100.000,,95.880,0.58235
263,AUTOIMMUNITY REVIEWS,AUTOIMMUN REV,1568-9972,"7,670",8.961,7.867,6.853,1.864,147,4.1,7.4,0.019280,1.854,1.360,,93.046,2.21317
264,SLEEP MEDICINE REVIEWS,SLEEP MED REV,1087-0792,"4,980",8.958,8.667,9.619,2.367,60,6.6,8.6,0.009710,3.213,0.000,,95.075,1.11459
265,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,ASTROPHYS J SUPPL S,0067-0049,"24,547",8.955,8.489,10.287,1.837,178,8.3,8.9,0.064930,5.033,100.000,,94.444,7.44766
266,SYSTEMATIC BIOLOGY,SYST BIOL,1063-5157,"14,988",8.917,8.045,13.674,2.211,71,8.5,8.0,0.026720,5.175,100.000,,94.792,3.06827
267,CLINICAL PSYCHOLOGY REVIEW,CLIN PSYCHOL REV,0272-7358,"12,528",8.897,8.681,10.662,1.21,81,7.9,8.3,0.020210,3.768,27.160,,98.760,2.32055
268,Journal of Materials Chemistry A,J MATER CHEM A,2050-7488,"67,521",8.867,8.015,8.824,1.783,"2,086",2.3,3.8,0.185070,1.781,95.690,,93.179,21.22433
269,CURRENT BIOLOGY,CURR BIOL,0960-9822,"52,274",8.851,8.519,9.704,2.396,449,7.8,7.3,0.134650,4.736,93.320,,91.942,15.45562
270,National Science Review,NATL SCI REV,2095-5138,512,8.843,8.765,9.216,2.353,17,2.2,6.2,0.002750,3.745,0.000,,92.969,0.31428
271,JACC-Cardiovascular Interventions,JACC-CARDIOVASC INTE,1936-8798,"8,512",8.841,7.825,8.832,3.234,184,3.7,4.2,0.035080,3.530,93.480,,94.841,4.02744
272,Molecular Plant,MOL PLANT,1674-2052,"6,040",8.827,8.427,7.429,2.133,105,3.8,7.7,0.020100,2.438,78.100,,95.577,2.30408
273,Cold Spring Harbor Perspectives in Biology,CSH PERSPECT BIOL,1943-0264,"11,216",8.769,8.315,11.850,0.835,85,4.7,9.2,0.056160,5.675,100.000,,89.737,6.44678
274,Theranostics,THERANOSTICS,1838-7640,"4,091",8.766,8.210,9.222,1.497,171,3.0,5.4,0.012640,2.117,89.470,,94.141,1.44558
275,MEDICINAL RESEARCH REVIEWS,MED RES REV,0198-6325,"3,939",8.763,8.750,8.517,2.5,32,8.2,9.0,0.005450,2.202,18.750,,97.096,0.62480
276,ECOLOGICAL MONOGRAPHS,ECOL MONOGR,0012-9615,"10,304",8.759,8.672,10.216,0.655,29,>10.0,9.6,0.007990,3.997,93.100,,97.059,0.91768
277,Annual Review of Genetics,ANNU REV GENET,0066-4197,"7,482",8.745,8.600,15.940,0.269,26,8.9,6.4,0.016950,8.863,0.000,,94.910,1.94559
278,PLANT CELL,PLANT CELL,1040-4651,"49,690",8.726,8.384,9.996,1.695,177,9.6,7.8,0.074760,3.573,97.180,,93.182,8.55564
279,DIABETES,DIABETES,0012-1797,"54,142",8.684,8.360,8.624,1.853,320,9.5,7.3,0.084850,3.161,100.000,,93.841,9.73724
280,Chemical Science,CHEM SCI,2041-6520,"28,154",8.668,8.286,8.733,3.304,843,2.7,6.3,0.112530,2.771,98.810,,90.060,12.89775
281,Soft Robotics,SOFT ROBOT,2169-5172,356,8.649,7.108,9.243,0.571,21,2.3,4.9,0.001490,2.792,100.000,,98.077,0.17047
282,Small,SMALL,1613-6810,"35,042",8.643,8.309,8.296,1.769,649,4.3,4.7,0.079090,2.086,91.530,,89.926,9.07001
283,PROGRESS IN SURFACE SCIENCE,PROG SURF SCI,0079-6816,"1,874",8.619,8.476,5.982,0.75,8,>10.0,8.1,0.001820,2.259,0.000,,86.513,0.20862
284,INTERNATIONAL MATERIALS REVIEWS,INT MATER REV,0950-6608,"3,551",8.605,8.579,11.349,1.889,18,>10.0,7.2,0.004050,3.393,0.000,,92.545,0.46454
285,Autophagy,AUTOPHAGY,1554-8627,"12,494",8.593,7.947,11.019,2.905,148,4.8,6.4,0.032370,3.310,95.270,,88.684,3.71521
286,CANCER TREATMENT REVIEWS,CANCER TREAT REV,0305-7372,"7,122",8.589,8.476,7.369,1.713,108,4.9,5.6,0.014410,1.968,0.930,,92.857,1.65242
287,Particle and Fibre Toxicology,PART FIBRE TOXICOL,1743-8977,"3,642",8.577,7.788,9.628,0.694,62,4.5,6.1,0.007820,2.248,90.320,,97.283,0.89850
288,EMBO REPORTS,EMBO REP,1469-221X,"11,985",8.568,8.459,7.977,1.67,115,7.7,6.6,0.032750,3.954,93.040,,90.372,3.75785
289,GLOBAL CHANGE BIOLOGY,GLOBAL CHANGE BIOL,1354-1013,"31,762",8.502,7.921,9.455,1.81,311,6.2,7.6,0.075590,3.362,89.710,,97.838,8.67697
290,Microbiome,MICROBIOME,2049-2618,"1,396",8.496,7.850,9.420,0.746,63,2.4,4.9,0.007210,3.507,93.650,,93.200,0.82391
291,JACC-Heart Failure,JACC-HEART FAIL,2213-1779,"2,047",8.493,8.128,8.656,3.013,78,2.2,6.0,0.012190,4.057,94.870,,94.048,1.39935
292,PHYSICAL REVIEW LETTERS,PHYS REV LETT,0031-9007,"427,669",8.462,7.844,7.805,2.923,"2,333",9.8,7.7,0.745870,3.266,100.000,,93.038,85.47032
293,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,TRAC-TREND ANAL CHEM,0165-9936,"12,038",8.442,7.782,7.929,1.441,306,5.6,5.7,0.019050,1.775,0.000,,99.342,2.18600
294,Laser & Photonics Reviews,LASER PHOTONICS REV,1863-8880,"4,571",8.434,8.107,9.795,1.898,88,3.8,5.7,0.014210,2.984,82.950,,90.420,1.62927
295,Cell Systems,CELL SYST,2405-4712,394,8.406,8.156,8.406,1.584,77,1.3,6.2,0.002250,4.897,96.100,,89.936,0.25830
296,BIOMATERIALS,BIOMATERIALS,0142-9612,"100,214",8.402,7.955,8.946,1.941,649,6.9,6.2,0.128430,1.941,93.220,,98.268,14.73748
297,KIDNEY INTERNATIONAL,KIDNEY INT,0085-2538,"41,438",8.395,8.020,9.119,1.925,228,>10.0,6.7,0.055060,3.156,81.140,,95.455,6.31994
298,CURRENT OPINION IN IMMUNOLOGY,CURR OPIN IMMUNOL,0952-7915,"9,083",8.384,8.268,7.319,2.177,96,6.9,4.2,0.023480,3.239,0.000,,92.384,2.69276
299,CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,1350-9047,"17,711",8.339,8.135,8.251,1.875,176,7.1,7.5,0.034000,2.733,88.640,,89.501,3.90561
300,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,IEEE T PATTERN ANAL,0162-8828,"43,649",8.329,8.099,12.293,1.508,189,>10.0,7.1,0.064870,4.547,100.000,,98.196,7.44786
301,NEUROLOGY,NEUROLOGY,0028-3878,"81,843",8.320,7.923,8.463,1.507,619,>10.0,6.5,0.114840,3.094,95.800,,95.619,13.19133
302,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,NEUROSCI BIOBEHAV R,0149-7634,"20,452",8.299,8.009,10.156,1.195,287,6.3,7.7,0.047140,3.536,9.410,,94.364,5.41174
