Accession,PDAT,suppdata_id,Type,pi0,SRP,fp,rs,ud,QCType,Type_after_filter,QCType_after_filter,SRP_after_filter,pi0_after_filter,fp_after_filter,rs_after_filter,ud_after_filter,SRP_pi0method_hist,pi0_pi0method_hist,fp_pi0method_hist,rs_pi0method_hist,ud_pi0method_hist,SRP_after_filter_pi0method_hist,pi0_after_filter_pi0method_hist,fp_after_filter_pi0method_hist,rs_after_filter_pi0method_hist,ud_after_filter_pi0method_hist,model,taxon,PubMedIds,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,citations,source,issn,total_cites,IF,impact_factor_without_journal_self_cites,5-year_impact_factor,immediacy_index,citable_items,cited_half-life,citing_half-life,eigenfactor_score,article_influence_score,%_articles_in_citable_items,average_journal_impact_factor_percentile,normalized_eigenfactor
GSE100829,2018-05-17,GSE100829_N2_HPL2_J2IP_DESeqResults.xlsx,spiky,NA,NA,NA,NA,NA,NA,NA,NA,0.9071913910625795,0.13595244623735556,9.200000000000001,158.5770551577389,17.882604489069735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Caenorhabditis elegans,29760282,2018 Aug 1,2018 Jul 16,Mol Cell Biol,Saldi TKGonzales PGarrido-Lecca ADostal VRoberts CMPetrucelli LLink CD,Link CD,The Caenorhabditis elegans Ortholog of TDP-43 Regulates the Chromatin Localization of the Heterochromatin Protein 1 Homolog HPL-2.,38,15,NA,English,8109087,0270-7306,1098-5549,Journal Article,PubMed - indexed for MEDLINE,epublish+ppublish,29760282MCB.00668-1710.1128/MCB.00668-17PMC60483182976028229760282pmc-id: PMC6048318;,10.1128/MCB.00668-17,2017/12/29 00:002018/05/01 00:002018/05/16 06:002019/06/18 06:002018/05/16 06:00,NA,1,2,molecular and cellular biology,pii: e00668-17. doi: 10.1128/MCB.00668-17,2018 Aug 1;38(15),2,mol cell biol,0270-7306,59340,4.398,4.323,4.780,0.615,231,>10.0,8.2,0.05764,2.150,96.100,72.35,6.61545
GSE100908,2018-02-12,GSE100908_Gene_expression_HP_vs_LP.xlsx,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Cricetulus griseus,29316330,2018 Mar,2018 Feb 1,Biotechnol J,Orellana CAMarcellin EPalfreyman RWMunro TPGray PPNielsen LK,Nielsen LK,RNA-Seq Highlights High Clonal Variation in Monoclonal Antibody Producing CHO Cells.,13,3,e1700231,English,101265833,1860-6768,1860-7314,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2931633010.1002/biot.2017002312931633029316330,10.1002/biot.201700231,2017/07/31 00:002017/12/12 00:002018/01/10 06:002018/08/23 06:002018/01/10 06:00,NA,1,1,biotechnology journal,doi: 10.1002/biot.201700231,2018 Mar;13(3):e1700231,11,biotechnol j,1860-6768,4109,3.649,3.32,3.673,1.0,161,4.5,6.9,0.01038,1.034,90.060,72.921,1.18895
GSE100908,2018-02-12,GSE100908_Gene_expression_SHP_vs_SLP.xlsx,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Cricetulus griseus,29316330,2018 Mar,2018 Feb 1,Biotechnol J,Orellana CAMarcellin EPalfreyman RWMunro TPGray PPNielsen LK,Nielsen LK,RNA-Seq Highlights High Clonal Variation in Monoclonal Antibody Producing CHO Cells.,13,3,e1700231,English,101265833,1860-6768,1860-7314,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2931633010.1002/biot.2017002312931633029316330,10.1002/biot.201700231,2017/07/31 00:002017/12/12 00:002018/01/10 06:002018/08/23 06:002018/01/10 06:00,NA,1,1,biotechnology journal,doi: 10.1002/biot.201700231,2018 Mar;13(3):e1700231,11,biotechnol j,1860-6768,4109,3.649,3.32,3.673,1.0,161,4.5,6.9,0.01038,1.034,90.060,72.921,1.18895
GSE100954,2018-05-16,GSE100954_WTvs3aKO_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,30001199,2018 Jul 12,2018 Jul 12,Genome Biol,Gu TLin XCullen SMLuo MJeong MEstecio MShen JHardikar SSun DSu JRux DGuzman ALee MQi LSChen JJKyba MHuang YChen TLi WGoodell MA,Goodell MA,DNMT3A and TET1 cooperate to regulate promoter epigenetic landscapes in mouse embryonic stem cells.,19,1,88,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,3000119910.1186/s13059-018-1464-710.1186/s13059-018-1464-7PMC60424043000119930001199pmc-id: PMC6042404;,10.1186/s13059-018-1464-7,2018/04/16 00:002018/06/15 00:002018/07/13 06:002018/07/13 06:002018/10/31 06:00,NA,1,11,genome biology,doi: 10.1186/s13059-018-1464-7,2018 Jul 12;19(1):88,NA,genome biol,1474-760X,28862,11.908,11.508,13.554,1.808,213,6.5,4.8,0.09509,7.132,92.490,97.559,10.91385
GSE100954,2018-05-16,GSE100954_WTvsDKO13_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,30001199,2018 Jul 12,2018 Jul 12,Genome Biol,Gu TLin XCullen SMLuo MJeong MEstecio MShen JHardikar SSun DSu JRux DGuzman ALee MQi LSChen JJKyba MHuang YChen TLi WGoodell MA,Goodell MA,DNMT3A and TET1 cooperate to regulate promoter epigenetic landscapes in mouse embryonic stem cells.,19,1,88,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,3000119910.1186/s13059-018-1464-710.1186/s13059-018-1464-7PMC60424043000119930001199pmc-id: PMC6042404;,10.1186/s13059-018-1464-7,2018/04/16 00:002018/06/15 00:002018/07/13 06:002018/07/13 06:002018/10/31 06:00,NA,1,11,genome biology,doi: 10.1186/s13059-018-1464-7,2018 Jul 12;19(1):88,NA,genome biol,1474-760X,28862,11.908,11.508,13.554,1.808,213,6.5,4.8,0.09509,7.132,92.490,97.559,10.91385
GSE100954,2018-05-16,GSE100954_WTvsTet1KO_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,30001199,2018 Jul 12,2018 Jul 12,Genome Biol,Gu TLin XCullen SMLuo MJeong MEstecio MShen JHardikar SSun DSu JRux DGuzman ALee MQi LSChen JJKyba MHuang YChen TLi WGoodell MA,Goodell MA,DNMT3A and TET1 cooperate to regulate promoter epigenetic landscapes in mouse embryonic stem cells.,19,1,88,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,3000119910.1186/s13059-018-1464-710.1186/s13059-018-1464-7PMC60424043000119930001199pmc-id: PMC6042404;,10.1186/s13059-018-1464-7,2018/04/16 00:002018/06/15 00:002018/07/13 06:002018/07/13 06:002018/10/31 06:00,NA,1,11,genome biology,doi: 10.1186/s13059-018-1464-7,2018 Jul 12;19(1):88,NA,genome biol,1474-760X,28862,11.908,11.508,13.554,1.808,213,6.5,4.8,0.09509,7.132,92.490,97.559,10.91385
GSE100990,2018-01-23,GSE100990_RNA_Seq_Nr4a1_CDKO_HSC_DESeq2_output.txt.gz,anti-conservative,0.4076164432493264,0.9292520545227372,486.3,8586.010208173733,703.4580000600581,NA,NA,NA,0.8896500291418072,0.21662575882066806,106.30000000000001,1796.826163857708,250.51855093770428,0.9254816199792995,0.4052030582861682,486.3,8551.172524122732,743.9666666666672,0.8675687285223367,0.19668737060041408,106.30000000000001,1752.2285609965631,308.3000000000002,Human and mouse,Mus musculus,29343483,2018 Mar 8,2018 Jan 17,Blood,Freire PRConneely OM,Conneely OM,NR4A1 and NR4A3 restrict HSC proliferation via reciprocal regulation of C/EBPα and inflammatory signaling.,131,10,1081-1093,English,7603509,0006-4971,1528-0020,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29343483blood-2017-07-79575710.1182/blood-2017-07-795757PMC58637012934348329343483pmc-id: PMC5863701;,10.1182/blood-2017-07-795757,2017/07/11 00:002018/01/08 00:002018/01/19 06:002019/03/20 06:002018/01/19 06:00,NA,1,1,blood,doi: 10.1182/blood-2017-07-795757,2018 Mar 8;131(10):1081-1093,4,blood,0006-4971,161962,13.164,12.179,10.891,3.215,622,7.8,6.1,0.31332,4.024,86.330,97.857,35.93507
GSE101142,2017-12-06,GSE101142_Supplemental_table_1.txt.gz-set-0,anti-conservative,0.5421171544218732,0.7673676476640633,89.45,1304.1796855874588,515.2293240613992,NA,NA,NA,0.799195951679423,0.44537668846818873,36.65,556.5201009519662,174.96322241647556,0.6111290902553037,0.42505685342154226,89.45,1038.6444453434015,1081.4500000000005,0.7074331188621741,0.37343517929132186,36.65,492.62105231967496,287.98333333333335,Other taxa,Zobellia galactanivorans,29162826,2017 Nov 22,2017 Nov 22,Nat Commun,Ficko-Blean EPréchoux AThomas FRochat TLarocque RZhu YStam MGénicot SJam MCalteau AViart BRopartz DPérez-Pascual DCorrec GMatard-Mann MStubbs KARogniaux HJeudy ABarbeyron TMédigue CCzjzek MVallenet DMcBride MJDuchaud EMichel G,Michel G,Carrageenan catabolism is encoded by a complex regulon in marine heterotrophic bacteria.,8,1,1685,English,101528555,NA,2041-1723,Journal Article,PubMed - indexed for MEDLINE,epublish,2916282610.1038/s41467-017-01832-610.1038/s41467-017-01832-6PMC56984692916282629162826pmc-id: PMC5698469;,10.1038/s41467-017-01832-6,2017/03/16 00:002017/10/17 00:002017/11/23 06:002017/11/23 06:002018/10/03 06:00,NA,1,11,nature communications,doi: 10.1038/s41467-017-01832-6,2017 Nov 22;8(1):1685,20,nat commun,2041-1723,123958,12.124,11.814,13.092,1.993,3534,2.5,6.9,0.72169,5.735,99.770,96.094,82.76768
GSE101142,2017-12-06,GSE101142_Supplemental_table_1.txt.gz-set-1,anti-conservative,0.5842251894709839,0.7898154349715756,83.60000000000001,1254.5428369088506,422.70275852885106,NA,NA,NA,0.8170072372079317,0.5003967101982091,33.75,523.9058908595862,143.62676827861355,0.6848847793800603,0.5205246594537477,83.60000000000001,1087.8709835672878,730.8222222222223,0.7345360824742267,0.4443029917250159,33.75,471.0212628865979,231.7500000000001,Other taxa,Zobellia galactanivorans,29162826,2017 Nov 22,2017 Nov 22,Nat Commun,Ficko-Blean EPréchoux AThomas FRochat TLarocque RZhu YStam MGénicot SJam MCalteau AViart BRopartz DPérez-Pascual DCorrec GMatard-Mann MStubbs KARogniaux HJeudy ABarbeyron TMédigue CCzjzek MVallenet DMcBride MJDuchaud EMichel G,Michel G,Carrageenan catabolism is encoded by a complex regulon in marine heterotrophic bacteria.,8,1,1685,English,101528555,NA,2041-1723,Journal Article,PubMed - indexed for MEDLINE,epublish,2916282610.1038/s41467-017-01832-610.1038/s41467-017-01832-6PMC56984692916282629162826pmc-id: PMC5698469;,10.1038/s41467-017-01832-6,2017/03/16 00:002017/10/17 00:002017/11/23 06:002017/11/23 06:002018/10/03 06:00,NA,1,11,nature communications,doi: 10.1038/s41467-017-01832-6,2017 Nov 22;8(1):1685,20,nat commun,2041-1723,123958,12.124,11.814,13.092,1.993,3534,2.5,6.9,0.72169,5.735,99.770,96.094,82.76768
GSE101142,2017-12-06,GSE101142_Supplemental_table_1.txt.gz-set-2,anti-conservative,0.4759386596966124,0.8492299462030694,113.30000000000001,1828.1373051913472,382.184703047486,NA,NA,NA,0.8642664569516254,0.27653037637106337,51.7,848.9689406635816,154.27077872105951,0.7819469669451508,0.43084556543311975,113.30000000000001,1683.297235742826,600.2999999999997,0.8156379739828398,0.23339698705707618,51.7,801.2011818433434,222.0333333333333,Other taxa,Zobellia galactanivorans,29162826,2017 Nov 22,2017 Nov 22,Nat Commun,Ficko-Blean EPréchoux AThomas FRochat TLarocque RZhu YStam MGénicot SJam MCalteau AViart BRopartz DPérez-Pascual DCorrec GMatard-Mann MStubbs KARogniaux HJeudy ABarbeyron TMédigue CCzjzek MVallenet DMcBride MJDuchaud EMichel G,Michel G,Carrageenan catabolism is encoded by a complex regulon in marine heterotrophic bacteria.,8,1,1685,English,101528555,NA,2041-1723,Journal Article,PubMed - indexed for MEDLINE,epublish,2916282610.1038/s41467-017-01832-610.1038/s41467-017-01832-6PMC56984692916282629162826pmc-id: PMC5698469;,10.1038/s41467-017-01832-6,2017/03/16 00:002017/10/17 00:002017/11/23 06:002017/11/23 06:002018/10/03 06:00,NA,1,11,nature communications,doi: 10.1038/s41467-017-01832-6,2017 Nov 22;8(1):1685,20,nat commun,2041-1723,123958,12.124,11.814,13.092,1.993,3534,2.5,6.9,0.72169,5.735,99.770,96.094,82.76768
GSE101157,2017-09-16,GSE101157_LargeRNA.shL1.100hrs.293T.xlsx.gz,anti-conservative,0.5644976436820963,0.9440711338015328,490.15000000000003,8791.992858423606,551.713872956836,NA,NA,NA,0.8798074940135362,0.22535306506386416,80.35000000000001,1343.158110735765,208.5591342569444,0.9165288849522685,0.5514105337512692,490.15000000000003,8535.496026227735,848.1499999999996,0.8369791666666666,0.18571428571428572,80.35000000000001,1277.7742447916664,297.35000000000014,Human and mouse,Homo sapiens,29063830,2017 Oct 24,2017 Oct 24,Elife,Putzbach WGao QQPatel Mvan Dongen SHaluck-Kangas ASarshad AABartom ETKim KAScholtens DMHafner MZhao JCMurmann AEPeter ME,Peter ME,Many si/shRNAs can kill cancer cells by targeting multiple survival genes through an off-target mechanism.,6,NA,NA,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2906383010.7554/eLife.29702PMC56551362906383029063830pmc-id: PMC5655136;,10.7554/eLife.29702,2017/06/17 00:002017/09/13 00:002017/10/25 06:002017/10/25 06:002018/06/05 06:00,NA,1,10,elife,pii: e29702. doi: 10.7554/eLife.29702,2017 Oct 24;6,NA,elife,2050-084X,15730,7.725,7.393,8.385,1.331,1097,2.1,7.7,0.1303,5.339,100.000,95.882,14.93974
GSE101167,2017-09-16,GSE101167_LargeRNA.siL3-IDT_Dharmacon.48hrs.HeyA8.xlsx.gz-set-0,anti-conservative,0.5426535799021491,NA,NA,NA,NA,NA,NA,NA,0.9376271600375343,0.18772112910242644,84.9,1512.4863718565466,107.30664856106091,0.9725106126033813,0.49736967957914874,493.65000000000003,9121.517414321524,265.12058823529514,0.9080410496232787,0.16125517541948137,84.9,1464.7610171473107,163.36153846153866,Human and mouse,Homo sapiens,29063830,2017 Oct 24,2017 Oct 24,Elife,Putzbach WGao QQPatel Mvan Dongen SHaluck-Kangas ASarshad AABartom ETKim KAScholtens DMHafner MZhao JCMurmann AEPeter ME,Peter ME,Many si/shRNAs can kill cancer cells by targeting multiple survival genes through an off-target mechanism.,6,NA,NA,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2906383010.7554/eLife.29702PMC56551362906383029063830pmc-id: PMC5655136;,10.7554/eLife.29702,2017/06/17 00:002017/09/13 00:002017/10/25 06:002017/10/25 06:002018/06/05 06:00,NA,1,10,elife,pii: e29702. doi: 10.7554/eLife.29702,2017 Oct 24;6,NA,elife,2050-084X,15730,7.725,7.393,8.385,1.331,1097,2.1,7.7,0.1303,5.339,100.000,95.882,14.93974
GSE101167,2017-09-16,GSE101167_LargeRNA.siL3-IDT_Dharmacon.48hrs.HeyA8.xlsx.gz-set-1,anti-conservative,0.5823454643824015,NA,NA,NA,NA,NA,NA,NA,0.9318887610290116,0.25980987416846824,77.4,1370.4356119692645,107.48534827282583,0.9663793103448275,0.5435688972274338,445.45000000000005,8178.999612068964,294.4500000000007,0.8994072261949566,0.23307836628662146,77.4,1322.6682668423032,164.47692307692319,Human and mouse,Homo sapiens,29063830,2017 Oct 24,2017 Oct 24,Elife,Putzbach WGao QQPatel Mvan Dongen SHaluck-Kangas ASarshad AABartom ETKim KAScholtens DMHafner MZhao JCMurmann AEPeter ME,Peter ME,Many si/shRNAs can kill cancer cells by targeting multiple survival genes through an off-target mechanism.,6,NA,NA,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2906383010.7554/eLife.29702PMC56551362906383029063830pmc-id: PMC5655136;,10.7554/eLife.29702,2017/06/17 00:002017/09/13 00:002017/10/25 06:002017/10/25 06:002018/06/05 06:00,NA,1,10,elife,pii: e29702. doi: 10.7554/eLife.29702,2017 Oct 24;6,NA,elife,2050-084X,15730,7.725,7.393,8.385,1.331,1097,2.1,7.7,0.1303,5.339,100.000,95.882,14.93974
GSE101232,2017-09-16,GSE101232_LargeRNA.CD95L.50hrs.HeyA8.xlsx.gz,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,29063830,2017 Oct 24,2017 Oct 24,Elife,Putzbach WGao QQPatel Mvan Dongen SHaluck-Kangas ASarshad AABartom ETKim KAScholtens DMHafner MZhao JCMurmann AEPeter ME,Peter ME,Many si/shRNAs can kill cancer cells by targeting multiple survival genes through an off-target mechanism.,6,NA,NA,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2906383010.7554/eLife.29702PMC56551362906383029063830pmc-id: PMC5655136;,10.7554/eLife.29702,2017/06/17 00:002017/09/13 00:002017/10/25 06:002017/10/25 06:002018/06/05 06:00,NA,1,10,elife,pii: e29702. doi: 10.7554/eLife.29702,2017 Oct 24;6,NA,elife,2050-084X,15730,7.725,7.393,8.385,1.331,1097,2.1,7.7,0.1303,5.339,100.000,95.882,14.93974
GSE101234,2017-09-16,GSE101234_LargeRNA.shL3.50_100hrs.293T.shR6.50_100hrs.HeyA8.xlsx.gz-set-0,anti-conservative,0.7716805388710912,NA,NA,NA,NA,NA,NA,NA,0.9336433604736153,0.5079298917897971,45.7,810.6825298992401,61.712504517283605,NA,0.7640069645492191,NA,NA,NA,0.8951546391752577,0.48677248677248675,45.7,777.2627731958762,101.70000000000005,Human and mouse,Homo sapiens,29063830,2017 Oct 24,2017 Oct 24,Elife,Putzbach WGao QQPatel Mvan Dongen SHaluck-Kangas ASarshad AABartom ETKim KAScholtens DMHafner MZhao JCMurmann AEPeter ME,Peter ME,Many si/shRNAs can kill cancer cells by targeting multiple survival genes through an off-target mechanism.,6,NA,NA,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2906383010.7554/eLife.29702PMC56551362906383029063830pmc-id: PMC5655136;,10.7554/eLife.29702,2017/06/17 00:002017/09/13 00:002017/10/25 06:002017/10/25 06:002018/06/05 06:00,NA,1,10,elife,pii: e29702. doi: 10.7554/eLife.29702,2017 Oct 24;6,NA,elife,2050-084X,15730,7.725,7.393,8.385,1.331,1097,2.1,7.7,0.1303,5.339,100.000,95.882,14.93974
GSE101234,2017-09-16,GSE101234_LargeRNA.shL3.50_100hrs.293T.shR6.50_100hrs.HeyA8.xlsx.gz-set-1,anti-conservative,0.7637417009066768,0.9474025371079183,259.15000000000003,4664.867982338823,273.3600634549239,NA,NA,NA,0.7951122493756136,0.4380213937179372,47.2,713.0566652400503,231.0910628081001,0.9727084156459889,0.7698881716519682,259.15000000000003,4789.470332378502,138.15000000000418,0.7589280677009872,0.4112273708686265,47.2,680.6066911142453,284.8666666666668,Human and mouse,Homo sapiens,29063830,2017 Oct 24,2017 Oct 24,Elife,Putzbach WGao QQPatel Mvan Dongen SHaluck-Kangas ASarshad AABartom ETKim KAScholtens DMHafner MZhao JCMurmann AEPeter ME,Peter ME,Many si/shRNAs can kill cancer cells by targeting multiple survival genes through an off-target mechanism.,6,NA,NA,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2906383010.7554/eLife.29702PMC56551362906383029063830pmc-id: PMC5655136;,10.7554/eLife.29702,2017/06/17 00:002017/09/13 00:002017/10/25 06:002017/10/25 06:002018/06/05 06:00,NA,1,10,elife,pii: e29702. doi: 10.7554/eLife.29702,2017 Oct 24;6,NA,elife,2050-084X,15730,7.725,7.393,8.385,1.331,1097,2.1,7.7,0.1303,5.339,100.000,95.882,14.93974
GSE101234,2017-09-16,GSE101234_LargeRNA.shL3.50_100hrs.293T.shR6.50_100hrs.HeyA8.xlsx.gz-set-2,spiky,NA,NA,NA,NA,NA,NA,NA,NA,0.8055567051858209,0.5871828255068943,34.9,534.1646512087178,160.05744593925283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,29063830,2017 Oct 24,2017 Oct 24,Elife,Putzbach WGao QQPatel Mvan Dongen SHaluck-Kangas ASarshad AABartom ETKim KAScholtens DMHafner MZhao JCMurmann AEPeter ME,Peter ME,Many si/shRNAs can kill cancer cells by targeting multiple survival genes through an off-target mechanism.,6,NA,NA,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2906383010.7554/eLife.29702PMC56551362906383029063830pmc-id: PMC5655136;,10.7554/eLife.29702,2017/06/17 00:002017/09/13 00:002017/10/25 06:002017/10/25 06:002018/06/05 06:00,NA,1,10,elife,pii: e29702. doi: 10.7554/eLife.29702,2017 Oct 24;6,NA,elife,2050-084X,15730,7.725,7.393,8.385,1.331,1097,2.1,7.7,0.1303,5.339,100.000,95.882,14.93974
GSE101234,2017-09-16,GSE101234_LargeRNA.shL3.50_100hrs.293T.shR6.50_100hrs.HeyA8.xlsx.gz-set-3,spiky,NA,NA,NA,NA,NA,NA,NA,NA,0.7678673859518467,0.5578353557718347,35.65,520.1149738744833,204.76846523518964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,29063830,2017 Oct 24,2017 Oct 24,Elife,Putzbach WGao QQPatel Mvan Dongen SHaluck-Kangas ASarshad AABartom ETKim KAScholtens DMHafner MZhao JCMurmann AEPeter ME,Peter ME,Many si/shRNAs can kill cancer cells by targeting multiple survival genes through an off-target mechanism.,6,NA,NA,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2906383010.7554/eLife.29702PMC56551362906383029063830pmc-id: PMC5655136;,10.7554/eLife.29702,2017/06/17 00:002017/09/13 00:002017/10/25 06:002017/10/25 06:002018/06/05 06:00,NA,1,10,elife,pii: e29702. doi: 10.7554/eLife.29702,2017 Oct 24;6,NA,elife,2050-084X,15730,7.725,7.393,8.385,1.331,1097,2.1,7.7,0.1303,5.339,100.000,95.882,14.93974
GSE101342,2018-05-17,GSE101342_All_Genes_LincDUSP_V481_cells_DESeq2.csv.gz,anti-conservative,0.45691026444424515,0.859248623640484,373,6089.49499574011,1160.9038138852502,NA,NA,NA,0.886075382860289,0.20188197177161227,79.95,1345.9928103339219,195.3075246345768,0.7936614592082422,0.41203002567985775,373,5624.6787614088125,1842.5000000000018,0.8335959548447789,0.1516360734237829,79.95,1266.2739352069614,303.23571428571427,Human and mouse,Homo sapiens,29743621,2018 May 9,2018 May 9,Sci Rep,Forrest MESaiakhova ABeard LBuchner DAScacheri PCLaFramboise TMarkowitz SKhalil AM,Khalil AM,Colon Cancer-Upregulated Long Non-Coding RNA lincDUSP Regulates Cell Cycle Genes and Potentiates Resistance to Apoptosis.,8,1,7324,English,101563288,NA,2045-2322,Journal Article,PubMed - in process,epublish,2974362110.1038/s41598-018-25530-510.1038/s41598-018-25530-5PMC59433532974362129743621pmc-id: PMC5943353;,10.1038/s41598-018-25530-5,2018/01/11 00:002018/04/24 00:002018/05/11 06:002018/05/11 06:002018/05/11 06:00,NA,1,1,scientific reports,doi: 10.1038/s41598-018-25530-5,2018 May 9;8(1):7324,3,sci rep-uk,2045-2322,101255,4.259,3.781,4.847,0.647,20517,2.0,7.1,0.38736,1.484,99.790,85.156,44.41661
GSE101342,2018-05-17,GSE101342_All_Genes_LincDUSP_V703_cells_DESeq2.csv.gz,anti-conservative,0.5968717954205597,0.8246929806122917,231.95000000000002,3634.4632002074004,936.8174799050603,NA,NA,NA,0.8496408061782423,0.3704916457527643,62.550000000000004,1009.7556161025321,210.31756313735764,0.747887204434891,0.5554717360692014,231.95000000000002,3295.9763043047865,1485.6166666666659,0.8058068578070515,0.33624791050533626,62.550000000000004,957.6611601607905,286.40714285714284,Human and mouse,Homo sapiens,29743621,2018 May 9,2018 May 9,Sci Rep,Forrest MESaiakhova ABeard LBuchner DAScacheri PCLaFramboise TMarkowitz SKhalil AM,Khalil AM,Colon Cancer-Upregulated Long Non-Coding RNA lincDUSP Regulates Cell Cycle Genes and Potentiates Resistance to Apoptosis.,8,1,7324,English,101563288,NA,2045-2322,Journal Article,PubMed - in process,epublish,2974362110.1038/s41598-018-25530-510.1038/s41598-018-25530-5PMC59433532974362129743621pmc-id: PMC5943353;,10.1038/s41598-018-25530-5,2018/01/11 00:002018/04/24 00:002018/05/11 06:002018/05/11 06:002018/05/11 06:00,NA,1,1,scientific reports,doi: 10.1038/s41598-018-25530-5,2018 May 9;8(1):7324,3,sci rep-uk,2045-2322,101255,4.259,3.781,4.847,0.647,20517,2.0,7.1,0.38736,1.484,99.790,85.156,44.41661
GSE101458,2018-07-14,GSE101458_Lnc23_WT_KO_normalizedExpression.xlsx,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9343496251883362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,28930659,2017 Sep 19,NA,Immunity,Mowel WKMcCright SJKotzin JJCollet MAUyar AChen XDeLaney ASpencer SPVirtue ATYang EVillarino AKurachi MDunagin MCPritchard GHStein JHughes CFonseca-Pereira DVeiga-Fernandes HRaj AKambayashi TBrodsky IEO'Shea JJWherry EJGoff LARinn JLWilliams AFlavell RAHenao-Mejia J,Henao-Mejia J,Group 1 Innate Lymphoid Cell Lineage Identity Is Determined by a cis-Regulatory Element Marked by a Long Non-coding RNA.,47,3,435-449.e8,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish,28930659S1074-7613(17)30370-910.1016/j.immuni.2017.08.012PMC5761663NIHMS9022812893065928930659pmc-id: PMC5761663;manuscript-id: NIHMS902281;,10.1016/j.immuni.2017.08.012,2017/02/08 00:002017/06/01 00:002017/08/22 00:002017/09/21 06:002017/09/21 06:002017/10/19 06:00,Immunity. 2017 Sep 19;47(3):389-390. PMID: 28930650,1,6,immunity,doi: 10.1016/j.immuni.2017.08.012,2017 Sep 19;47(3):435-449.e8,NA,immunity,1074-7613,43303,22.845,22.031,22.928,4.036,195,6.8,5.8,0.14937,12.696,88.720,98.344,17.14701
