Accession,annot,organism,taxid,organism2,taxid2
GSE102113,GPL16791,Homo sapiens,9606,NA,NA
GSE102113,GPL18573,Homo sapiens,9606,NA,NA
GSE102114,GPL11154,Homo sapiens,9606,NA,NA
GSE102118,GPL11154,Homo sapiens,9606,NA,NA
GSE102128,GPL20301,Homo sapiens,9606,NA,NA
GSE102130,GPL18573,Homo sapiens,9606,NA,NA
GSE102138,GPL16791,Homo sapiens,9606,NA,NA
GSE102139,GPL20301,Homo sapiens,9606,NA,NA
GSE102141,GPL23102,Ciona intestinalis,7719,NA,NA
GSE102142,GPL23102,Ciona intestinalis,7719,NA,NA
GSE102145,GPL20301,Homo sapiens,9606,NA,NA
GSE102152,GPL19290,Oryza sativa,4530,NA,NA
GSE102155,GPL18460,Homo sapiens,9606,NA,NA
GSE102158,GPL17021,Mus musculus,10090,NA,NA
GSE102159,GPL17021,Mus musculus,10090,NA,NA
GSE102160,GPL17021,Mus musculus,10090,NA,NA
GSE102161,GPL17021,Mus musculus,10090,NA,NA
GSE102162,GPL19729,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,216597,NA,NA
GSE102167,GPL23858,Plasmodium berghei ANKA,5823,NA,NA
GSE102171,GPL17021,Mus musculus,10090,NA,NA
GSE102182,GPL18573,Homo sapiens,9606,NA,NA
GSE102185,GPL16791,Homo sapiens,9606,NA,NA
GSE102187,GPL11154,Homo sapiens,9606,NA,NA
GSE102188,GPL16791,Homo sapiens,9606,NA,NA
GSE102190,GPL17021,Mus musculus,10090,NA,NA
GSE102191,GPL22077,Hordeum vulgare,4513,NA,NA
GSE102192,GPL18249,Saccharomyces cerevisiae,4932,NA,NA
GSE102204,GPL13112,Mus musculus,10090,NA,NA
GSE102215,GPL16791,Homo sapiens,9606,NA,NA
GSE102216,GPL19290,Oryza sativa,4530,NA,NA
GSE102220,GPL20301,Homo sapiens,9606,NA,NA
GSE102221,GPL20640,Anguilla anguilla,7936,NA,NA
GSE102227,GPL19057,Mus musculus,10090,NA,NA
GSE102228,GPL15433,Homo sapiens,9606,NA,NA
GSE102230,GPL18573,Homo sapiens,9606,NA,NA
GSE102231,GPL19057,Mus musculus,10090,NA,NA
GSE102233,GPL19132,Drosophila melanogaster,7227,NA,NA
GSE102233,GPL23863,Drosophila melanogaster x Drosophila simulans,1128429,NA,NA
GSE102233,GPL23864,Drosophila melanogaster x Drosophila simulans,1128429,NA,NA
GSE102233,GPL23865,Drosophila simulans,7240,NA,NA
GSE102237,GPL11154,Homo sapiens,9606,NA,NA
GSE102240,GPL17021,Mus musculus,10090,NA,NA
GSE102244,GPL11154,Homo sapiens,9606,NA,NA
GSE102246,GPL15433,Homo sapiens,9606,NA,NA
GSE102247,GPL17021,Mus musculus,10090,NA,NA
GSE102248,GPL17639,Arabidopsis thaliana,3702,NA,NA
GSE102250,GPL21290,Homo sapiens,9606,NA,NA
GSE102277,GPL13112,Mus musculus,10090,NA,NA
GSE102279,GPL23795,Staphylococcus aureus USA300-0114,1385527,NA,NA
GSE102284,GPL17021,Mus musculus,10090,NA,NA
GSE102291,GPL21103,Mus musculus,10090,NA,NA
GSE102294,GPL17021,Mus musculus,10090,NA,NA
GSE102296,GPL23872,Pteropus alecto,9402,NA,NA
GSE102299,GPL19057,Mus musculus,10090,NA,NA
GSE102300,GPL22765,Caenorhabditis elegans,6239,NA,NA
GSE102301,GPL16791,Homo sapiens,9606,NA,NA
GSE102302,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE102315,GPL11154,Homo sapiens,9606,NA,NA
GSE102316,GPL17021,Mus musculus,10090,NA,NA
GSE102332,GPL19057,Mus musculus,10090,NA,NA
GSE102333,GPL17021,Mus musculus,10090,NA,NA
GSE102334,GPL13112,Mus musculus,10090,NA,NA
GSE102336,GPL20301,Homo sapiens,9606,NA,NA
GSE102339,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE102345,GPL17021,Mus musculus,10090,NA,NA
GSE102345,GPL19057,Mus musculus,10090,NA,NA
GSE102346,GPL13112,Mus musculus,10090,NA,NA
GSE102346,GPL15228,synthetic construct,32630,NA,NA
GSE102346,GPL21103,Mus musculus,10090,NA,NA
GSE102348,GPL17021,Mus musculus,10090,NA,NA
GSE102348,GPL19057,Mus musculus,10090,NA,NA
GSE102349,GPL11154,Homo sapiens,9606,NA,NA
GSE102351,GPL19057,Mus musculus,10090,NA,NA
GSE102352,GPL16791,Homo sapiens,9606,NA,NA
GSE102353,GPL19787,Gallus gallus,9031,NA,NA
GSE102354,GPL17021,Mus musculus,10090,NA,NA
GSE102359,GPL17021,Mus musculus,10090,NA,NA
GSE102361,GPL19951,Drosophila melanogaster,7227,NA,NA
GSE102365,GPL13112,Mus musculus,10090,NA,NA
GSE102366,GPL21812,Oryza sativa Japonica Group,39947,NA,NA
GSE102366,GPL23876,Oryza sativa Japonica Group,39947,NA,NA
GSE102368,GPL13112,Mus musculus,10090,NA,NA
GSE102369,GPL13112,Mus musculus,10090,NA,NA
GSE102377,GPL18573,Homo sapiens,9606,NA,NA
GSE102378,GPL19057,Mus musculus,10090,NA,NA
GSE102381,GPL15010,Escherichia coli str. K-12 substr. MG1655,511145,NA,NA
GSE102385,GPL15010,Escherichia coli str. K-12 substr. MG1655,511145,NA,NA
GSE102388,GPL13112,Mus musculus,10090,NA,NA
GSE102392,GPL16791,Homo sapiens,9606,NA,NA
GSE102395,GPL18460,Homo sapiens,9606,NA,NA
GSE102398,GPL16137,Caenorhabditis japonica,281687,NA,NA
GSE102399,GPL20150,Schmidtea mediterranea,79327,NA,NA
GSE102404,GPL23880,Artemisia argyi,259893,NA,NA
GSE102407,GPL16791,Homo sapiens,9606,NA,NA
GSE102413,GPL23798,Chrysanthemum x morifolium,41568,NA,NA
GSE102419,GPL21493,Mus musculus,10090,NA,NA
GSE102421,GPL13112,Mus musculus,10090,NA,NA
GSE102421,GPL17021,Mus musculus,10090,NA,NA
GSE102422,GPL23882,Camelina sativa,90675,NA,NA
GSE102443,GPL17021,Mus musculus,10090,NA,NA
GSE102446,GPL13112,Mus musculus,10090,NA,NA
GSE102454,GPL19057,Mus musculus,10090,NA,NA
GSE102455,GPL19057,Mus musculus,10090,NA,NA
GSE102457,GPL17021,Mus musculus,10090,NA,NA
GSE102467,GPL16791,Homo sapiens,9606,NA,NA
GSE102474,GPL11154,Homo sapiens,9606,NA,NA
GSE102474,GPL16791,Homo sapiens,9606,NA,NA
GSE102475,GPL23891,Saccharomyces cerevisiae BY4741,1247190,NA,NA
GSE102476,GPL20795,Homo sapiens,9606,NA,NA
GSE102479,GPL17021,Mus musculus,10090,NA,NA
GSE102481,GPL16791,Homo sapiens,9606,NA,NA
GSE102486,GPL18480,Mus musculus,10090,NA,NA
GSE102491,GPL21103,Mus musculus,10090,NA,NA
GSE102492,GPL17303,Homo sapiens,9606,NA,NA
GSE102494,GPL18525,Oryza sativa Japonica Group,39947,NA,NA
GSE102495,GPL21306,Drosophila melanogaster,7227,NA,NA
GSE102498,GPL16791,Homo sapiens,9606,NA,NA
GSE102505,GPL18573,Homo sapiens,9606,NA,NA
GSE102507,GPL23896,Phaeobacter italicus,481446,NA,NA
GSE102531,GPL18694,Rattus norvegicus,10116,NA,NA
GSE102533,GPL17021,Mus musculus,10090,NA,NA
GSE102534,GPL18573,Homo sapiens,9606,NA,NA
GSE102543,GPL17021,Mus musculus,10090,NA,NA
GSE102546,GPL20084,Rattus norvegicus,10116,NA,NA
GSE102556,GPL11154,Homo sapiens,9606,NA,NA
GSE102556,GPL13112,Mus musculus,10090,NA,NA
GSE102557,GPL23900,Pectobacterium carotovorum subsp. brasiliensis PBR1692,558269,NA,NA
GSE102560,GPL20301,Homo sapiens,9606,NA,NA
GSE102562,GPL19057,Mus musculus,10090,NA,NA
GSE102563,GPL19057,Mus musculus,10090,NA,NA
GSE102564,GPL19057,Mus musculus,10090,NA,NA
GSE102569,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE102580,GPL18573,Homo sapiens,9606,NA,NA
GSE102580,GPL19057,Mus musculus,10090,NA,NA
GSE102582,GPL16791,Homo sapiens,9606,NA,NA
GSE102583,GPL18635,Mus musculus,10090,NA,NA
GSE102589,GPL21103,Mus musculus,10090,NA,NA
GSE102595,GPL13112,Mus musculus,10090,NA,NA
GSE102597,GPL19057,Mus musculus,10090,NA,NA
GSE102598,GPL17021,Mus musculus,10090,NA,NA
GSE102600,GPL23904,Penicillium citrinum,5077,NA,NA
GSE102603,GPL20286,Camponotus floridanus,104421,NA,NA
GSE102604,GPL22089,Harpegnathos saltator,610380,NA,NA
GSE102606,GPL20828,Danio rerio,7955,NA,NA
GSE102608,GPL23905,Phaeocystis antarctica,33657,NA,NA
GSE102609,GPL14844,Rattus norvegicus,10116,NA,NA
GSE102611,GPL19057,Mus musculus,10090,NA,NA
GSE102616,GPL11154,Homo sapiens,9606,NA,NA
GSE102616,GPL20301,Homo sapiens,9606,NA,NA
GSE102616,GPL21290,Homo sapiens,9606,NA,NA
GSE102623,GPL14602,Mus musculus,10090,NA,NA
GSE102624,GPL18061,Mus musculus,10090,NA,NA
GSE102628,GPL20148,Homo sapiens,9606,NA,NA
GSE102628,GPL23934,Homo sapiens,9606,NA,NA
GSE102629,GPL17021,Mus musculus,10090,NA,NA
GSE102630,GPL17021,Mus musculus,10090,NA,NA
GSE102639,GPL16791,Homo sapiens,9606,NA,NA
GSE102642,GPL19057,Mus musculus,10090,NA,NA
GSE102646,GPL21130,Streptococcus mutans,1309,NA,NA
GSE102651,GPL22257,Solanum tuberosum,4113,NA,NA
GSE102661,GPL20301,Homo sapiens,9606,NA,NA
GSE102662,GPL14875,Danio rerio,7955,NA,NA
GSE102664,GPL21348,Acropora digitifera,70779,NA,NA
GSE102665,GPL17021,Mus musculus,10090,NA,NA
GSE102668,GPL23911,Leishmania infantum,5671,NA,NA
GSE102672,GPL23912,Escherichia coli DH1,536056,NA,NA
GSE102676,GPL16791,Homo sapiens,9606,NA,NA
GSE102680,GPL18245,Caenorhabditis elegans,6239,NA,NA
GSE102685,GPL13112,Mus musculus,10090,NA,NA
GSE102688,GPL17021,Mus musculus,10090,NA,NA
GSE102690,GPL17021,Mus musculus,10090,NA,NA
GSE102694,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE102713,GPL17639,Arabidopsis thaliana,3702,NA,NA
GSE102718,GPL23227,Homo sapiens,9606,NA,NA
GSE102727,GPL17021,Mus musculus,10090,NA,NA
GSE102728,GPL11154,Homo sapiens,9606,NA,NA
GSE102729,GPL20301,Homo sapiens,9606,NA,NA
GSE102737,GPL15520,Homo sapiens,9606,NA,NA
GSE102738,GPL23929,Acidipropionibacterium acidipropionici,1748,NA,NA
GSE102741,GPL11154,Homo sapiens,9606,NA,NA
GSE102746,GPL16791,Homo sapiens,9606,NA,NA
GSE102757,GPL19057,Mus musculus,10090,NA,NA
GSE102762,GPL11154,Homo sapiens,9606,NA,NA
GSE102767,GPL16791,Homo sapiens,9606,NA,NA
GSE102770,GPL20301,Homo sapiens,9606,NA,NA
GSE102770,GPL22396,Rattus norvegicus,10116,NA,NA
GSE102772,GPL21493,Mus musculus,10090,NA,NA
GSE102779,GPL20301,Homo sapiens,9606,NA,NA
GSE102780,GPL20301,Homo sapiens,9606,NA,NA
GSE102788,GPL17021,Mus musculus,10090,NA,NA
GSE102789,GPL17021,Mus musculus,10090,NA,NA
GSE102792,GPL17021,Mus musculus,10090,NA,NA
GSE102793,GPL14875,Danio rerio,7955,NA,NA
GSE102794,GPL17021,Mus musculus,10090,NA,NA
GSE102796,GPL20301,Homo sapiens,9606,NA,NA
GSE102797,GPL16540,Canis lupus familiaris,9615,NA,NA
GSE102798,GPL23227,Homo sapiens,9606,NA,NA
GSE102799,GPL22710,Sinorhizobium meliloti,382,NA,NA
GSE102800,GPL22710,Sinorhizobium meliloti,382,NA,NA
GSE102806,GPL11154,Homo sapiens,9606,NA,NA
GSE102808,GPL17021,Mus musculus,10090,NA,NA
GSE102811,GPL18694,Rattus norvegicus,10116,NA,NA
GSE102812,GPL16791,Homo sapiens,9606,NA,NA
GSE102813,GPL16791,Homo sapiens,9606,NA,NA
GSE102813,GPL18573,Homo sapiens,9606,NA,NA
GSE102816,GPL18768,Mycobacterium tuberculosis,1773,NA,NA
GSE102827,GPL19057,Mus musculus,10090,NA,NA
GSE102830,GPL23096,Macaca fascicularis,9541,NA,NA
GSE102837,GPL17342,Saccharomyces cerevisiae,4932,NA,NA
GSE102840,GPL19132,Drosophila melanogaster,7227,NA,NA
GSE102842,GPL16791,Homo sapiens,9606,NA,NA
GSE102849,GPL19057,Mus musculus,10090,NA,NA
GSE102852,GPL16791,Homo sapiens,9606,NA,NA
GSE102857,GPL17021,Mus musculus,10090,NA,NA
GSE102858,GPL17021,Mus musculus,10090,NA,NA
GSE102860,GPL16791,Homo sapiens,9606,NA,NA
GSE102864,GPL16791,Homo sapiens,9606,NA,NA
GSE102865,GPL17021,Mus musculus,10090,NA,NA
GSE102870,GPL16791,Homo sapiens,9606,NA,NA
GSE102871,GPL15381,Monodelphis domestica,13616,NA,NA
GSE102872,GPL23937,Trichophyton rubrum,5551,NA,NA
GSE102873,GPL11154,Homo sapiens,9606,NA,NA
GSE102875,GPL11154,Homo sapiens,9606,NA,NA
GSE102880,GPL16791,Homo sapiens,9606,NA,NA
GSE102881,GPL16791,Homo sapiens,9606,NA,NA
GSE102890,GPL13112,Mus musculus,10090,NA,NA
GSE102893,GPL11154,Homo sapiens,9606,NA,NA
GSE102908,GPL16791,Homo sapiens,9606,NA,NA
GSE102910,GPL11154,Homo sapiens,9606,NA,NA
GSE102917,GPL13112,Mus musculus,10090,NA,NA
GSE102922,GPL21306,Drosophila melanogaster,7227,NA,NA
GSE102923,GPL16791,Homo sapiens,9606,NA,NA
GSE102934,GPL16791,Homo sapiens,9606,NA,NA
GSE102939,GPL23267,Aedes aegypti,7159,NA,NA
GSE102943,GPL18573,Homo sapiens,9606,NA,NA
GSE102946,GPL23945,Rattus norvegicus,10116,NA,NA
GSE102947,GPL21290,Homo sapiens,9606,NA,NA
GSE102950,GPL17639,Arabidopsis thaliana,3702,NA,NA
GSE102956,GPL11154,Homo sapiens,9606,NA,NA
GSE102956,GPL18573,Homo sapiens,9606,NA,NA
GSE102962,GPL19057,Mus musculus,10090,NA,NA
GSE102965,GPL21273,Mus musculus,10090,NA,NA
GSE102983,GPL20795,Homo sapiens,9606,NA,NA
GSE102987,GPL13112,Mus musculus,10090,NA,NA
GSE102990,GPL20828,Danio rerio,7955,NA,NA
GSE102992,GPL17021,Mus musculus,10090,NA,NA
GSE103000,GPL18480,Mus musculus,10090,NA,NA
GSE103004,GPL13821,Saccharomyces cerevisiae,4932,NA,NA
GSE103011,GPL10669,Rattus norvegicus,10116,NA,NA
GSE103011,GPL14844,Rattus norvegicus,10116,NA,NA
GSE103016,GPL17303,Homo sapiens,9606,NA,NA
GSE103019,GPL23948,Mycobacterium dioxanotrophicus,482462,NA,NA
GSE103020,GPL14844,Rattus norvegicus,10116,NA,NA
GSE103021,GPL16791,Homo sapiens,9606,NA,NA
GSE103029,GPL11154,Homo sapiens,9606,NA,NA
GSE103033,GPL23949,Macaca mulatta,9544,NA,NA
GSE103041,GPL19580,Arabidopsis thaliana,3702,NA,NA
GSE103042,GPL25689,Macaca mulatta,9544,NA,NA
GSE103044,GPL11154,Homo sapiens,9606,NA,NA
GSE103047,GPL11002,Mus musculus,10090,NA,NA
GSE103053,GPL13112,Mus musculus,10090,NA,NA
GSE103053,GPL15103,Mus musculus,10090,NA,NA
GSE103053,GPL17021,Mus musculus,10090,NA,NA
GSE103054,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE103057,GPL16791,Homo sapiens,9606,NA,NA
GSE103057,GPL17021,Mus musculus,10090,NA,NA
GSE103064,GPL20673,Staphylococcus aureus,1280,NA,NA
GSE103068,GPL18460,Homo sapiens,9606,NA,NA
GSE103087,GPL22800,Ambystoma mexicanum,8296,NA,NA
GSE103090,GPL14875,Danio rerio,7955,NA,NA
GSE103113,GPL17021,Mus musculus,10090,NA,NA
GSE103113,GPL23954,Toxoplasma gondii,5811,NA,NA
GSE103120,GPL14875,Danio rerio,7955,NA,NA
GSE103126,GPL17021,Mus musculus,10090,NA,NA
GSE103133,GPL17021,Mus musculus,10090,NA,NA
GSE103146,GPL23956,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,NA,NA
GSE103147,GPL11154,Homo sapiens,9606,NA,NA
GSE103152,GPL16791,Homo sapiens,9606,NA,NA
GSE103154,GPL20301,Homo sapiens,9606,NA,NA
GSE103167,GPL14844,Rattus norvegicus,10116,NA,NA
GSE103169,GPL20828,Danio rerio,7955,NA,NA
GSE103175,GPL11154,Homo sapiens,9606,NA,NA
GSE103175,GPL18573,Homo sapiens,9606,NA,NA
GSE103180,GPL13112,Mus musculus,10090,NA,NA
GSE103180,GPL17021,Mus musculus,10090,NA,NA
GSE103183,GPL17021,Mus musculus,10090,NA,NA
GSE103185,GPL19057,Mus musculus,10090,NA,NA
GSE103200,GPL19057,Mus musculus,10090,NA,NA
GSE103201,GPL18573,Homo sapiens,9606,NA,NA
GSE103202,GPL19057,Mus musculus,10090,NA,NA
GSE103207,GPL16133,Gallus gallus,9031,NA,NA
GSE103219,GPL19057,Mus musculus,10090,NA,NA
GSE103226,GPL18740,Vitis vinifera,29760,NA,NA
GSE103232,GPL16791,Homo sapiens,9606,NA,NA
GSE103240,GPL17682,Xenopus laevis,8355,NA,NA
GSE103242,GPL21290,Homo sapiens,9606,NA,NA
GSE103252,GPL11154,Homo sapiens,9606,NA,NA
GSE103252,GPL16791,Homo sapiens,9606,NA,NA
GSE103259,GPL25689,Macaca mulatta,9544,NA,NA
GSE103261,GPL17021,Mus musculus,10090,NA,NA
GSE103264,GPL17021,Mus musculus,10090,NA,NA
GSE103266,GPL18694,Rattus norvegicus,10116,NA,NA
GSE103285,GPL21656,Saccharomyces cerevisiae,4932,NA,NA
GSE103297,GPL16417,Mus musculus,10090,NA,NA
GSE103297,GPL19057,Mus musculus,10090,NA,NA
GSE103299,GPL17303,Homo sapiens,9606,NA,NA
GSE103305,GPL16791,Homo sapiens,9606,NA,NA
GSE103307,GPL16791,Homo sapiens,9606,NA,NA
GSE103308,GPL11154,Homo sapiens,9606,NA,NA
GSE103319,GPL14602,Mus musculus,10090,NA,NA
GSE103322,GPL18573,Homo sapiens,9606,NA,NA
GSE103325,GPL11154,Homo sapiens,9606,NA,NA
GSE103327,GPL11154,Homo sapiens,9606,NA,NA
GSE103329,GPL11154,Homo sapiens,9606,NA,NA
GSE103334,GPL13112,Mus musculus,10090,NA,NA
GSE103341,GPL13112,Mus musculus,10090,NA,NA
GSE103343,GPL23033,Sclerotinia sclerotiorum,5180,NA,NA
GSE103345,GPL13112,Mus musculus,10090,NA,NA
GSE103350,GPL16791,Homo sapiens,9606,NA,NA
GSE103354,GPL19057,Mus musculus,10090,NA,NA
GSE103359,GPL17021,Mus musculus,10090,NA,NA
GSE103361,GPL17639,Arabidopsis thaliana,3702,NA,NA
GSE103364,GPL23152,Streptococcus pneumoniae,1313,NA,NA
GSE103372,GPL17021,Mus musculus,10090,NA,NA
GSE103377,GPL21103,Mus musculus,10090,NA,NA
GSE103386,GPL13112,Mus musculus,10090,NA,NA
GSE103390,GPL19057,Mus musculus,10090,NA,NA
GSE103400,GPL17021,Mus musculus,10090,NA,NA
GSE103403,GPL21103,Mus musculus,10090,NA,NA
GSE103405,GPL18573,Homo sapiens,9606,NA,NA
GSE103406,GPL23977,Pseudomonas syringae pv. tomato str. DC3000,223283,NA,NA
GSE103409,GPL16791,Homo sapiens,9606,NA,NA
GSE103410,GPL16791,Homo sapiens,9606,NA,NA
GSE103415,GPL18133,Escherichia coli,562,NA,NA
GSE103420,GPL20301,Homo sapiens,9606,NA,NA
GSE103440,GPL17021,Mus musculus,10090,NA,NA
GSE103441,GPL23983,Pseudomonas syringae pv. tomato str. DC3000,223283,NA,NA
GSE103443,GPL21330,Listeria monocytogenes,1639,NA,NA
GSE103444,GPL22396,Rattus norvegicus,10116,NA,NA
GSE103447,GPL13112,Mus musculus,10090,NA,NA
GSE103449,GPL16791,Homo sapiens,9606,NA,NA
GSE103457,GPL17021,Mus musculus,10090,NA,NA
GSE103468,GPL13821,Saccharomyces cerevisiae,4932,NA,NA
GSE103477,GPL18573,Homo sapiens,9606,NA,NA
GSE103477,GPL20301,Homo sapiens,9606,NA,NA
GSE103480,GPL14553,Oryza sativa Indica Group,39946,NA,NA
GSE103482,GPL16173,Mus musculus,10090,NA,NA
GSE103488,GPL17303,Homo sapiens,9606,NA,NA
GSE103489,GPL11154,Homo sapiens,9606,NA,NA
GSE103490,GPL15008,Glycine max,3847,NA,NA
GSE103492,GPL13112,Mus musculus,10090,NA,NA
GSE103492,GPL21626,Mus musculus,10090,NA,NA
GSE103501,GPL16791,Homo sapiens,9606,NA,NA
GSE103506,GPL17021,Mus musculus,10090,NA,NA
GSE103507,GPL25691,Macaca mulatta,9544,NA,NA
GSE103510,GPL11154,Homo sapiens,9606,NA,NA
GSE103520,GPL11154,Homo sapiens,9606,NA,NA
GSE103524,GPL19057,Mus musculus,10090,NA,NA
GSE103525,GPL19057,Mus musculus,10090,NA,NA
GSE103528,GPL18573,Homo sapiens,9606,NA,NA
GSE103531,GPL16791,Homo sapiens,9606,NA,NA
GSE103537,GPL20795,Homo sapiens,9606,NA,NA
GSE103540,GPL23987,Meyerozyma caribbica,66948,NA,NA
GSE103548,GPL21103,Mus musculus,10090,NA,NA
GSE103549,GPL20301,Homo sapiens,9606,NA,NA
GSE103561,GPL20619,Cicer arietinum,3827,NA,NA
GSE103561,GPL23991,Cicer reticulatum,90898,NA,NA
GSE103564,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE103566,GPL17021,Mus musculus,10090,NA,NA
GSE103567,GPL11154,Homo sapiens,9606,NA,NA
GSE103568,GPL18460,Homo sapiens,9606,NA,NA
GSE103568,GPL18480,Mus musculus,10090,NA,NA
GSE103584,GPL16791,Homo sapiens,9606,NA,NA
GSE103593,GPL22509,Ovis aries,9940,NA,NA
GSE103596,GPL23993,Methanocella conradii,1175444,NA,NA
GSE103596,GPL23994,Pelotomaculum thermopropionicum,110500,NA,NA
GSE103596,GPL23995,Pelotomaculum thermopropionicum,110500,NA,NA
GSE103607,GPL17021,Mus musculus,10090,NA,NA
GSE103613,GPL11154,Homo sapiens,9606,NA,NA
GSE103613,GPL16791,Homo sapiens,9606,NA,NA
GSE103617,GPL19057,Mus musculus,10090,NA,NA
GSE103618,GPL13112,Mus musculus,10090,NA,NA
GSE103618,GPL19057,Mus musculus,10090,NA,NA
GSE103620,GPL23999,Pseudomonas aeruginosa PAO1,208964,NA,NA
GSE103629,GPL21493,Mus musculus,10090,NA,NA
GSE103630,GPL11154,Homo sapiens,9606,NA,NA
GSE103637,GPL16791,Homo sapiens,9606,NA,NA
GSE103643,GPL18573,Homo sapiens,9606,NA,NA
GSE103644,GPL16957,Synechococcus elongatus PCC 7942,1140,NA,NA
GSE103646,GPL20084,Rattus norvegicus,10116,NA,NA
GSE103647,GPL13112,Mus musculus,10090,NA,NA
GSE103650,GPL16791,Homo sapiens,9606,NA,NA
GSE103658,GPL21290,Homo sapiens,9606,NA,NA
GSE103660,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE103664,GPL19057,Mus musculus,10090,NA,NA
GSE103667,GPL19057,Mus musculus,10090,NA,NA
GSE103670,GPL17021,Mus musculus,10090,NA,NA
GSE103672,GPL11154,Homo sapiens,9606,NA,NA
GSE103687,GPL21290,Homo sapiens,9606,NA,NA
GSE103688,GPL21290,Homo sapiens,9606,NA,NA
GSE103692,GPL18413,Danio rerio,7955,NA,NA
GSE103706,GPL18573,Homo sapiens,9606,NA,NA
GSE103711,GPL21290,Homo sapiens,9606,NA,NA
GSE103712,GPL21493,Mus musculus,10090,NA,NA
GSE103713,GPL21493,Mus musculus,10090,NA,NA
GSE103714,GPL17021,Mus musculus,10090,NA,NA
GSE103715,GPL11154,Homo sapiens,9606,NA,NA
GSE103720,GPL23882,Camelina sativa,90675,NA,NA
GSE103722,GPL21103,Mus musculus,10090,NA,NA
GSE103725,GPL13112,Mus musculus,10090,NA,NA
GSE103729,GPL16791,Homo sapiens,9606,NA,NA
GSE103736,GPL19057,Mus musculus,10090,NA,NA
GSE103739,GPL24003,Porphyromonas gingivalis W83,242619,NA,NA
GSE103742,GPL19057,Mus musculus,10090,NA,NA
GSE103747,GPL19290,Oryza sativa,4530,NA,NA
GSE103753,GPL19057,Mus musculus,10090,NA,NA
GSE103756,GPL18573,Homo sapiens,9606,NA,NA
GSE103763,GPL20301,Homo sapiens,9606,NA,NA
GSE103764,GPL24005,Escherichia coli O157:H7 str. EDL933,155864,NA,NA
GSE103772,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE103773,GPL24006,Halomonas sp. HL48,1312269,NA,NA
GSE103773,GPL24007,Halomonas sp. HL58,1312274,NA,NA
GSE103773,GPL24010,Halomonas sp. HL48,1312269,NA,NA
GSE103776,GPL18245,Caenorhabditis elegans,6239,NA,NA
GSE103778,GPL22606,Streptococcus pneumoniae,1313,NA,NA
GSE103789,GPL21626,Mus musculus,10090,NA,NA
GSE103790,GPL11154,Homo sapiens,9606,NA,NA
GSE103811,GPL15520,Homo sapiens,9606,NA,NA
GSE103811,GPL23227,Homo sapiens,9606,NA,NA
GSE103813,GPL17021,Mus musculus,10090,NA,NA
GSE103826,GPL16791,Homo sapiens,9606,NA,NA
GSE103831,GPL11154,Homo sapiens,9606,NA,NA
GSE103840,GPL13112,Mus musculus,10090,NA,NA
GSE103844,GPL11154,Homo sapiens,9606,NA,NA
GSE103846,GPL18573,Homo sapiens,9606,NA,NA
GSE103847,GPL19057,Mus musculus,10090,NA,NA
GSE103849,GPL17021,Mus musculus,10090,NA,NA
GSE103850,GPL16791,Homo sapiens,9606,NA,NA
GSE103852,GPL24014,Homo sapiens,9606,NA,NA
GSE103863,GPL13112,Mus musculus,10090,NA,NA
GSE103864,GPL21290,Homo sapiens,9606,NA,NA
GSE103866,GPL16791,Homo sapiens,9606,NA,NA
GSE103867,GPL18573,Homo sapiens,9606,NA,NA
GSE103868,GPL20301,Homo sapiens,9606,NA,NA
GSE103870,GPL17021,Mus musculus,10090,NA,NA
GSE103876,GPL15463,Zea mays,4577,NA,NA
GSE103876,GPL19655,Ustilago maydis,5270,NA,NA
GSE103876,GPL24015,Zea mays,4577,NA,NA
GSE103878,GPL24016,Colletotrichum fructicola,690256,NA,NA
GSE103880,GPL17021,Mus musculus,10090,NA,NA
GSE103892,GPL17021,Mus musculus,10090,NA,NA
GSE103893,GPL21976,Haloferax volcanii DS2,309800,NA,NA
GSE103901,GPL17021,Mus musculus,10090,NA,NA
GSE103905,GPL11154,Homo sapiens,9606,NA,NA
GSE103913,GPL18413,Danio rerio,7955,NA,NA
GSE103914,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE103918,GPL18573,Homo sapiens,9606,NA,NA
GSE103919,GPL18573,Homo sapiens,9606,NA,NA
GSE103923,GPL17021,Mus musculus,10090,NA,NA
GSE103924,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE103924,GPL19580,Arabidopsis thaliana,3702,NA,NA
GSE103924,GPL23157,Arabidopsis thaliana,3702,NA,NA
GSE103928,GPL16791,Homo sapiens,9606,NA,NA
GSE103930,GPL20301,Homo sapiens,9606,NA,NA
GSE103932,GPL20983,Sus scrofa,9823,NA,NA
GSE103933,GPL23479,Mus musculus,10090,NA,NA
GSE103934,GPL18573,Homo sapiens,9606,NA,NA
GSE103938,GPL16791,Homo sapiens,9606,NA,NA
