suppdata_id,Filter,human,nnet,Type,classifier
GSE104590_DEGs_DualRNASeq_ATH-VDA.xlsx-sheet- (ATH&VDA) vs VDA (sortUP) ,raw,NA,anti-conservative,anti-conservative,nnet
GSE104604_EIF5A_RNA-seq_genes.xls.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE104604_EIF5A_RNA-seq_genes.xls.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE104607_Fold_change_Data_and_other_analysis_File.xlsx.gz-sheet-all,raw,conservative,conservative,conservative,human
GSE105064_Treat_vs_control_diff.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE105064_Treat_vs_control_diff.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE105068_deseq_WT_versus_KO_lung_all_genes.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE105068_deseq_WT_versus_KO_lung_all_genes.txt.gz,raw,uniform,anti-conservative,uniform,human
GSE105128_result.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE105128_result.txt.gz,raw,spiky,anti-conservative,spiky,human
GSE105788_WBvsNW_AP_isoform.txt.gz,raw,conservative,conservative,conservative,human
GSE105789_F4-80negvsCD301bMphage_isoform.txt.gz,raw,conservative,conservative,conservative,human
GSE106150_data3_fc2_raw.p.xlsx-sheet-kegg_genes,raw,bimodal,bimodal,bimodal,human
GSE106259_gene_exp.txt.gz,raw,conservative,conservative,conservative,human
GSE106365_S2.L7vsControl.Differential_analysis_results.txt.gz,raw,conservative,conservative,conservative,human
GSE106371_SupplementalTableS1_counts.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE106371_SupplementalTableS1_counts.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE106378_shNTvsshP2_Transcripts_DE_results.tsv.gz,raw,spiky,spiky,spiky,human
GSE106440_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE106445_gene_exp.diff.xlsx,raw,conservative,conservative,conservative,human
GSE106467_Isl-4R_vs_Isl-m1-Treg.gene_exp.csv.gz,raw,conservative,conservative,conservative,human
GSE106467_Isl-4R_vs_Spl-4R.gene_exp.csv.gz,raw,conservative,conservative,conservative,human
GSE106467_Isl-m1-Treg_vs_Spl-mR.gene_exp.csv.gz,raw,conservative,conservative,conservative,human
GSE106467_Spl-4R_vs_Spl-mR.gene_exp.csv.gz,raw,conservative,conservative,conservative,human
GSE106488_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE106545_U251_WT_VS_AXLKO_FPKM.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE106568_WT_vs_ibm1.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE106605_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE106652_Eye_JunctionSeq_allGenesResults.csv.gz,basemean,uniform,uniform,uniform,human
GSE106652_Eye_JunctionSeq_allGenesResults.csv.gz,raw,uniform,uniform,uniform,human
GSE106688_cuffdiff_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE106693_Control_v_zfp-1-1RNAi.xlsx,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE106693_Control_v_zfp-1-1RNAi.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE106709_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE106768_htl1d-YPGR_v_htl1d-YPD_gene_differential_expression_testing.txt.gz,raw,conservative,conservative,conservative,human
GSE106768_WT_v_htl1d_gene_differential_expression_testing.txt.gz,raw,conservative,conservative,conservative,human
GSE106768_WT_v_npl6d_gene_differential_expression_testing.txt.gz,raw,conservative,conservative,conservative,human
GSE106768_WT_v_rsc1d_gene_differential_expression_testing.txt.gz,raw,conservative,conservative,conservative,human
GSE106768_WT_v_rsc2d_gene_differential_expression_testing.txt.gz,raw,conservative,conservative,conservative,human
GSE106768_WT_v_rtt102d_gene_differential_expression_testing.txt.gz,raw,conservative,conservative,conservative,human
GSE106768_WT-YPD_v_htl1d-YPD_gene_differential_expression_testing.txt.gz,raw,conservative,conservative,conservative,human
GSE106768_WT-YPGR_v_htl1d-YPGR_gene_differential_expression_testing.txt.gz,raw,conservative,conservative,conservative,human
GSE106768_WT-YPGR_v_WT-YPD_gene_differential_expression_testing.txt.gz,raw,conservative,conservative,conservative,human
GSE106845_cds_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE106860_processed_data.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE106985_Table_s1.xls.gz-sheet-D5.5MUT_D5.5WT.anno,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE106985_Table_s1.xls.gz-sheet-D7.5MUT_D5.5MUT.anno,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE106985_Table_s1.xls.gz-sheet-D7.5MUT_D7.5WT.anno,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE106985_Table_s1.xls.gz-sheet-D7.5WT_D5.5WT.anno,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE107052_processed_statistics_etc.txt.gz-set-0,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE107052_processed_statistics_etc.txt.gz-set-1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE107133_20141113_Rodriguez_Maize_MACE.txt.gz-set-0,raw,conservative,conservative,conservative,human
GSE107133_20141113_Rodriguez_Maize_MACE.txt.gz-set-1,raw,bimodal,bimodal,bimodal,human
GSE107199_polyIC_vs._WT_ctrl_all.xlsx.gz-set-0,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE107199_polyIC_vs._WT_ctrl_all.xlsx.gz-set-1,raw,conservative,conservative,conservative,human
GSE107207_res.genes.hampshire.c-d.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE107207_res.genes.hampshire.c-d.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE107207_res.genes.pietrain.a-b.csv.gz,basemean,uniform,uniform,uniform,human
GSE107207_res.genes.pietrain.a-b.csv.gz,raw,uniform,uniform,uniform,human
GSE107389_NTC.xlsx,basemean,other,other,other,human
GSE107389_NTC.xlsx,raw,conservative,conservative,conservative,human
GSE107391_RNAseq_gene_differential_expression_testing.tabular.txt.gz,raw,conservative,conservative,conservative,human
GSE107391_RNAseq_transcript_differential_expression_testing.tabular.txt.gz,raw,conservative,conservative,conservative,human
GSE107419_DEG_N_vs_ESC_DEseq.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE107419_DEG_P_vs_N_DEseq.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE107419_DEG_Prl_vs_N_DEseq.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE107419_DEG_Prl_vs_P_DEseq.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE107434_RNASeq-mice-CTX-6week_cuffdiff_KOvsWT_genes.txt.gz,raw,conservative,conservative,conservative,human
GSE107434_RNASeq-mice-CTX-6week_cuffdiff_KOvsWT_isoforms.txt.gz,raw,conservative,conservative,conservative,human
GSE107498_Supplementary_FIle_1_Sleuth_results.xlsx.gz-sheet-Sleuth Results,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE107529_gene_expression_level.xlsx-sheet-rasv12 vs rasv12EP3037,raw,conservative,conservative,conservative,human
GSE107529_gene_expression_level.xlsx-sheet-rasv12wrnai vs rasv12EP3037,raw,conservative,conservative,conservative,human
GSE107529_gene_expression_level.xlsx-sheet-sevgal4 vs rasv12ep3037,raw,conservative,conservative,conservative,human
GSE107529_gene_expression_level.xlsx-sheet-sevgal4 vs sevgal4rasv12,raw,conservative,conservative,conservative,human
GSE107529_gene_expression_level.xlsx-sheet-sevgal4 vs sevgal4rasv12wrnai,raw,conservative,conservative,conservative,human
GSE107529_gene_expression_level.xlsx-sheet-sevgal4rasv12 vs rasv12wrnai,raw,conservative,conservative,conservative,human
GSE107529_gene_expression_level.xlsx-sheet-Sheet1,raw,conservative,conservative,conservative,human
GSE107555_HL60_deseq_norm_countFeatures.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE107555_HL60_deseq_norm_countFeatures.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE107564_control.vs.shIMP_75_treated.txt.gz,raw,conservative,conservative,conservative,human
GSE107564_control.vs.shIMP_77_treated.txt.gz,raw,conservative,conservative,conservative,human
GSE107578_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE107661_D4117_WT_GYM.txt.gz,raw,other,other,other,human
GSE107671_abundance.xlsx-set-0,raw,bimodal,bimodal,bimodal,human
GSE107671_abundance.xlsx-set-1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE107762_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE107849_Farr_Monroe_2017_Processed_Data.xlsx,raw,bimodal,bimodal,bimodal,human
GSE108005_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE108018_WTKO_Saci_1107_DEseq2.csv.gz,basemean,other,other,other,human
GSE108018_WTKO_Saci_1107_DEseq2.csv.gz,raw,other,other,other,human
GSE108094_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE108106_DE_results_starved_vs_fed.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108106_DE_results_starved_vs_fed.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE108157_huHrt_ICM.v.NICM_diffexp.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE108161_deseq2_results.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108161_deseq2_results.txt.gz,raw,spiky,spiky,spiky,human
GSE108308_Process.RNASeq.DE.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE108347_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE108392_Henna_RNA_results_annotated_shPPFIA1_vs_shScr.xlsx,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108392_Henna_RNA_results_annotated_shPPFIA1_vs_shScr.xlsx,raw,spiky,anti-conservative,spiky,human
GSE108418_tagged_EZH2_overexpression_vs_overexpressing_cells.DESeq2_Results.xlsx,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108418_tagged_EZH2_overexpression_vs_overexpressing_cells.DESeq2_Results.xlsx,raw,other,other,other,human
GSE108418_tagged_EZH2_T372A_overexpression_vs_overexpressing_cells.DESeq2_Results.xlsx,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108418_tagged_EZH2_T372A_overexpression_vs_overexpressing_cells.DESeq2_Results.xlsx,raw,other,other,other,human
GSE108418_tagged_EZH2_T372A_overexpression_vs_tagged_EZH2_overexpression.DESeq2_Results.xlsx,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108418_tagged_EZH2_T372A_overexpression_vs_tagged_EZH2_overexpression.DESeq2_Results.xlsx,raw,other,other,other,human
GSE108418_tagged_EZH2_T372E_overexpression_vs_overexpressing_cells.DESeq2_Results.xlsx,basemean,other,other,other,human
GSE108418_tagged_EZH2_T372E_overexpression_vs_overexpressing_cells.DESeq2_Results.xlsx,raw,conservative,other,conservative,human
GSE108418_tagged_EZH2_T372E_overexpression_vs_tagged_EZH2_overexpression.DESeq2_Results.xlsx,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108418_tagged_EZH2_T372E_overexpression_vs_tagged_EZH2_overexpression.DESeq2_Results.xlsx,raw,other,other,other,human
GSE108418_tagged_EZH2_T372E_overexpression_vs_tagged_EZH2_T372A_overexpression.DESeq2_Results.xlsx,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108418_tagged_EZH2_T372E_overexpression_vs_tagged_EZH2_T372A_overexpression.DESeq2_Results.xlsx,raw,conservative,other,conservative,human
GSE108435_gut_vs_liver.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108435_gut_vs_liver.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE108438_BPTFKO_vs_WT_result_filtered_list.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108438_BPTFKO_vs_WT_result_filtered_list.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE108451_metaseqr_colvip75ffdare_wt_sfs.txt.gz,raw,conservative,conservative,conservative,human
GSE108451_metaseqr_colvip75ffdare_wt_vics.txt.gz,raw,conservative,conservative,conservative,human
GSE108451_metaseqr_dare_wt_sfs.txt.gz,raw,conservative,conservative,conservative,human
GSE108451_metaseqr_dare_wt_vics.txt.gz,raw,conservative,conservative,conservative,human
GSE108471_Germline_RNAseq.xlsx-sheet-diff_exp,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108471_Germline_RNAseq.xlsx-sheet-diff_exp,raw,bimodal,bimodal,bimodal,human
GSE108472_Soma_RNAseq.xlsx-sheet-diff_exp,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108472_Soma_RNAseq.xlsx-sheet-diff_exp,raw,spiky,anti-conservative,spiky,human
GSE108662_KD_vs_NT_cuffdiff_gene_exp.txt.gz,raw,conservative,conservative,conservative,human
GSE108676_Human_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE108676_Monkey_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE108678_PIPELINE_2_ALL_DATA.xlsx,raw,conservative,conservative,conservative,human
GSE108732_DEseq2-F.xlsx-sheet-DEseq2 output,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108732_DEseq2-F.xlsx-sheet-DEseq2 output,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE108732_DEseq2-NF.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108732_DEseq2-NF.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE108749_DMSO-vs-129_results.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108749_DMSO-vs-129_results.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE108794_ESC_Differentiation_RNA-Seq.xlsx-sheet-noDox vs DOX,raw,bimodal,bimodal,bimodal,human
GSE108794_ESC_Differentiation_RNA-Seq.xlsx-sheet-noDox vs E14,raw,bimodal,bimodal,bimodal,human
GSE108794_ESC_Differentiation_RNA-Seq.xlsx-sheet-noDox vs NLS,raw,conservative,conservative,conservative,human
GSE108798_CNOT1_CNOT7_shRNA.xlsx-sheet-noTarget vs CNOT1,raw,conservative,conservative,conservative,human
GSE108798_CNOT1_CNOT7_shRNA.xlsx-sheet-noTarget vs CNOT7,raw,conservative,conservative,conservative,human
GSE108800_Chr_dox_noDox_gene_exp.xlsx,raw,conservative,conservative,conservative,human
GSE108836_gene_expSC_DC.txt.gz,raw,conservative,conservative,conservative,human
GSE108836_gene_expSS_DS.txt.gz,raw,conservative,conservative,conservative,human
GSE108836_gene_expSS_SC.txt.gz,raw,conservative,conservative,conservative,human
GSE108844_4comparisons_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE108896_Supplementary_Table_3.xlsx-sheet-deseq2_CAIAvsSAL,basemean,uniform,uniform,uniform,human
GSE108896_Supplementary_Table_3.xlsx-sheet-deseq2_CAIAvsSAL,raw,spiky,uniform,spiky,human
GSE108896_Supplementary_Table_3.xlsx-sheet-deseq2_malevsfemale,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108896_Supplementary_Table_3.xlsx-sheet-deseq2_malevsfemale,raw,other,other,other,human
GSE108898_deseq2_analysis_cml39_vs_wt.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE108898_deseq2_analysis_cml39_vs_wt.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE109006_AM_Gore_Oct2016_RNAseq.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE109006_AM_Gore_Oct2016_RNAseq.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE109065_Root_Cuffdiff_result.txt.gz,raw,conservative,conservative,conservative,human
GSE109065_Shoot_Cuffdiff_result.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE109111_CuffDiff_DGE_genes.txt.gz,raw,conservative,conservative,conservative,human
GSE109111_NTC_KD_DESeq_analysis_Result_Table.txt.gz,basemean,uniform,uniform,uniform,human
GSE109111_NTC_KD_DESeq_analysis_Result_Table.txt.gz,raw,conservative,conservative,conservative,human
GSE109111_WT_KD_DESeq_analysis_Result_Table.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE109111_WT_KD_DESeq_analysis_Result_Table.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE109111_WT_NTC_DESeq_analysis_Result_Table.txt.gz,basemean,other,other,other,human
GSE109111_WT_NTC_DESeq_analysis_Result_Table.txt.gz,raw,conservative,conservative,conservative,human
GSE109152_All.HFD_v_ND.2_counts.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE109177_Ctrl_Untr_vs_Ctrl_PR20-ExpDiff_k562_.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE109177_Ctrl_Untr_vs_Ctrl_PR20-ExpDiff_k562_.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE109177_SafePR50_vs_TMX2PR50-ExpDiff_neurons_.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE109177_SafePR50_vs_TMX2PR50-ExpDiff_neurons_.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE109185_E3_F5_DESeq2.csv.gz,basemean,other,other,other,human
GSE109185_E3_F5_DESeq2.csv.gz,raw,other,other,other,human
GSE109279_DESeq2.DiffExp_WT_SIRT3KO_MEFs.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE109279_DESeq2.DiffExp_WT_SIRT3KO_MEFs.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE109322_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE109443_CRTC3-Bko-SVF_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE109461_expression_data.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE109461_expression_data.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE109472_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE109510_Differential_Normalized_Counts.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE109510_Differential_Normalized_Counts.txt.gz,raw,spiky,spiky,spiky,human
GSE109522_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE109540_RNAseq.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE109540_RNAseq.csv.gz,raw,spiky,anti-conservative,spiky,human
GSE109582_cuffdiff_101817_gene_exp.csv.gz,raw,bimodal,bimodal,bimodal,human
GSE109582_DESeq_results.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE109582_DESeq_results.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE109615_gene_description.txt.gz-set-0,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE109615_gene_description.txt.gz-set-1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE109615_gene_description.txt.gz-set-2,raw,bimodal,bimodal,bimodal,human
GSE109615_gene_description.txt.gz-set-3,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE109753_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
