Accession,suppdata_id,instrument_model
GSE75832,GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P14_P2_gene_exp_down,Illumina HiSeq 2000
GSE75832,GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P14_P7_gene_exp_up,Illumina HiSeq 2000
GSE75832,GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P14_P7_gene_exp_down,Illumina HiSeq 2000
GSE75832,GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P7_P2_gene_exp_up,Illumina HiSeq 2000
GSE75832,GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P7_P2_gene_exp_down,Illumina HiSeq 2000
GSE53470,GSE53470_gene_exp_P251_PJD_3rep_combined.diff.gz,Illumina HiSeq 2000
GSE58115,GSE58115_4858DM98-3_VS_4858C6_differential_all.txt.gz,Illumina HiSeq 2000
GSE36695,GSE36695_H1SFM_hfSFM.txt.gz,Illumina Genome Analyzer II
GSE35178,GSE35178_gene_exp.diff.gz,Illumina Genome Analyzer IIx
GSE108798,GSE108798_CNOT1_CNOT7_shRNA.xlsx-sheet-noTarget vs CNOT1,Illumina HiSeq 3000
GSE108798,GSE108798_CNOT1_CNOT7_shRNA.xlsx-sheet-noTarget vs CNOT7,Illumina HiSeq 3000
GSE116462,GSE116462_Lncenc1_KD_deseq_table.txt.gz,Illumina HiSeq 2000
GSE107564,GSE107564_control.vs.shIMP_75_treated.txt.gz,Illumina HiSeq 2000
GSE93614,GSE93614_Air_Eth_Results.txt.gz,Illumina NextSeq 500
GSE98045,GSE98045_genes_differential_exp.txt.gz,Illumina HiSeq 2000
GSE102793,GSE102793_deseq2_genes.tsv.gz,Illumina HiSeq 2000
GSE103405,GSE103405_Table_S1.xlsx,Illumina NextSeq 500
GSE100092,GSE100092_cds_exp.diff.gz,Illumina HiSeq 2000
GSE101868,GSE101868_Human_Macrophages_Epithelium.txt.gz,Illumina HiSeq 2500
GSE87890,GSE87890_vglut2_csv.csv.gz,Illumina HiSeq 2500
GSE94011,GSE94011_18M_PIAS3v18M_WT-F005_FC1.5_FPKM2.txt.gz,Illumina HiSeq 2500
GSE88700,GSE88700_gene_exp.diff.gz,Illumina HiSeq 2000
GSE69205,GSE69205_gene_exp.txt.gz,Illumina HiSeq 2000
GSE84296,GSE84296_human_diff_exp_total.xls.gz,Illumina Genome Analyzer IIx
GSE87240,GSE87240_gene_expnorliver.diff.gz,Illumina HiSeq 2000
GSE68736,GSE68736_gene_exp.diff.gz,Illumina HiSeq 2000
GSE83137,GSE83137_H2_vs_Lanact_pval.csv.gz,Illumina HiSeq 2000
GSE77398,GSE77398_mal_all6_cuffdiff_genes.xls.gz,Illumina HiSeq 2500
GSE72172,GSE72172_S2_vs_SIN3_187.txt.gz,Illumina HiSeq 2500
GSE71185,GSE71185_CHD8_Knockdown_RNASeq_Cuffdiff_PolyA.txt.gz,Illumina HiSeq 2000
GSE75832,GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P2_1_P2_3_gene_exp_up,Illumina HiSeq 2000
GSE75832,GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P2_1_P2_3_gene_exp_down,Illumina HiSeq 2000
GSE75832,GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P7_1_P7_2_gene_exp_up,Illumina HiSeq 2000
GSE75832,GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P7_1_P7_2_gene_exp_down,Illumina HiSeq 2000
GSE75832,GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P14_2_P14_3_gene_exp_up,Illumina HiSeq 2000
GSE75832,GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P14_2_P14_3_gene_exp_down,Illumina HiSeq 2000
GSE73893,GSE73893_Results_DEXseq.txt.gz,Illumina HiSeq 2500
GSE54286,GSE54286_Lys_sup_pelle_rs_mvhip_Exp.txt.gz,Illumina Genome Analyzer II
GSE36695,GSE36695_H9KSR_H9SFM.txt.gz,Illumina Genome Analyzer II
GSE35178,GSE35178_isoform_exp.diff.gz,Illumina Genome Analyzer IIx
GSE34329,GSE34329_processed_RNAseq_N_way_cuffdiff_combined_replicates_NIvIvPAvPS1145.diff.gz,Illumina Genome Analyzer IIx
GSE116610,GSE116610_gene_expression_level.xlsx-sheet-wt vs hsrw66,Illumina HiSeq 2500
GSE116610,GSE116610_gene_expression_level.xlsx-sheet-wt vs hsp90 hsrw66,Illumina HiSeq 2500
GSE116610,GSE116610_gene_expression_level.xlsx-sheet-hsrw66 vs hsp90 hsrw66,Illumina HiSeq 2500
GSE116610,GSE116610_gene_expression_level.xlsx-sheet-wt vs hsp90,Illumina HiSeq 2500
GSE116610,GSE116610_gene_expression_level.xlsx-sheet-hsrw66 vs hsp90,Illumina HiSeq 2500
GSE116610,GSE116610_gene_expression_level.xlsx-sheet-hsp90 hsrw66 vs hsp90,Illumina HiSeq 2500
GSE109844,GSE109844_CD4low_vs_murine_N_CD4_diff.xls.gz,HiSeq X Ten
GSE109844,GSE109844_CD4low_vs_murine_N_CD4_diff.xls.gz,HiSeq X Ten
GSE74554,GSE74554_Diff_All_genes_A30_C30.csv.gz,Illumina HiSeq 1000
GSE116458,GSE116458_nESCs_EpiLSCs_desep_table.txt.gz,Illumina HiSeq 2000
GSE112936,GSE112936_Galaxy33-_OG1RF_R6_R7_D983_R4_R5_transcript_differential_expression_testing_.txt.gz,Illumina HiSeq 2500
GSE107564,GSE107564_control.vs.shIMP_77_treated.txt.gz,Illumina HiSeq 2000
GSE108898,GSE108898_deseq2_analysis_cml39_vs_wt.txt.gz,Illumina HiSeq 2500
GSE113683,GSE113683_DESeq2_res_Ax35_10x_vs._WT.csv.gz,Illumina HiSeq 2500
GSE108662,GSE108662_KD_vs_NT_cuffdiff_gene_exp.txt.gz,Illumina HiSeq 2500
GSE109472,GSE109472_gene_exp.diff.gz,Illumina HiSeq 2500
GSE100092,GSE100092_gene_exp.diff.gz,Illumina HiSeq 2000
GSE99209,GSE99209_clones_A549_gene_exp.diff.gz,Illumina HiSeq 2000
GSE92620,GSE92620_J2EvsKLF3_RNA-seq.csv.gz,Ion Torrent Proton
GSE87890,GSE87890_vglut3_csv.csv.gz,Illumina HiSeq 2500
GSE94011,GSE94011_P21_PIAS3vP21_WT-F005_FC1.5_FPKM2.txt.gz,Illumina HiSeq 2500
GSE87240,GSE87240_gene_expsk.diff.gz,Illumina HiSeq 2000
GSE77398,GSE77398_ribo_cuffdiff_genes.xls.gz,Illumina HiSeq 2500
GSE71185,GSE71185_NSD3_Knockdown_RNASeq_Cuffdiff_NSR.txt.gz,Illumina HiSeq 2000
GSE67029,GSE67029_cuffdiff_mh_h8.txt.gz,Illumina HiSeq 2000
GSE68813,GSE68813_Woolnough2015_CuffDiff_RNA-seq.xlsx-sheet-rep1 CuffDiff Mock vs AGO2-KD,Illumina Genome Analyzer IIx
GSE68813,GSE68813_Woolnough2015_CuffDiff_RNA-seq.xlsx-sheet-rep2 CuffDiff Mock vs AGO2-KD,Illumina Genome Analyzer IIx
GSE56052,GSE56052_gene_exp.diff.gz,Illumina HiSeq 2500
GSE60441,GSE60441_gene_exp.diff.gz,Illumina HiSeq 2000
GSE36695,GSE36695_H9KSR_hfSFM.txt.gz,Illumina Genome Analyzer II
GSE34274,GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz,Illumina HiSeq 2000
GSE116230,GSE116230_Smad4ff_vs_Smad4iECKO.deseq.res.csv.gz,Illumina NextSeq 500
GSE112936,GSE112936_Galaxy73-_OG1RF_vs_D983_BHI_transcript_differential_expression_testing_.txt.gz,Illumina HiSeq 2500
GSE109111,GSE109111_NTC_KD_DESeq_analysis_Result_Table.txt.gz,Illumina HiSeq 2500
GSE107199,GSE107199_polyIC_vs._WT_ctrl_all.xlsx.gz,Illumina NextSeq 500
GSE113683,GSE113683_DESeq2_res_Ax35_30x_vs._WT.csv.gz,Illumina HiSeq 2500
GSE109279,GSE109279_DESeq2.DiffExp_WT_SIRT3KO_MEFs.txt.gz,Illumina NextSeq 500
GSE100092,GSE100092_isoform_exp.diff.gz,Illumina HiSeq 2000
GSE106467,GSE106467_Isl-4R_vs_Spl-4R.gene_exp.csv.gz,Illumina NextSeq 500
GSE99209,GSE99209_clones_gene_exp.diff.gz,Illumina HiSeq 2000
GSE101596,GSE101596_S14203_genesdiff_wo5.xlsx,Illumina HiSeq 2500
GSE98232,GSE98232_transcripts_differential_wtDFL-invDFL.txt.gz,Illumina HiSeq 2500
GSE92345,GSE92345_H9_I_pqvalues.poisson.txt.gz,Illumina HiSeq 2500
GSE74886,GSE74886_processedFPKMS.xlsx,Illumina HiSeq 2000
GSE84145,GSE84145_E12.5RET_WT_NULL.txt.gz,Illumina HiSeq 2000
GSE87240,GSE87240_hep_gene_exphep.diff.gz,Illumina HiSeq 2000
GSE76453,GSE76453_cuffdiff_E2.diff.gz,Illumina HiSeq 2000
GSE80135,GSE80135_Lipo_siProx_SC_results.csv.gz,Ion Torrent Proton
GSE75247,GSE75247_processed_data.txt.gz,Illumina NextSeq 500
GSE77862,GSE77862_nhay_-_Alb-Cre.xlsx,Illumina HiSeq 2000
GSE71185,GSE71185_NSD3_Knockdown_RNASeq_Cuffdiff_PolyA.txt.gz,Illumina HiSeq 2000
GSE73376,GSE73376_full_list_edgeR_annotated_DGCR8.txt.gz,Illumina HiSeq 2500
GSE53599,GSE53599_D5-1322_vs_RLuc-713_24hrs.txt.gz,Illumina HiSeq 2000
GSE36695,GSE36695_H9SFM_hfSFM.txt.gz,Illumina Genome Analyzer II
GSE123277,GSE123277_Control_vs_Deferasirox_Treated.diff.gz,Illumina HiSeq 2500
GSE122095,GSE122095_N-VS-W.DEGseq_Method.GeneDiffExp.txt.gz,Illumina HiSeq 2000
GSE108794,GSE108794_ESC_Differentiation_RNA-Seq.xlsx-sheet-noDox vs DOX,Illumina HiSeq 3000
GSE108794,GSE108794_ESC_Differentiation_RNA-Seq.xlsx-sheet-noDox vs E14,Illumina HiSeq 3000
GSE108794,GSE108794_ESC_Differentiation_RNA-Seq.xlsx-sheet-noDox vs NLS,Illumina HiSeq 3000
GSE109111,GSE109111_WT_KD_DESeq_analysis_Result_Table.txt.gz,Illumina HiSeq 2500
GSE108451,GSE108451_metaseqr_colvip75ffdare_wt_sfs.txt.gz,Ion Torrent Proton
GSE100908,GSE100908_Gene_expression_HP_vs_LP.xlsx,Illumina HiSeq 2000
GSE100908,GSE100908_Gene_expression_HP_vs_LP.xlsx,Illumina HiSeq 2500
GSE100092,GSE100092_promoters.diff.gz,Illumina HiSeq 2000
GSE104560,GSE104560_Emerin_null_differentiation_day_2_to_3_transition.diff.gz,Illumina HiScanSQ
GSE92345,GSE92345_H9_P_pqvalues.poisson.txt.gz,Illumina HiSeq 2500
GSE83887,GSE83887_gene_exp_Hyl-2_vs_Hyl-2-G.diff.gz,Illumina HiSeq 2000
GSE76453,GSE76453_cuffdiff_siCtl.diff.gz,Illumina HiSeq 2000
GSE80135,GSE80135_Lipo_siProx_sig_results.csv.gz,Ion Torrent Proton
GSE63161,GSE63161_diff-Gene-list.txt.gz,Illumina HiSeq 2000
GSE63161,GSE63161_diff-Gene-list.txt.gz,Illumina HiSeq 2500
GSE73376,GSE73376_full_list_edgeR_annotated_RRP6.txt.gz,Illumina HiSeq 2500
GSE67646,GSE67646_DESeq_1.10.1.txt.gz,Illumina HiSeq 2500
GSE56169,GSE56169_normalized_RNASeq_Ctrl_vs_E2a.txt.gz,Illumina HiSeq 2000
GSE53599,GSE53599_D5-1322_vs_RLuc-713_48hrs.txt.gz,Illumina HiSeq 2000
GSE116476,GSE116476_gene_expression_level.xlsx-sheet-sevgal4uasgfp vs sevgal4wrnai,Illumina HiSeq 2500
GSE116476,GSE116476_gene_expression_level.xlsx-sheet-sevgal4EP3037 vs sevgal4GFP,Illumina HiSeq 2500
GSE123681,GSE123681_shTDG_gene_expression_table.xls.gz-sheet-shTDG_All_Genes,Illumina HiSeq 2500
GSE123681,GSE123681_shTDG_gene_expression_table.xls.gz-sheet-shTDG_downregulated_genes,Illumina HiSeq 2500
GSE123681,GSE123681_shTDG_gene_expression_table.xls.gz-sheet-shTDG_upregulated_genes,Illumina HiSeq 2500
GSE109111,GSE109111_WT_NTC_DESeq_analysis_Result_Table.txt.gz,Illumina HiSeq 2500
GSE113333,GSE113333_Typhi_gene_exp.diff.gz,Illumina HiSeq 2500
GSE108451,GSE108451_metaseqr_colvip75ffdare_wt_vics.txt.gz,Ion Torrent Proton
GSE111538,GSE111538_Adipo_Yes_vs_Adipo_No.DESeq2_Results.xlsx.gz,Illumina NextSeq 500
GSE111221,GSE111221_BBCdiffGE.txt.gz,Illumina HiSeq 2000
GSE100908,GSE100908_Gene_expression_SHP_vs_SLP.xlsx,Illumina HiSeq 2000
GSE100908,GSE100908_Gene_expression_SHP_vs_SLP.xlsx,Illumina HiSeq 2500
GSE108438,GSE108438_BPTFKO_vs_WT_result_filtered_list.csv.gz,Illumina HiSeq 2000
GSE108438,GSE108438_BPTFKO_vs_WT_result_filtered_list.csv.gz,Illumina HiSeq 2500
GSE100092,GSE100092_splicing.diff.gz,Illumina HiSeq 2000
GSE104560,GSE104560_Emerin_null_differentiaton_day_0_to_1_transition.diff.gz,Illumina HiScanSQ
GSE95056,GSE95056_Cortex_cds_exp_diff.txt.gz,Illumina NextSeq 500
GSE92345,GSE92345_HEK_I_pqvalues.poisson.txt.gz,Illumina HiSeq 2500
GSE83887,GSE83887_gene_exp_N2_vs_Hyl-2.diff.gz,Illumina HiSeq 2000
GSE76453,GSE76453_cuffdiff_siZNF143.diff.gz,Illumina HiSeq 2000
GSE80135,GSE80135_siNeg_Lipo_results.csv.gz,Ion Torrent Proton
GSE77793,GSE77793_gene_exp_diff_fc_hepatocytes_DMSO_GL_TamerSallam_122012.txt.gz,Illumina HiSeq 2000
GSE75147,GSE75147_regulated.phf5a_kd_402.down.G166.list.txt.gz,Illumina HiSeq 2000
GSE54846,GSE54846_130529.DESeq.120813.combined-htseq-Luc123-m1_123.HGNC.protein_coding.rsgt20.txt.gz,Illumina HiSeq 2500
GSE53599,GSE53599_D5-2086_vs_RLuc-713_24hrs.txt.gz,Illumina HiSeq 2000
GSE118371,GSE118371_gene_exp_ColxCol_endosperm_ColxCvi_endosperm.txt.gz,Illumina HiSeq 2500
GSE108676,GSE108676_Human_gene_exp.diff.gz,Ion Torrent Proton
GSE108676,GSE108676_Human_gene_exp.diff.gz,Ion Torrent Proton
GSE108451,GSE108451_metaseqr_dare_wt_sfs.txt.gz,Ion Torrent Proton
GSE100092,GSE100092_tss_group_exp.diff.gz,Illumina HiSeq 2000
GSE106467,GSE106467_Isl-m1-Treg_vs_Spl-mR.gene_exp.csv.gz,Illumina NextSeq 500
GSE104560,GSE104560_Emerin_null_differentiaton_day_1_to_2_transition.diff.gz,Illumina HiScanSQ
GSE97792,GSE97792_W5_panW5.txt.gz,Illumina HiSeq 2500
GSE95056,GSE95056_Hippo_cds_exp_diff.txt.gz,Illumina NextSeq 500
GSE90921,GSE90921_deseq_res.txt.gz,Illumina HiSeq 4000
GSE92989,GSE92989_Drought_2_days.txt.gz,Illumina HiSeq 2000
GSE92345,GSE92345_HEK_P_pqvalues.poisson.txt.gz,Illumina HiSeq 2500
GSE83887,GSE83887_gene_exp_N2_vs_N2G.diff.gz,Illumina HiSeq 2000
GSE76453,GSE76453_cuffdiff_veh.diff.gz,Illumina HiSeq 2000
GSE80135,GSE80135_siNeg_siProx_SC_results.csv.gz,Ion Torrent Proton
GSE64080,GSE64080_miR-93_CuffDiff.xls.gz-sheet-diffExpResults,Illumina HiSeq 2000
GSE78194,GSE78194_Table_s1.xls.gz-sheet-M arr VS con,Illumina HiSeq 2500
GSE78194,GSE78194_Table_s1.xls.gz-sheet-M tra VS arr,Illumina HiSeq 2500
GSE78194,GSE78194_Table_s1.xls.gz-sheet-M tra VS con,Illumina HiSeq 2500
GSE78194,GSE78194_Table_s1.xls.gz-sheet-EC arr VS con,Illumina HiSeq 2500
GSE78194,GSE78194_Table_s1.xls.gz-sheet-EC tra VS arr,Illumina HiSeq 2500
GSE78194,GSE78194_Table_s1.xls.gz-sheet-EC tra VS con,Illumina HiSeq 2500
GSE73077,GSE73077_fpkm_gene_exp.diff.gz,Illumina HiSeq 2000
GSE63889,GSE63889_Diff_0U_120U_gene_exp.diff.gz,Illumina HiSeq 2000
GSE53599,GSE53599_D5-2086_vs_RLuc-713_48hrs.txt.gz,Illumina HiSeq 2000
GSE118371,GSE118371_gene_exp_ColxCol_hdg3Col.txt.gz,Illumina HiSeq 2500
GSE108676,GSE108676_Monkey_gene_exp.diff.gz,Ion Torrent Proton
GSE108676,GSE108676_Monkey_gene_exp.diff.gz,Ion Torrent Proton
GSE116587,GSE116587_Littleetal_RNASEQ.xlsx,Illumina NextSeq 500
GSE108451,GSE108451_metaseqr_dare_wt_vics.txt.gz,Ion Torrent Proton
GSE103400,GSE103400_HNC3-_vs_+.txt.gz,Illumina HiSeq 2500
GSE96555,GSE96555_DESeq.ctrl48hVstatsf148h-orig-FDR1.1.txt.gz,Illumina HiSeq 2000
GSE111305,GSE111305_SGI_vs_Control.DESeq2_Results.xlsx-sheet-SGI_vs_Control.DESeq2_Results,Illumina NextSeq 500
GSE104560,GSE104560_Emerin_null_differentiaton_day_3_to_4_transition.diff.gz,Illumina HiScanSQ
GSE81069,GSE81069_1vs2_DESeq_func_added.csv.gz,Illumina HiSeq 2000
GSE92989,GSE92989_Drought_3_days.txt.gz,Illumina HiSeq 2000
GSE95181,GSE95181_HNS_counts_and_DGE.txt.gz,Illumina HiSeq 2000
GSE81055,GSE81055_gene_exp.diff.gz,Illumina HiSeq 2500
GSE80135,GSE80135_siNeg_siProx_sig_results.csv.gz,Ion Torrent Proton
GSE79822,GSE79822_Deseq_totalRNA.txt.gz,Illumina HiSeq 2000
GSE75147,GSE75147_regulated.phf5a_kd_402.up.G166.list.txt.gz,Illumina HiSeq 2000
GSE63889,GSE63889_Diff_120U_120C_gene_exp.diff.gz,Illumina HiSeq 2000
GSE53653,GSE53653_st10.5_Foxh1_MO_gene_exp_diff.txt.gz,Illumina Genome Analyzer IIx
GSE33265,GSE33265_gene_exp.diff.gz,Illumina Genome Analyzer II
GSE115554,GSE115554_RNAseq_Genediff_pilot.xlsx,Illumina NextSeq 500
GSE114363,GSE114363_gene_exp.diff.txt.gz,Illumina NextSeq 500
GSE114917,GSE114917_High_vs_Low_LP4_removed_all_genes.tsv.gz,Illumina MiSeq
GSE96555,GSE96555_DESeq.ctrl72hVstatsf172h-orig-FDR1.1.txt.gz,Illumina HiSeq 2000
GSE103531,GSE103531_summary_lad1.csv.gz,Illumina HiSeq 2500
GSE104415,GSE104415_processed.csv.gz,Illumina NextSeq 500
GSE106545,GSE106545_U251_WT_VS_AXLKO_FPKM.xlsx,Illumina HiSeq 2000
GSE104560,GSE104560_Emerin_null_proliferation_to_day_0_differentiation_transition.diff.gz,Illumina HiScanSQ
GSE92651,GSE92651_DMS114_Control_DMS114_Resistant_3uM_BGJ_differential_gene_exp.diff.gz,Illumina HiSeq 2000
GSE86203,GSE86203_Rps26_dependent_recognition-DESeq.xlsx.gz-sheet-DESeq,Illumina NextSeq 500
GSE101664,GSE101664_Darz2r_gene_exp.diff.gz,Illumina HiSeq 2000
GSE101664,GSE101664_Darz2r_gene_exp.diff.gz,Illumina HiSeq 2000
GSE101664,GSE101664_Darz2r_gene_exp.diff.gz,Illumina HiSeq 2000
GSE81069,GSE81069_1vs3_DESeq_func_added.csv.gz,Illumina HiSeq 2000
GSE98875,GSE98875_Diff.summary.xlsx-sheet-all_genes,Illumina HiSeq 2500
GSE81055,GSE81055_gene_exp.diff_bias.txt.gz,Illumina HiSeq 2500
GSE77229,GSE77229_gene_exp.diff.gz,Illumina HiSeq 2000
GSE89773,GSE89773_combined_expression_table.txt.gz,Illumina HiSeq 2500
GSE86837,GSE86837_gene_exp.diff.gz,Illumina HiSeq 2500
GSE81114,GSE81114_gene_exp.diff.gz,Illumina HiSeq 2500
GSE71159,GSE71159_E3KO_vs_EfCtrl_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE79822,GSE79822_cuffdiffs_mRNA.txt.gz,Illumina HiSeq 2000
GSE75731,GSE75731_ckvsd119a_gene_exp_diff.txt.gz,Illumina HiSeq 2500
GSE75147,GSE75147_regulated.phf5a_kd_861.down.0827.list.txt.gz,Illumina HiSeq 2000
GSE64185,GSE64185_gene_exp.diff.gz,Illumina HiSeq 2500
GSE53653,GSE53653_st10.5_SB431542_gene_exp_diff.txt.gz,Illumina Genome Analyzer IIx
GSE52551,GSE52551_delta_Rv3263_expr.txt.gz,Illumina Genome Analyzer IIx
GSE33265,GSE33265_isoform_exp.diff.gz,Illumina Genome Analyzer II
GSE115554,GSE115554_RNAseq_Isoformsdiff_pilot.xlsx,Illumina NextSeq 500
GSE117032,GSE117032_H33BKI_WT_ESC_vs_NPC_gene_exp_diff.txt.gz,Illumina HiSeq 2000
GSE106467,GSE106467_Spl-4R_vs_Spl-mR.gene_exp.csv.gz,Illumina NextSeq 500
GSE104290,GSE104290_gene_exp.diff.gz,Illumina HiSeq 2000
GSE104560,GSE104560_Emerin_null_proliferation_vs_day_1_differentiation.diff.gz,Illumina HiScanSQ
GSE96549,GSE96549_DESeq.L3NbVsL3NbBarcIR-orig-FDR1.1.txt.gz,Illumina HiSeq 2500
GSE92651,GSE92651_RT112_Control_RT112_Resistant_5uM_BGJ_CDT_differential_gene_exp.diff.gz,Illumina HiSeq 2000
GSE86203,GSE86203_Rps3TAP_comparison-DESeq.xlsx.gz-sheet-R3vElu_DiffExp,Illumina NextSeq 500
GSE86203,GSE86203_Rps3TAP_comparison-DESeq.xlsx.gz-sheet-R3vFT_DiffExp,Illumina NextSeq 500
GSE97345,GSE97345_Cassette_AARap_diffexp.txt.gz,Illumina HiSeq 2000
GSE81069,GSE81069_4vs5_DESeq_func_added.csv.gz,Illumina HiSeq 2000
GSE71159,GSE71159_ECtrl_vs_E3KO_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE74381,GSE74381_gene_exp_control2vsZeb2cKO2diff.xlsx,Illumina HiSeq 2000
GSE80068,GSE80068_col_dms3_gene_exp.diff.gz,Illumina HiSeq 2000
GSE79758,GSE79758_gene_exp.diff.gz,Illumina HiSeq 2500
GSE75731,GSE75731_ckvsdrug_gene_exp_diff.txt.gz,Illumina HiSeq 2500
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+EGFP_compared_to_siNT+EGFP.txt.gz,Illumina HiSeq 2000
GSE75147,GSE75147_regulated.phf5a_kd_861.down.G166.list.txt.gz,Illumina HiSeq 2000
GSE72390,GSE72390_DiffExpr_Location_7-12_vs_1-6_Oncorhynchus_keta_de_novo.xlsx,Illumina HiSeq 2500
GSE60756,GSE60756_Richards_092013_B6_vs_Cast_DESeq_Stats-NormSignal_Annotated.txt.gz,AB 5500xl Genetic Analyzer
GSE63794,GSE63794_gene_exp.diff.gz,Illumina HiSeq 2500
GSE52284,GSE52284_gene_exp.diff.gz,Illumina Genome Analyzer IIx
GSE44402,GSE44402_QW_Table_S2-AS_targets_of_PQBP1_identified_from_RNA-seq.xlsx.gz,Illumina HiSeq 2000
GSE117032,GSE117032_H33BKI_WT_NPC_vs_FIDC4_NPC_gene_exp_diff.txt.gz,Illumina HiSeq 2000
GSE107555,GSE107555_HL60_deseq_norm_countFeatures.txt.gz,Illumina HiSeq 1500
GSE101480,GSE101480_Group370_vs_GroupCtrl.all.gene.result.txt.gz,Illumina HiSeq 1000
GSE90925,GSE90925_gene_exp.diff.gz,Illumina NextSeq 500
GSE104560,GSE104560_Emerin_null_proliferation_vs_day_2_differentiation.diff.gz,Illumina HiScanSQ
GSE96549,GSE96549_DESeq.dsBarcGDVsdsmCherry-orig-FDR1.1.txt.gz,Illumina HiSeq 2500
GSE101664,GSE101664_Dmel2r_gene_exp.diff.gz,Illumina HiSeq 2000
GSE101664,GSE101664_Dmel2r_gene_exp.diff.gz,Illumina HiSeq 2000
GSE101664,GSE101664_Dmel2r_gene_exp.diff.gz,Illumina HiSeq 2000
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_12_P-T_11_12_C,Illumina NextSeq 500
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_19_1_P-T_11_19_1_C,Illumina NextSeq 500
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_72_P-T_72_C,Illumina NextSeq 500
GSE92246,GSE92246_gene_exp.diff.gz,Illumina MiSeq
GSE71159,GSE71159_ECtrl_vs_EfCtrl_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE77351,GSE77351_Farshchian.txt.gz,Illumina HiSeq 1000
GSE80068,GSE80068_col_h2h9_gene_exp.diff.gz,Illumina HiSeq 2000
GSE79416,GSE79416_new-lncRNA_transcript_output.xls.gz,Illumina HiSeq 2500
GSE75731,GSE75731_ckvsv149a_gene_exp_diff.txt.gz,Illumina HiSeq 2500
GSE76627,GSE76627_CNBP-cuffdif.xlsx.gz,Illumina HiSeq 2500
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+Flag-Rbfox1_C_compared_to_siRbfox1_3+EGFP.txt.gz,Illumina HiSeq 2000
GSE75147,GSE75147_regulated.phf5a_kd_861.up.0827.list.txt.gz,Illumina HiSeq 2000
GSE72105,GSE72105_Differential_Gene_Expression_Summary_D0.txt.gz,Illumina HiSeq 2000
GSE65408,GSE65408_processed_data_file.csv.gz,Illumina HiSeq 2000
GSE40548,GSE40548_gene_exp.diff.gz,Illumina HiSeq 2000
GSE38414,GSE38414_Maize_Silks_mRNA-Seq_gene_exp.diff.gz,Illumina Genome Analyzer II
GSE113716,GSE113716_DESeq2_results_t05_vs_t0.txt.gz,Illumina HiSeq 1500
GSE117032,GSE117032_H33BKI_WT_NPC_vs_FIDD8_NPC_gene_exp_diff.txt.gz,Illumina HiSeq 2000
GSE110073,GSE110073_DESeq_Trub_CO_vs_CBS.csv.gz,Illumina Genome Analyzer IIx
GSE104049,GSE104049_DESeq2.GMC3hvsNB3h.xlsx,Illumina HiSeq 2500
GSE99211,GSE99211_AnZwijsen_Solid-20180116-diffexpr-results-Group_KO.SetA_vs_Ctrl.csv.gz,AB SOLiD 4 System
GSE103999,GSE103999_mStromal_WTvHet_gene_exp.diff.gz,Illumina MiSeq
GSE100075,GSE100075_cuffdiff_MCF7_gene_exp.txt.gz,Illumina NextSeq 500
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_DESeq_significant,Illumina HiSeq 2000
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_DESeq_significant,Illumina HiSeq 2000
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_DESeq_significant,Illumina HiSeq 2000
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_DESeq_significant,Illumina HiSeq 2000
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_stau_deseq_ALL,Illumina HiSeq 2000
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_stau_deseq_ALL,Illumina HiSeq 2000
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_upf_deseq_ALL,Illumina HiSeq 2000
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-c2c12_upf_deseq_ALL,Illumina HiSeq 2000
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_stau_deseq_ALL,Illumina HiSeq 2000
