Accession,suppdata_id,PubMedIds,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO
GSE115349,GSE115349_PD30_v_PD31.batch3.novel.gene_exp.diff.txt.gz,29996101,2018 Jul 10,NA,Cell Rep,Domeier PPChodisetti SBSchell SLKawasawa YIFasnacht MJSoni CRahman ZSM,Rahman ZSM,B-Cell-Intrinsic Type 1 Interferon Signaling Is Crucial for Loss of Tolerance and the Development of Autoreactive B Cells.,24,2,406-418,English,101573691,NA,2211-1247,Journal Article,PubMed - in process,ppublish,29996101S2211-1247(18)30956-210.1016/j.celrep.2018.06.046PMC6089613NIHMS15009422999610129996101pmc-id: PMC6089613;manuscript-id: NIHMS1500942;,10.1016/j.celrep.2018.06.046,2017/11/22 00:002018/04/09 00:002018/06/11 00:002018/07/12 06:002018/07/12 06:002018/07/12 06:00,NA,1,4,Cell reports,doi: 10.1016/j.celrep.2018.06.046,2018 Jul 10;24(2):406-418
GSE104286,GSE104286_Gene_differential_expression.xlsx,30041471,2018 Jul 23,2018 Jul 23,Int J Mol Sci,Zeng HZhang XZhang XPi EXiao LZhu Y,Zhu Y,Early Transcriptomic Response to Phosphate Deprivation in Soybean Leaves as Revealed by RNA-Sequencing.,19,7,NA,English,101092791,NA,1422-0067,Journal Article,PubMed - indexed for MEDLINE,epublish,30041471ijms1907214510.3390/ijms19072145PMC60739393004147130041471pmc-id: PMC6073939;,10.3390/ijms19072145,2018/06/29 00:002018/07/17 00:002018/07/17 00:002018/07/26 06:002018/07/26 06:002018/10/26 06:00,NA,1,0,International journal of molecular sciences,pii: E2145. doi: 10.3390/ijms19072145,2018 Jul 23;19(7)
GSE113716,GSE113716_DESeq2_results_t05_vs_t0.txt.gz,30687244,2018,2019 Jan 10,Front Microbiol,Bischof LFHaurat MFHoffmann LAlbersmeier AWolf JNeu APham TKAlbaum SPJakobi TSchouten SNeumann-Schaal MWright PCKalinowski JSiebers BAlbers SV,Albers SV,Early Response of <i>Sulfolobus acidocaldarius</i> to Nutrient Limitation.,9,NA,3201,English,101548977,NA,1664-302X,Journal Article,PubMed,NA,3068724410.3389/fmicb.2018.03201PMC63359493068724430687244pmc-id: PMC6335949;,10.3389/fmicb.2018.03201,2018/10/08 00:002018/12/10 00:002019/01/29 06:002019/01/29 06:002019/01/29 06:01,NA,1,1,Frontiers in microbiology,doi: 10.3389/fmicb.2018.03201,2018;9:3201
GSE113716,GSE113716_DESeq2_results_t15_vs_t0.txt.gz,30687244,2018,2019 Jan 10,Front Microbiol,Bischof LFHaurat MFHoffmann LAlbersmeier AWolf JNeu APham TKAlbaum SPJakobi TSchouten SNeumann-Schaal MWright PCKalinowski JSiebers BAlbers SV,Albers SV,Early Response of <i>Sulfolobus acidocaldarius</i> to Nutrient Limitation.,9,NA,3201,English,101548977,NA,1664-302X,Journal Article,PubMed,NA,3068724410.3389/fmicb.2018.03201PMC63359493068724430687244pmc-id: PMC6335949;,10.3389/fmicb.2018.03201,2018/10/08 00:002018/12/10 00:002019/01/29 06:002019/01/29 06:002019/01/29 06:01,NA,1,1,Frontiers in microbiology,doi: 10.3389/fmicb.2018.03201,2018;9:3201
GSE113716,GSE113716_DESeq2_results_t1_vs_t0.txt.gz,30687244,2018,2019 Jan 10,Front Microbiol,Bischof LFHaurat MFHoffmann LAlbersmeier AWolf JNeu APham TKAlbaum SPJakobi TSchouten SNeumann-Schaal MWright PCKalinowski JSiebers BAlbers SV,Albers SV,Early Response of <i>Sulfolobus acidocaldarius</i> to Nutrient Limitation.,9,NA,3201,English,101548977,NA,1664-302X,Journal Article,PubMed,NA,3068724410.3389/fmicb.2018.03201PMC63359493068724430687244pmc-id: PMC6335949;,10.3389/fmicb.2018.03201,2018/10/08 00:002018/12/10 00:002019/01/29 06:002019/01/29 06:002019/01/29 06:01,NA,1,1,Frontiers in microbiology,doi: 10.3389/fmicb.2018.03201,2018;9:3201
GSE113716,GSE113716_DESeq2_results_t2_vs_t0.txt.gz,30687244,2018,2019 Jan 10,Front Microbiol,Bischof LFHaurat MFHoffmann LAlbersmeier AWolf JNeu APham TKAlbaum SPJakobi TSchouten SNeumann-Schaal MWright PCKalinowski JSiebers BAlbers SV,Albers SV,Early Response of <i>Sulfolobus acidocaldarius</i> to Nutrient Limitation.,9,NA,3201,English,101548977,NA,1664-302X,Journal Article,PubMed,NA,3068724410.3389/fmicb.2018.03201PMC63359493068724430687244pmc-id: PMC6335949;,10.3389/fmicb.2018.03201,2018/10/08 00:002018/12/10 00:002019/01/29 06:002019/01/29 06:002019/01/29 06:01,NA,1,1,Frontiers in microbiology,doi: 10.3389/fmicb.2018.03201,2018;9:3201
GSE113716,GSE113716_DESeq2_results_t4_vs_t0.txt.gz,30687244,2018,2019 Jan 10,Front Microbiol,Bischof LFHaurat MFHoffmann LAlbersmeier AWolf JNeu APham TKAlbaum SPJakobi TSchouten SNeumann-Schaal MWright PCKalinowski JSiebers BAlbers SV,Albers SV,Early Response of <i>Sulfolobus acidocaldarius</i> to Nutrient Limitation.,9,NA,3201,English,101548977,NA,1664-302X,Journal Article,PubMed,NA,3068724410.3389/fmicb.2018.03201PMC63359493068724430687244pmc-id: PMC6335949;,10.3389/fmicb.2018.03201,2018/10/08 00:002018/12/10 00:002019/01/29 06:002019/01/29 06:002019/01/29 06:01,NA,1,1,Frontiers in microbiology,doi: 10.3389/fmicb.2018.03201,2018;9:3201
GSE97738,GSE97738_hypothalamic_DEG.xls.gz-sheet-origin,29524228,2018 Aug,2018 Jun 28,J Neurochem,Gao KPi YMu CLPeng YHuang ZZhu WY,Zhu WY,Antibiotics-induced modulation of large intestinal microbiota altered aromatic amino acid profile and expression of neurotransmitters in the hypothalamus of piglets.,146,3,219-234,English,2985190R,0022-3042,1471-4159,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2952422810.1111/jnc.143332952422829524228,10.1111/jnc.14333,2017/12/24 00:002018/02/08 00:002018/02/26 00:002018/03/11 06:002019/06/27 06:002018/03/11 06:00,NA,1,4,Journal of neurochemistry,doi: 10.1111/jnc.14333,2018 Aug;146(3):219-234
GSE105068,GSE105068_deseq_WT_versus_KO_lung_all_genes.txt.gz,30404006,2018 Nov 6,NA,Cell Rep,Elling RRobinson EKShapleigh BLiapis SCCovarrubias SKatzman SGroff AFJiang ZAgarwal SMotwani MChan JSharma SHennessy EJFitzGerald GAMcManus MTRinn JLFitzgerald KACarpenter S,Carpenter S,Genetic Models Reveal cis and trans Immune-Regulatory Activities for lincRNA-Cox2.,25,6,1511-1524.e6,English,101573691,NA,2211-1247,Journal Article,PubMed - in process,ppublish,30404006S2211-1247(18)31603-610.1016/j.celrep.2018.10.027PMC6291222NIHMS15121443040400630404006pmc-id: PMC6291222;manuscript-id: NIHMS1512144;,10.1016/j.celrep.2018.10.027,2017/10/19 00:002018/09/04 00:002018/10/03 00:002018/11/08 06:002018/11/08 06:002018/11/08 06:00,NA,1,5,Cell reports,doi: 10.1016/j.celrep.2018.10.027,2018 Nov 6;25(6):1511-1524.e6
GSE116230,GSE116230_Smad4ff_vs_Smad4iECKO.deseq.res.csv.gz,30744395,2019 Apr 23,NA,Circulation,Crist AMZhou XGarai JLee ARThoele JUllmer CKlein CZabaleta JMeadows SM,Meadows SM,Angiopoietin-2 Inhibition Rescues Arteriovenous Malformation in a Smad4 Hereditary Hemorrhagic Telangiectasia Mouse Model.,139,17,2049-2063,English,0147763,0009-7322,1524-4539,Journal Article,PubMed - in process,ppublish,3074439510.1161/CIRCULATIONAHA.118.036952PMC6478529NIHMS15228043074439530744395pmc-id: PMC6478529;manuscript-id: NIHMS1522804;embargo-date: 2020/04/23;,10.1161/CIRCULATIONAHA.118.036952,2020/04/23 00:002019/02/13 06:002019/02/13 06:002019/02/13 06:00,NA,1,0,Circulation,doi: 10.1161/CIRCULATIONAHA.118.036952,2019 Apr 23;139(17):2049-2063
GSE122139,GSE122139_DEseq_SW001_SW002_DEG_list.csv.gz,30559436,2018 Dec 17,2018 Dec 17,Nat Commun,Menolfi DJiang WLee BJMoiseeva TShao ZEstes VFrattini MGBakkenist CJZha S,Zha S,Kinase-dead ATR differs from ATR loss by limiting the dynamic exchange of ATR and RPA.,9,1,5351,English,101528555,NA,2041-1723,Journal Article,PubMed - indexed for MEDLINE,epublish,3055943610.1038/s41467-018-07798-310.1038/s41467-018-07798-3PMC62972353055943630559436pmc-id: PMC6297235;,10.1038/s41467-018-07798-3,2018/05/14 00:002018/11/27 00:002018/12/19 06:002018/12/19 06:002019/01/23 06:00,NA,1,2,Nature communications,doi: 10.1038/s41467-018-07798-3,2018 Dec 17;9(1):5351
GSE109065,GSE109065_Shoot_Cuffdiff_result.txt.gz,30760212,2019 Feb 13,2019 Feb 13,BMC Plant Biol,Khadka VSVaughn KXie JSwaminathan PMa QCramer GRFennell AY,Fennell AY,Transcriptomic response is more sensitive to water deficit in shoots than roots of Vitis riparia (Michx.).,19,1,72,English,100967807,NA,1471-2229,Journal Article,PubMed - indexed for MEDLINE,epublish,3076021210.1186/s12870-019-1664-710.1186/s12870-019-1664-7PMC63752093076021230760212pmc-id: PMC6375209;,10.1186/s12870-019-1664-7,2018/02/15 00:002019/01/28 00:002019/02/15 06:002019/02/15 06:002019/02/26 06:00,NA,1,0,BMC plant biology,doi: 10.1186/s12870-019-1664-7,2019 Feb 13;19(1):72
GSE109065,GSE109065_Root_Cuffdiff_result.txt.gz,30760212,2019 Feb 13,2019 Feb 13,BMC Plant Biol,Khadka VSVaughn KXie JSwaminathan PMa QCramer GRFennell AY,Fennell AY,Transcriptomic response is more sensitive to water deficit in shoots than roots of Vitis riparia (Michx.).,19,1,72,English,100967807,NA,1471-2229,Journal Article,PubMed - indexed for MEDLINE,epublish,3076021210.1186/s12870-019-1664-710.1186/s12870-019-1664-7PMC63752093076021230760212pmc-id: PMC6375209;,10.1186/s12870-019-1664-7,2018/02/15 00:002019/01/28 00:002019/02/15 06:002019/02/15 06:002019/02/26 06:00,NA,1,0,BMC plant biology,doi: 10.1186/s12870-019-1664-7,2019 Feb 13;19(1):72
GSE103415,GSE103415_DESeq2_genes_diffexp_by_fc_wildtype_vs_knockout.xls.gz,30644424,2019 Jan 15,2019 Jan 15,Sci Rep,Berndt VBeckstette MVolk MDersch PBrönstrup M,Brönstrup M,Metabolome and transcriptome-wide effects of the carbon storage regulator A in enteropathogenic Escherichia coli.,9,1,138,English,101563288,NA,2045-2322,Journal Article,PubMed - in process,epublish,3064442410.1038/s41598-018-36932-w10.1038/s41598-018-36932-wPMC63337743064442430644424pmc-id: PMC6333774;,10.1038/s41598-018-36932-w,2018/05/22 00:002018/11/28 00:002019/01/16 06:002019/01/16 06:002019/01/16 06:00,NA,1,0,Scientific reports,doi: 10.1038/s41598-018-36932-w,2019 Jan 15;9(1):138
GSE115845,GSE115845_gene_exp.diff.gz,30548162,2019 Jul,2018 Dec 21,Pigment Cell Melanoma Res,Hejna MMoon WMCheng JKawakami AFisher DESong JS,Song JS,Local genomic features predict the distinct and overlapping binding patterns of the bHLH-Zip family oncoproteins MITF and MYC-MAX.,32,4,500-509,English,101318927,1755-1471,1755-148X,Journal Article,PubMed - in process,ppublish+epublish,3054816210.1111/pcmr.12762PMC6555698NIHMS10012263054816230548162pmc-id: PMC6555698;manuscript-id: NIHMS1001226;embargo-date: 2020/07/01;,10.1111/pcmr.12762,2018/08/12 00:002018/11/21 00:002018/11/29 00:002020/07/01 00:002018/12/15 06:002018/12/15 06:002018/12/15 06:00,NA,1,2,Pigment cell & melanoma research,doi: 10.1111/pcmr.12762,2019 Jul;32(4):500-509
GSE111189,GSE111189_diff-Deseq2-R-Oil-vs-85-Oil.txt.gz,29967535,2018 Jul 2,2018 Jul 2,Sci Rep,Ramani MKumar RHalloran BLal CVAmbalavanan NMcMahon LL,McMahon LL,Supraphysiological Levels of Oxygen Exposure During the Neonatal Period Impairs Signaling Pathways Required for Learning and Memory.,8,1,9914,English,101563288,NA,2045-2322,Journal Article,PubMed - in process,epublish,2996753510.1038/s41598-018-28220-410.1038/s41598-018-28220-4PMC60283932996753529967535pmc-id: PMC6028393;,10.1038/s41598-018-28220-4,2018/01/15 00:002018/06/04 00:002018/07/04 06:002018/07/04 06:002018/07/04 06:00,NA,1,0,Scientific reports,doi: 10.1038/s41598-018-28220-4,2018 Jul 2;8(1):9914
GSE86950,GSE86950_cuffdiff_WGS7_ATCC55737.xlsx,30123322,2018,2018 Aug 13,Biotechnol Biofuels,Luna-Flores CHStowers CCCox BMNielsen LKMarcellin E,Marcellin E,Linking genotype and phenotype in an economically viable propionic acid biosynthesis process.,11,NA,224,English,101316935,NA,1754-6834,Journal Article,PubMed,NA,3012332210.1186/s13068-018-1222-91222PMC60906473012332230123322pmc-id: PMC6090647;,10.1186/s13068-018-1222-9,2017/04/05 00:002018/08/03 00:002018/08/21 06:002018/08/21 06:002018/08/21 06:01,NA,1,0,Biotechnology for biofuels,doi: 10.1186/s13068-018-1222-9,2018;11:224
GSE123459,GSE123459_WTCvsWTV.xlsx,30575749,2018 Dec 21,2018 Dec 21,Nat Commun,Gibbs DJTedds HMLabandera AMBailey MWhite MDHartman SSprigg CMogg SLOsborne RDambire CBoeckx TPaling ZVoesenek LACJFlashman EHoldsworth MJ,Holdsworth MJ,Oxygen-dependent proteolysis regulates the stability of angiosperm polycomb repressive complex 2 subunit VERNALIZATION 2.,9,1,5438,English,101528555,NA,2041-1723,Journal Article,PubMed - indexed for MEDLINE,epublish,3057574910.1038/s41467-018-07875-710.1038/s41467-018-07875-7PMC63033743057574930575749pmc-id: PMC6303374;,10.1038/s41467-018-07875-7,2018/06/11 00:002018/12/04 00:002018/12/22 06:002018/12/24 06:002019/02/23 06:00,NA,1,1,Nature communications,doi: 10.1038/s41467-018-07875-7,2018 Dec 21;9(1):5438
GSE123403,GSE123403_CDK0005_PAO1_results_all.csv.gz,30420483,2019 Feb,2019 Jan 29,Antimicrob Agents Chemother,Ranjitkar SJones AKMostafavi MZwirko ZIartchouk OBarnes SWWalker JRWillis TWLee PSDean CR,Dean CR,Target (MexB)- and Efflux-Based Mechanisms Decreasing the Effectiveness of the Efflux Pump Inhibitor D13-9001 in <i>Pseudomonas aeruginosa</i> PAO1: Uncovering a New Role for MexMN-OprM in Efflux of β-Lactams and a Novel Regulatory Circuit (MmnRS) Controlling MexMN Expression.,63,2,NA,English,0315061,0066-4804,1098-6596,Journal Article,PubMed - in process,epublish+ppublish,30420483AAC.01718-1810.1128/AAC.01718-18PMC63556103042048330420483pmc-id: PMC6355610;,10.1128/AAC.01718-18,2018/08/14 00:002018/10/29 00:002018/11/14 06:002018/11/14 06:002018/11/14 06:00,NA,1,1,Antimicrobial agents and chemotherapy,pii: e01718-18. doi: 10.1128/AAC.01718-18,2019 Feb;63(2)
GSE123400,GSE123400_Vg6_differentially_expression.csv.gz,31216482,2019 Jun 18,NA,Cell Rep,Tan LSandrock IOdak IAizenbud YWilharm ABarros-Martins JTabib YBorchers AAmado TGangoda LHerold MJSchmidt-Supprian MKisielow JSilva-Santos BKoenecke CHovav AHKrebs CPrinz IRavens S,Ravens S,Single-Cell Transcriptomics Identifies the Adaptation of Scart1<sup>+</sup> Vγ6<sup>+</sup> T Cells to Skin Residency as Activated Effector Cells.,27,12,3657-3671.e4,English,101573691,NA,2211-1247,Journal Article,PubMed - in process,ppublish,31216482S2211-1247(19)30693-X10.1016/j.celrep.2019.05.0643121648231216482,10.1016/j.celrep.2019.05.064,2018/12/14 00:002019/03/22 00:002019/05/17 00:002019/06/20 06:002019/06/20 06:002019/06/20 06:00,NA,1,0,Cell reports,doi: 10.1016/j.celrep.2019.05.064,2019 Jun 18;27(12):3657-3671.e4
GSE118994,GSE118994_DESeq2_delta-espL_vs_wt.csv.gz,30571761,2018 Dec,2018 Dec 20,PLoS Pathog,Sala COdermatt NTSoler-Arnedo PGülen MFvon Schultz SBenjak ACole ST,Cole ST,"EspL is essential for virulence and stabilizes EspE, EspF and EspH levels in Mycobacterium tuberculosis.",14,12,e1007491,English,101238921,1553-7366,1553-7374,Journal Article,PubMed - indexed for MEDLINE,NA,3057176110.1371/journal.ppat.1007491PPATHOGENS-D-18-01717PMC63197473057176130571761pmc-id: PMC6319747;,10.1371/journal.ppat.1007491,2018/08/31 00:002018/11/28 00:002019/01/04 00:002018/12/21 06:002019/02/14 06:002018/12/21 06:00,NA,1,1,PLoS pathogens,doi: 10.1371/journal.ppat.1007491,2018 Dec;14(12):e1007491
GSE123277,GSE123277_Control_vs_Deferasirox_Treated.diff.gz,30718249,2019 Apr,2019 Mar 27,Antimicrob Agents Chemother,Puri SKumar RRojas IGSalvatori OEdgerton M,Edgerton M,Iron Chelator Deferasirox Reduces <i>Candida albicans</i> Invasion of Oral Epithelial Cells and Infection Levels in Murine Oropharyngeal Candidiasis.,63,4,NA,English,0315061,0066-4804,1098-6596,Journal Article,PubMed - in process,epublish+ppublish,30718249AAC.02152-1810.1128/AAC.02152-18PMC64374923071824930718249pmc-id: PMC6437492;embargo-date: 2019/09/27;,10.1128/AAC.02152-18,2018/10/10 00:002019/01/25 00:002019/09/27 00:002019/02/06 06:002019/02/06 06:002019/02/06 06:00,NA,1,0,Antimicrobial agents and chemotherapy,pii: e02152-18. doi: 10.1128/AAC.02152-18,2019 Apr;63(4)
GSE118108,GSE118108_4groups_gene_exp.diff.gz,30500340,2019 Apr,2018 Nov 27,Dev Comp Immunol,Mann SSipka ASGrenier JK,Grenier JK,The degree of postpartum metabolic challenge in dairy cows is associated with peripheral blood mononuclear cell transcriptome changes of the innate immune system.,93,NA,28-36,English,7708205,0145-305X,1879-0089,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,30500340S0145-305X(18)30405-110.1016/j.dci.2018.11.0213050034030500340,10.1016/j.dci.2018.11.021,2018/08/04 00:002018/11/26 00:002018/11/26 00:002018/12/01 06:002019/05/17 06:002018/12/01 06:00,NA,1,0,Developmental and comparative immunology,doi: 10.1016/j.dci.2018.11.021,2019 Apr;93:28-36
GSE118108,GSE118108_PreVPost_gene_exp.diff.gz,30500340,2019 Apr,2018 Nov 27,Dev Comp Immunol,Mann SSipka ASGrenier JK,Grenier JK,The degree of postpartum metabolic challenge in dairy cows is associated with peripheral blood mononuclear cell transcriptome changes of the innate immune system.,93,NA,28-36,English,7708205,0145-305X,1879-0089,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,30500340S0145-305X(18)30405-110.1016/j.dci.2018.11.0213050034030500340,10.1016/j.dci.2018.11.021,2018/08/04 00:002018/11/26 00:002018/11/26 00:002018/12/01 06:002019/05/17 06:002018/12/01 06:00,NA,1,0,Developmental and comparative immunology,doi: 10.1016/j.dci.2018.11.021,2019 Apr;93:28-36
GSE111911,GSE111911_gene_exp.diff.gz,30643147,2019 Jan 14,2019 Jan 14,Nat Commun,Ray AKhalil MIPulakanti KLBurns RTGurski CJBasu SWang DRao SDittel BN,Dittel BN,Mature IgD<sup>low/-</sup> B cells maintain tolerance by promoting regulatory T cell homeostasis.,10,1,190,English,101528555,NA,2041-1723,Journal Article,PubMed - indexed for MEDLINE,epublish,3064314710.1038/s41467-018-08122-910.1038/s41467-018-08122-9PMC63315663064314730643147pmc-id: PMC6331566;,10.1038/s41467-018-08122-9,2018/03/20 00:002018/12/19 00:002019/01/16 06:002019/01/16 06:002019/02/20 06:00,NA,1,0,Nature communications,doi: 10.1038/s41467-018-08122-9,2019 Jan 14;10(1):190
GSE109461,GSE109461_expression_data.txt.gz,30833632,2019 Mar 4,2019 Mar 4,Sci Rep,Lauritano CDe Luca DAmoroso MBenfatto SMaestri SRacioppi CEsposito FIanora A,Ianora A,New molecular insights on the response of the green alga Tetraselmis suecica to nitrogen starvation.,9,1,3336,English,101563288,NA,2045-2322,Journal Article,PubMed - in process,epublish,3083363210.1038/s41598-019-39860-510.1038/s41598-019-39860-5PMC63992423083363230833632pmc-id: PMC6399242;,10.1038/s41598-019-39860-5,2018/08/06 00:002019/02/01 00:002019/03/06 06:002019/03/06 06:002019/03/06 06:00,NA,1,1,Scientific reports,doi: 10.1038/s41598-019-39860-5,2019 Mar 4;9(1):3336
GSE119273,GSE119273_LR73_AC_results.txt.gz,30464343,2018 Nov,2018 Nov 21,Nature,Morioka SPerry JSARaymond MHMedina CBZhu YZhao LSerbulea VOnengut-Gumuscu SLeitinger NKucenas SRathmell JCMakowski LRavichandran KS,Ravichandran KS,Efferocytosis induces a novel SLC program to promote glucose uptake and lactate release.,563,7733,714-718,English,0410462,0028-0836,1476-4687,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,3046434310.1038/s41586-018-0735-510.1038/s41586-018-0735-5PMC6331005NIHMS15080643046434330464343pmc-id: PMC6331005;manuscript-id: NIHMS1508064;,10.1038/s41586-018-0735-5,2017/11/28 00:002018/09/25 00:002018/11/23 06:002019/06/06 06:002018/11/23 06:00,NA,1,5,Nature,doi: 10.1038/s41586-018-0735-5,2018 Nov;563(7733):714-718
GSE123017,GSE123017_IMCD3_gene_exp_diff.csv.gz,31023719,2019 Jun,2019 Apr 25,EMBO Rep,Odabasi EGul SKavakli IHFirat-Karalar EN,Firat-Karalar EN,Centriolar satellites are required for efficient ciliogenesis and ciliary content regulation.,20,6,NA,English,100963049,1469-221X,1469-3178,Journal Article,PubMed - in process,ppublish+epublish,31023719embr.20194772310.15252/embr.201947723PMC65490293102371931023719pmc-id: PMC6549029;,10.15252/embr.201947723,2019/01/14 00:002019/03/21 00:002019/04/01 00:002019/04/27 06:002019/04/27 06:002019/04/27 06:00,NA,1,1,EMBO reports,pii: e47723. doi: 10.15252/embr.201947723,2019 Jun;20(6)
GSE123017,GSE123017_RPE1_gene_exp_diff.csv.gz,31023719,2019 Jun,2019 Apr 25,EMBO Rep,Odabasi EGul SKavakli IHFirat-Karalar EN,Firat-Karalar EN,Centriolar satellites are required for efficient ciliogenesis and ciliary content regulation.,20,6,NA,English,100963049,1469-221X,1469-3178,Journal Article,PubMed - in process,ppublish+epublish,31023719embr.20194772310.15252/embr.201947723PMC65490293102371931023719pmc-id: PMC6549029;,10.15252/embr.201947723,2019/01/14 00:002019/03/21 00:002019/04/01 00:002019/04/27 06:002019/04/27 06:002019/04/27 06:00,NA,1,1,EMBO reports,pii: e47723. doi: 10.15252/embr.201947723,2019 Jun;20(6)
GSE122950,GSE122950_isoform_exp_diff.xls.gz-sheet-Control_vs_Treated,30538175,2018 Dec 11,2018 Dec 11,Sci Signal,Tammineni ERCarrillo EDSoto-Acosta RAngel-Ambrocio AHGarcía MCBautista-Carbajal PDel Angel RMSánchez JA,Sánchez JA,The β<sub>4</sub> subunit of Ca<sub>v</sub>1.2 channels is required for an optimal interferon response in cardiac muscle cells.,11,560,NA,English,101465400,1945-0877,1937-9145,Journal Article,PubMed - in process,epublish,3053817511/560/eaaj167610.1126/scisignal.aaj16763053817530538175,10.1126/scisignal.aaj1676,2018/12/13 06:002018/12/13 06:002018/12/13 06:00,NA,1,0,Science signaling,pii: eaaj1676. doi: 10.1126/scisignal.aaj1676,2018 Dec 11;11(560)
GSE122932,GSE122932_DifferentialExpression.xlsx-sheet-gRNA3_Cas9.vs.gRNA3,30609410,2019 Jan 3,NA,Am J Hum Genet,Khan TNKhan KSadeghpour AReynolds HPerilla YMcDonald MTGallentine WBBaig SMTask Force for Neonatal Genomics.Davis EEKatsanis N,Katsanis N,Mutations in NCAPG2 Cause a Severe Neurodevelopmental Syndrome that Expands the Phenotypic Spectrum of Condensinopathies.,104,1,94-111,English,0370475,0002-9297,1537-6605,Journal Article,PubMed - in process,ppublish,30609410S0002-9297(18)30425-710.1016/j.ajhg.2018.11.017PMC63235783060941030609410pmc-id: PMC6323578;,10.1016/j.ajhg.2018.11.017,2018/01/31 00:002018/11/26 00:002019/01/05 06:002019/01/05 06:002019/01/05 06:00,NA,1,3,American journal of human genetics,doi: 10.1016/j.ajhg.2018.11.017,2019 Jan 3;104(1):94-111
