Accession,Supplementary file name,True nulls proportion,histclus,code,type,Type,comment
GSE78965,GSE78965_C57Bl6_MCS_vs_FST_acute_gene_differential_expression_testing.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE78965,GSE78965_C57Bl6_MCS_vs_FST_chronic_gene_differential_expression_testing.txt.gz,0.96,#440154FF,NA,NA,NA,NA
GSE78967,GSE78967_Deseq_Analysis.xlsx,0.47,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE78996,GSE78996_CTR_vs_EAE_Cuffdiff_analysis.xlsx,0.97,#2A788EFF,NA,NA,NA,NA
GSE79039,GSE79039_Feske_Tcon_DKO_vs_WT_norm_counts_DE_expression_all.txt.gz,0.62,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE79039,GSE79039_Feske_Tfh_DKO_vs_WT_norm_counts_DE_expression_all.txt.gz,0.73,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE79143,GSE79143_SNPCountsTable.txt.gz,0.49,#22A884FF,NA,NA,NA,NA
GSE79286,GSE79286_CYC2vsWT_Conj-2.5hr_RNA-Seq.xlsx-sheet-gene_exp,0.78,#440154FF,NA,NA,NA,NA
GSE79286,GSE79286_CYC2vsWT_Conj-2hr_RNA-Seq.xlsx-sheet-C2vWT-2hr genes,0.81,#440154FF,NA,NA,NA,NA
GSE79286,GSE79286_CYC2vsWT_Conj-3.5hr_RNA-Seq.xlsx-sheet-gene_exp,0.79,#440154FF,NA,NA,NA,NA
GSE79286,GSE79286_CYC2vsWT_Conj-3hr_RNA-Seq.xlsx,0.80,#440154FF,NA,NA,NA,NA
GSE79408,GSE79408_gene_exp.diff.gz,0.99,#2A788EFF,NA,NA,NA,NA
GSE79412,GSE79412_amiFPSa_gene_exp_diff.xlsx-sheet-Hoja1,1.00,#414487FF,NA,NA,NA,NA
GSE79416,GSE79416_new-lncRNA_transcript_output.xls.gz,0.87,#440154FF,NA,NA,NA,NA
GSE79507,GSE79507_minipig.txt.gz,0.68,#440154FF,NA,NA,NA,NA
GSE79633,GSE79633_DESeq2_out_FO_GFP_vs_WT.txt.gz,0.72,#440154FF,16,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE79677,GSE79677_Crossbred_vs._Purebred_comparison_group.tabular.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE79677,GSE79677_One_by_one_comparisons.tabular.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE79680,GSE79680_Heat_shock_table.csv.gz,0.99,#414487FF,NA,NA,NA,NA
GSE79723,GSE79723_DEseq_LG1401-LG437-LG8736_LG1405-LG435-LG8737_DEG_list.csv.gz,0.95,#440154FF,23,2,conservative,Identical comparisons? Adjusted p values?
GSE79724,GSE79724_DEseq_LG3-LG6-LG9_LG2-LG5-LG8_DEG_list.csv.gz,0.95,#440154FF,2,2,conservative,Identical comparisons? Adjusted p values?
GSE79758,GSE79758_gene_exp.diff.gz,0.98,#414487FF,NA,NA,NA,NA
GSE79779,GSE79779_gene_exp.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE79822,GSE79822_cuffdiffs_mRNA.txt.gz,0.99,#414487FF,NA,NA,NA,NA
GSE79822,GSE79822_Deseq_totalRNA.txt.gz,0.95,#440154FF,12,2,conservative,Identical comparisons? Adjusted p values?
GSE79830,GSE79830_Sp2_Wdr70del_vs_Sp1_Wt.Differential_analysis_results.txt.gz,0.72,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE79916,GSE79916_Dataset_S1-JUM_output_for_differential_AS_analyses_of_PSIdeltaAB_and_full-length_PSI_male_fly_heads.xls.gz,0.13,#7AD151FF,NA,NA,NA,NA
GSE80068,GSE80068_col_dms3_gene_exp.diff.gz,0.99,#2A788EFF,NA,NA,NA,NA
GSE80068,GSE80068_col_h2h9_gene_exp.diff.gz,0.98,#2A788EFF,NA,NA,NA,NA
GSE80068,GSE80068_col_nrpe1_gene_exp.diff.gz,0.99,#2A788EFF,NA,NA,NA,NA
GSE80128,GSE80128_P035_DESeq_KO-WT_pathway.txt.gz,0.87,#440154FF,NA,NA,NA,NA
GSE80135,GSE80135_Lipo_siProx_SC_results.csv.gz,0.95,#440154FF,16,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE80135,GSE80135_Lipo_siProx_sig_results.csv.gz,0.98,#440154FF,NA,NA,NA,NA
GSE80135,GSE80135_siNeg_Lipo_results.csv.gz,0.94,#440154FF,NA,NA,NA,NA
GSE80135,GSE80135_siNeg_siProx_SC_results.csv.gz,0.92,#440154FF,16,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE80135,GSE80135_siNeg_siProx_sig_results.csv.gz,0.79,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE80237,GSE80237_Supplementary_Data_1.txt.gz,0.83,#440154FF,NA,NA,NA,NA
GSE80301,GSE80301_col_rep1_mom1_gene_exp.diff.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE80301,GSE80301_col_rep1_nrpe1_gene_exp.diff.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE80301,GSE80301_col_rep1_pial1pial2_gene_exp.diff.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE80301,GSE80301_col_rep2_mom1_gene_exp.diff.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE80301,GSE80301_col_rep2_mom1pial2_gene_exp.diff.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE80301,GSE80301_col_rep2_pial2_gene_exp.diff.txt.gz,0.99,#2A788EFF,NA,NA,NA,NA
GSE80348,GSE80348_20160316_6h_wt_vs_mu.xlsx,0.52,#22A884FF,NA,NA,NA,NA
GSE80349,GSE80349_results.txt.gz,0.07,#7AD151FF,NA,NA,NA,NA
GSE80349,GSE80349_results.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE80354,GSE80354_Gata6_DEseq2_res.csv.gz,0.78,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE80370,GSE80370_col_morc6_gene_exp.diff.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE80370,GSE80370_col_suvh2suvh9_gene_exp.diff.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE80433,GSE80433_gene_exp.diff.gz,0.97,#414487FF,NA,NA,NA,NA
GSE80503,GSE80503_RNASeqProcessedDESeqData.xlsx,1.00,#2A788EFF,2,2,conservative,Identical comparisons? Adjusted p values?
GSE80597,GSE80597_Processed_data_cuffdiff_output.txt.gz,0.95,#440154FF,NA,NA,NA,NA
GSE80707,GSE80707_gene_exp.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE80718,GSE80718_gene_exp.diff.gz,0.73,#440154FF,NA,NA,NA,NA
GSE80972,GSE80972_frm_gene_exp.diff.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE81007,GSE81007_cds_exp.diff.gz,0.99,#2A788EFF,NA,NA,NA,NA
GSE81007,GSE81007_cds.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE81007,GSE81007_gene_exp.diff.gz,0.98,#2A788EFF,NA,NA,NA,NA
GSE81007,GSE81007_isoform_exp.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE81007,GSE81007_promoters.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE81007,GSE81007_splicing.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE81007,GSE81007_tss_group_exp.diff.gz,0.99,#414487FF,NA,NA,NA,NA
GSE81043,GSE81043_sh109_final_unique_DESeq_InfFixed_DiffExp.xlsx.gz,0.48,#22A884FF,NA,NA,NA,NA
GSE81055,GSE81055_gene_exp.diff_bias.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE81055,GSE81055_gene_exp.diff.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE81059,GSE81059_cns-control_vs_cns-hh.csv.gz,1.00,#2A788EFF,2,2,conservative,Identical comparisons? Adjusted p values?
GSE81059,GSE81059_cns-control_vs_cns-ptc.csv.gz,1.00,#2A788EFF,2,2,conservative,Identical comparisons? Adjusted p values?
GSE81059,GSE81059_cns-control_vs_head-control.csv.gz,0.51,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE81100,GSE81100_old_ARSER_output.txt.gz,0.81,#440154FF,NA,NA,NA,NA
GSE81100,GSE81100_youngARSER_output.txt.gz,0.81,#440154FF,NA,NA,NA,NA
GSE81114,GSE81114_gene_exp.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE81123,GSE81123_Poplar_RNAseq_data.ods.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE81128,GSE81128_DESeq2_Results.txt.gz,0.32,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE81191,GSE81191_Cuffdiff_Isoform.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE81191,GSE81191_Cuffdiff_transcript.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE81237,GSE81237_DE_RNAseqseq_analysis_DESeq_TTP-AAvsGFP.csv.gz,0.66,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE81237,GSE81237_DE_RNAseqseq_analysis_DESeq_TTP-AAvsTTP.csv.gz,0.56,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE81237,GSE81237_DE_RNAseqseq_analysis_DESeq_TTPvsGFP.csv.gz,0.75,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE81251,GSE81251_Kdm6a_def_mouse_expression_value.xlsx,0.82,#440154FF,6,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE81437,GSE81437_polyA_differential_gene_expression.txt.gz,0.99,#414487FF,NA,NA,NA,NA
GSE81493,GSE81493_Differential_gene_expression_analysis.diff.gz,0.88,#440154FF,NA,NA,NA,NA
GSE81522,GSE81522_N2_vs_ok600_gene_differential_expression_testing.txt.gz,0.97,#2A788EFF,NA,NA,NA,NA
GSE81575,GSE81575_gene_exp.diff.gz,0.99,#2A788EFF,NA,NA,NA,NA
GSE81593,GSE81593_1.Mcf10A_p53delVec_and_p53delHras.xlsx,0.57,#440154FF,NA,NA,NA,NA
GSE81593,GSE81593_2.Mcf10A_Vec_and_Hras.xlsx,0.70,#440154FF,NA,NA,NA,NA
GSE81707,GSE81707_N2_HC125_RNA-seq_PairedEnd_gene_exp_diff.xlsx,1.00,#414487FF,NA,NA,NA,NA
GSE81707,GSE81707_N2_HC125_RNA-seq_SingleEnd_gene_exp_diff.xlsx,1.00,#414487FF,NA,NA,NA,NA
GSE81858,GSE81858_AA_ABBB_gene_exp.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE81865,GSE81865_RNAseq_uninjured-14dpi.txt.gz,0.79,#440154FF,12,2,conservative,Identical comparisons? Adjusted p values?
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-4-5-2016_gran_v_iRed.csv,0.61,#22A884FF,NA,NA,NA,NA
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-Down,0.58,#22A884FF,NA,NA,NA,NA
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-Up,0.46,#22A884FF,NA,NA,NA,NA
GSE82134,GSE82134_NCBI_res_root_deseq_full.xlsx,0.61,#22A884FF,NA,NA,NA,NA
GSE82164,GSE82164_Cuffdiff_gene_differential_expression_testing.tabular.txt.gz,0.99,#2A788EFF,NA,NA,NA,NA
GSE82164,GSE82164_Cuffdiff_transcript_differential_expression_testing.tabular.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE82210,GSE82210_cuffdiff_lncOL1KO_vs_Ctrl.gene.fpkm.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE83134,GSE83134_RYBPfl.DESeq2.Output.txt.gz,0.92,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE83137,GSE83137_H2_vs_Lanact_pval.csv.gz,1.00,#2A788EFF,36,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE83217,GSE83217_Processed_Matrix_FPKM.xlsx-sheet-siScramble_vs_siBdnf,1.00,#440154FF,NA,NA,NA,NA
GSE83217,GSE83217_Processed_Matrix_FPKM.xlsx-sheet-siScramble_vs_siHdac4,1.00,#440154FF,NA,NA,NA,NA
GSE83218,GSE83218_HSC.txt.gz,0.88,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE83265,GSE83265_gene_exp.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE83375,GSE83375_GB_glia.FPKM.txt.gz,0.66,#22A884FF,NA,NA,NA,NA
GSE83405,GSE83405_geneExpDiffData_E14_cells_pnldc1_silencing.xlsx-sheet-Φύλλο1,1.00,#414487FF,NA,NA,NA,NA
GSE83406,GSE83406_gene_exp.diff.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE83541,GSE83541_All_Genes_ZnfTG_Muscle_DESeq2_38.txt.gz,0.82,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE83555,GSE83555_WT-KO-mm9-gene_exp.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_12_P-T_11_12_C,1.00,#2A788EFF,NA,NA,NA,NA
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_19_1_P-T_11_19_1_C,1.00,#2A788EFF,NA,NA,NA,NA
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_72_P-T_72_C,1.00,#2A788EFF,NA,NA,NA,NA
GSE83567,GSE83567_gene_exp.diff.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE83584,GSE83584_processed_data_Day0.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE83584,GSE83584_processed_data_Day3_5.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE83601,GSE83601_All_genes_in_controls_and_PTSD.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE83664,GSE83664_NS_M_vs_Input.isoform_exp.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE83664,GSE83664_NS_vs_Input.isoform_exp.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE83717,GSE83717_FPKMs_pvalue_matrices.txt.gz,0.89,#440154FF,NA,NA,NA,NA
GSE83736,GSE83736_DESeq2.Vav.KO.C_vs_Vav.WT.C.txt.gz,0.52,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE83736,GSE83736_DESeq2.Vav.WTvsKO.StimulatedInteractions.txt.gz,0.56,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE83819,GSE83819_gene_exp.diff.gz,0.67,#440154FF,NA,NA,NA,NA
GSE83827,GSE83827_WT_vs_tf5.xlsx-sheet-gene_exp_diff,0.99,#440154FF,NA,NA,NA,NA
GSE83828,GSE83828_Gene_expression_data.xlsx,0.58,#22A884FF,NA,NA,NA,NA
GSE83887,GSE83887_gene_exp_Hyl-2_vs_Hyl-2-G.diff.gz,0.87,#440154FF,NA,NA,NA,NA
GSE83887,GSE83887_gene_exp_N2_vs_Hyl-2.diff.gz,0.99,#2A788EFF,NA,NA,NA,NA
GSE83887,GSE83887_gene_exp_N2_vs_N2G.diff.gz,0.86,#440154FF,NA,NA,NA,NA
GSE84145,GSE84145_E12.5RET_WT_NULL.txt.gz,0.98,#2A788EFF,NA,NA,NA,NA
GSE84158,GSE84158_gene_exp.diff.gz,0.93,#440154FF,NA,NA,NA,NA
GSE84249,GSE84249_cuffdiff_gene_differential_expression_testing.tab.gz,1.00,#414487FF,NA,NA,NA,NA
GSE84301,GSE84301_Pub_vs_Prepub.Differential_analysis_results.txt.gz,1.00,#2A788EFF,2,2,conservative,Identical comparisons? Adjusted p values?
GSE84308,GSE84308_RNA.txt.gz,0.97,#440154FF,NA,NA,NA,NA
GSE84370,GSE84370_APC_0h_vs_1h_gene_exp.diff.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE84370,GSE84370_APC_0h_vs_2h_gene_exp.diff.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE84450,GSE84450_WT_UTvsKO_DTT_gene_exp.diff.gz,0.99,#2A788EFF,NA,NA,NA,NA
GSE84450,GSE84450_WT_UTvsKO_UT_gene_exp.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE84450,GSE84450_WT_UTvsWT_DTT_gene_exp.diff.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE84450,GSE84450_WT_UTvsWT_DTT_splicing.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE84450,GSE84450_WT_UTvsX_DTT_gene_exp.diff.gz,0.98,#2A788EFF,NA,NA,NA,NA
GSE84450,GSE84450_WT_UTvsX_UT_gene_exp.diff.gz,0.99,#2A788EFF,NA,NA,NA,NA
GSE84529,GSE84529_Paired_comparison_of_three_sections_Cuffdiff.xlsx-sheet-Comparison_0-5_mm_vs_15-20_mm,0.75,#440154FF,NA,NA,NA,NA
GSE84529,GSE84529_Paired_comparison_of_three_sections_Cuffdiff.xlsx-sheet-Comparison_0-5_mm_vs_30-35_mm,0.71,#440154FF,NA,NA,NA,NA
GSE84529,GSE84529_Paired_comparison_of_three_sections_Cuffdiff.xlsx-sheet-Comparison_30-35_mm_vs_15-20_mm,1.00,#2A788EFF,NA,NA,NA,NA
GSE84606,GSE84606_gene_exp.diff.gz,0.71,#440154FF,NA,NA,NA,NA
GSE84737,GSE84737_All_genes_unfiltered_DE.txt.gz,0.45,#22A884FF,NA,NA,NA,NA
GSE84737,GSE84737_Genes_filtered_DE.txt.gz,0.47,#22A884FF,NA,NA,NA,NA
GSE84786,GSE84786_isoform_exp.xlsx-sheet-Fold change,1.00,#414487FF,NA,NA,NA,NA
GSE84786,GSE84786_isoform_exp.xlsx-sheet-isoform_exp,1.00,#414487FF,NA,NA,NA,NA
GSE84798,GSE84798_gene_exp.diff.gz,0.96,#440154FF,NA,NA,NA,NA
GSE84875,GSE84875_human_gene_exp.diff.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE84875,GSE84875_mouse_gene_exp.diff.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE85308,GSE85308_gene_exp.diff.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE85308,GSE85308_processed_data.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE85321,GSE85321_Supplemental_Table_2_YAD_RNA_seq_.xls.gz-sheet-YAD_Diff analysis,0.82,#440154FF,NA,NA,NA,NA
GSE85321,GSE85321_Supplemental_Table_3_YGD_RNA_seq_.xls.gz-sheet-YGD_Diff analysis,0.93,#440154FF,NA,NA,NA,NA
GSE85321,GSE85321_Supplemental_Table_4_YAR_vs_YAD_RNA_seq_.xls.gz-sheet-EV_YAD_YAR_isoformexp,0.46,#22A884FF,NA,NA,NA,NA
GSE85321,GSE85321_Supplemental_Table_5_YAR_RNA_seq_.xls.gz-sheet-YAR diff. analysis,0.80,#440154FF,NA,NA,NA,NA
GSE85321,GSE85321_Supplemental_Table_6_JHD2_OE_YAD_.xls.gz-sheet-OE_EV_YAD_Diff analysis,1.00,#440154FF,NA,NA,NA,NA
GSE85321,GSE85321_Supplemental_Table_7_JHD2_OE_YAR_.xls.gz-sheet-OE_EV_YAR_Diff analysis,0.73,#440154FF,NA,NA,NA,NA
GSE85328,GSE85328_Leukaemia_MLL-AF9_RingKO.txt.gz,0.95,#440154FF,12,2,conservative,Identical comparisons? Adjusted p values?
GSE85329,GSE85329_IGF_project_IGF_results.txt.gz,0.69,#440154FF,NA,NA,NA,NA
GSE85385,GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_DMSO_x_H3WT_EPZ,0.84,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE85385,GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_DMSO_x_K27M_DMSO,0.78,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE85385,GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_EPZ_x_K27M_EPZ,1.00,#440154FF,13,4,other,Test assumptions violated? Adjusted P values?
GSE85385,GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-K27M_DMSO_x_K27M_EPZ,0.85,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE85402,GSE85402_gene_exp.diff.gz,0.99,#2A788EFF,NA,NA,NA,NA
GSE85416,GSE85416_isoform_exp.diff.gz,0.98,#2A788EFF,NA,NA,NA,NA
GSE85442,GSE85442_cuffdiff.gene_exp_diff.allg.txt.gz,0.99,#414487FF,NA,NA,NA,NA
GSE85442,GSE85442_cuffdiff.isoform_exp.diff.txt.gz,0.99,#414487FF,NA,NA,NA,NA
GSE85442,GSE85442_cuffdiff.tss_group_exp.diff.txt.gz,0.99,#414487FF,NA,NA,NA,NA
GSE85554,GSE85554_deg_and_counts_table_new_read_counts.txt.gz,0.87,#440154FF,NA,NA,NA,NA
GSE85565,GSE85565_Result_Table.csv.gz,0.85,#440154FF,126,2,conservative,Identical comparisons? Adjusted p values?
GSE85576,GSE85576_Supplementary_Table_1.xlsx-sheet-MagohMos2_vs_Control,1.00,#414487FF,NA,NA,NA,NA
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Sorted,0.53,#22A884FF,NA,NA,NA,NA
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Transient,1.00,#2A788EFF,NA,NA,NA,NA
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Unsorted,0.62,#22A884FF,NA,NA,NA,NA
GSE85847,GSE85847_matrix_rnaseq_GEO_submission_jsantos20160817.txt.gz,0.66,#22A884FF,NA,NA,NA,NA
GSE85863,GSE85863_Galaxy238-_Cuffdiff_on_data_40__data_35__and_others_gene_differential_expression_testing_.txt.gz,0.98,#2A788EFF,NA,NA,NA,NA
GSE85950,GSE85950_EHEC_plusminus_Symbioflor.xlsx,1.00,#440154FF,NA,NA,NA,NA
GSE86054,GSE86054_gene_expression.txt.gz,0.95,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE86077,GSE86077_glp-1_EVvs28_D4.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE86077,GSE86077_N2_EVvs28_D4.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE86159,GSE86159_significance_calls_genes_overexpression.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE86159,GSE86159_significance_calls_genes_tam_timecourse.txt.gz,0.99,#414487FF,NA,NA,NA,NA
GSE86187,GSE86187_p0wt-ko-gene_exp.diff.gz,0.86,#440154FF,NA,NA,NA,NA
GSE86187,GSE86187_p6wt-ko_gene_exp.diff.gz,0.88,#440154FF,NA,NA,NA,NA
GSE86202,GSE86202_1_TreatVSControl_circRNA_differential_expression.xlsx,0.73,#FDE725FF,6,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE86202,GSE86202_Gene_differential_expression.xlsx,1.00,#414487FF,NA,NA,NA,NA
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PA14vsPJ01,0.93,#440154FF,NA,NA,NA,NA
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PA14vsPJ01dT,1.00,#440154FF,NA,NA,NA,NA
GSE86211,GSE86211_CmrA_transcriptome_Expression_of_all_genes.xlsx-sheet-PJ01vsPJ01dT,0.96,#440154FF,NA,NA,NA,NA
GSE86239,GSE86239_ETS2shRNA_gene_exp.diff.gz,0.92,#440154FF,NA,NA,NA,NA
GSE86248,GSE86248_shControl-vs-shPaf1-gene_exp.diff.gz,0.90,#440154FF,NA,NA,NA,NA
GSE86248,GSE86248_shControl-vs-shPhf5a-gene_exp_1_.diff.gz,0.88,#440154FF,NA,NA,NA,NA
GSE86323,GSE86323_gene_exp.diff.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE86442,GSE86442_gene_differential_expression.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE86521,GSE86521_DESeq_out_KO_vs_WT.txt.gz,0.75,#440154FF,12,2,conservative,Identical comparisons? Adjusted p values?
GSE86837,GSE86837_gene_exp.diff.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE87167,GSE87167_all_genes.txt.gz,0.38,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE87168,GSE87168_Watson_et_al_TOXSCI-16-0457_Diff_Gen_Exp.csv.gz,1.00,#414487FF,NA,NA,NA,NA
GSE87240,GSE87240_gene_expnorliver.diff.gz,0.99,#414487FF,NA,NA,NA,NA
GSE87240,GSE87240_gene_expsk.diff.gz,0.98,#414487FF,NA,NA,NA,NA
GSE87240,GSE87240_hep_gene_exphep.diff.gz,0.98,#414487FF,NA,NA,NA,NA
GSE87307,GSE87307_mRNA_processed_results.xlsx,0.78,#2A788EFF,NA,NA,NA,NA
GSE87315,GSE87315_CuffDiff_RNA-seq.csv.gz,0.95,#2A788EFF,NA,NA,NA,NA
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz,0.07,#7AD151FF,NA,NA,NA,NA
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz,0.23,#7AD151FF,NA,NA,NA,NA
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz,0.25,#7AD151FF,NA,NA,NA,NA
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz,0.08,#7AD151FF,NA,NA,NA,NA
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz,0.15,#7AD151FF,NA,NA,NA,NA
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz,0.22,#7AD151FF,NA,NA,NA,NA
GSE87495,GSE87495_results_dds_gencode22.csv.gz,0.34,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE87532,GSE87532_gene_exp.diff.name.txt.gz,0.93,#440154FF,NA,NA,NA,NA
GSE87626,GSE87626_nc_vs_19_gene_exp.diff.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE87635,GSE87635_CNOT3KO-WT.txt.gz,0.99,#2A788EFF,NA,NA,NA,NA
GSE87808,GSE87808_diffExp_Slc7a5_Cerebellum_allGenes.txt.gz,0.74,#440154FF,6,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE87824,GSE87824_processed_data.xlsx,0.81,#440154FF,NA,NA,NA,NA
GSE87862,GSE87862_gene_exp.diff.gz,0.99,#414487FF,NA,NA,NA,NA
GSE87890,GSE87890_vgat1_csv.csv.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE87890,GSE87890_vgat2_csv.csv.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE87890,GSE87890_vglut1_csv.csv.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE87890,GSE87890_vglut2_csv.csv.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE87890,GSE87890_vglut3_csv.csv.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE88700,GSE88700_gene_exp.diff.gz,0.99,#414487FF,NA,NA,NA,NA
GSE88970,GSE88970_Whsc1_proB_DE.xlsx-sheet-4P_05_WT_vs_KO_results,0.71,#440154FF,16,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE89004,GSE89004_ppGpp0_vs_H78_differential_all.xls.gz,0.44,#22A884FF,NA,NA,NA,NA
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz,0.76,#440154FF,NA,NA,NA,NA
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz,0.84,#440154FF,NA,NA,NA,NA
