Accession,suppdata_id,Type,pi0,Type_after_filter,pi0_after_filter
GSE39652,GSE39652_20111201c2Day3_gene_exp.txt.gz,bimodal,NA,NA,NA
GSE97769,GSE97769_Diff_Exp_Results_24_6-vs-24_0.txt.gz,conservative,NA,NA,NA
GSE93686,GSE93686_plankvsbioraw.csv.gz,bimodal,NA,NA,NA
GSE61955,GSE61955_2hr.txt.gz,conservative,NA,NA,NA
GSE84610,GSE84610_mouse_RNAseq_summary.txt.gz,conservative,NA,NA,NA
GSE52911,GSE52911_gene_exp.txt.gz,conservative,NA,NA,NA
GSE84370,GSE84370_APC_0h_vs_1h_gene_exp.diff.gz,conservative,NA,NA,NA
GSE86248,GSE86248_shControl-vs-shPaf1-gene_exp.diff.gz,bimodal,NA,NA,NA
GSE72712,GSE72712_ESCd_lt40_over_ESCu.cuffdiff.xlsx-sheet-EST-d_lt40_over_EST-u.cuffdiff,conservative,NA,NA,NA
GSE77304,GSE77304_gene_exp.diff.gz,conservative,NA,NA,NA
GSE72321,GSE72321_annotated_diffana_gain-of-function_En1-ipsi-contra.xlsx,conservative,NA,spiky,NA
GSE69900,GSE69900_control-tamoxifen48H.txt.gz,bimodal,NA,NA,NA
GSE57517,GSE57517_gene_exp.diff.gz,conservative,NA,NA,NA
GSE56058,GSE56058_differentialExpressionGenes_RD19.txt.gz,other,NA,NA,NA
GSE39605,GSE39605_All_KOvsWT_filtered_final.xlsx.gz-sheet-All_KOvsWT_filtered,conservative,NA,other,NA
GSE39652,GSE39652_20111201c2LZ_gene_exp.txt.gz,conservative,NA,NA,NA
GSE119422,GSE119422_WTvBmi1gene_exp.diff.gz,conservative,NA,NA,NA
GSE120241,GSE120241_gene_description.txt.gz-set-0,bimodal,NA,NA,NA
GSE120241,GSE120241_gene_description.txt.gz-set-1,conservative,NA,NA,NA
GSE120241,GSE120241_gene_description.txt.gz-set-2,bimodal,NA,NA,NA
GSE120241,GSE120241_gene_description.txt.gz-set-3,bimodal,NA,NA,NA
GSE120241,GSE120241_gene_description.txt.gz-set-4,bimodal,NA,NA,NA
GSE120241,GSE120241_gene_description.txt.gz-set-5,bimodal,NA,NA,NA
GSE119046,GSE119046_rpoS92_vs_wtrpoS.csv.gz,bimodal,NA,anti-conservative,0.7219347382590331
GSE97769,GSE97769_Diff_Exp_Results_24_6-vs-36_0.txt.gz,conservative,NA,NA,NA
GSE87071,GSE87071_T0_T60_gene_exp.diff.gz,conservative,NA,NA,NA
GSE85049,GSE85049_deseq2_mll3li_p53.txt.gz,spiky,NA,anti-conservative,0.8871323891601063
GSE89364,GSE89364_mav_RNASeq_exp_deqiangs.xlsx,conservative,NA,NA,NA
GSE83567,GSE83567_gene_exp.diff.gz,conservative,NA,NA,NA
GSE81191,GSE81191_Cuffdiff_Isoform.txt.gz,conservative,NA,NA,NA
GSE84370,GSE84370_APC_0h_vs_2h_gene_exp.diff.gz,conservative,NA,NA,NA
GSE86248,GSE86248_shControl-vs-shPhf5a-gene_exp_1_.diff.gz,bimodal,NA,NA,NA
GSE77303,GSE77303_gene_exp.diff.gz,conservative,NA,NA,NA
GSE71609,GSE71609_2015_MZT.txt.gz-set-0,bimodal,NA,NA,NA
GSE71609,GSE71609_2015_MZT.txt.gz-set-1,conservative,NA,NA,NA
GSE71609,GSE71609_2015_MZT.txt.gz-set-2,conservative,NA,NA,NA
GSE71609,GSE71609_2015_MZT.txt.gz-set-3,bimodal,NA,NA,NA
GSE71609,GSE71609_2015_MZT.txt.gz-set-4,bimodal,NA,NA,NA
GSE72947,GSE72947_Dm_sir2_RNA-seq.xlsx-sheet-Analyzed Genes,conservative,NA,NA,NA
GSE72321,GSE72321_annotated_diffana_loss-of-function_En1LacZ-WT.xlsx,conservative,NA,spiky,NA
GSE61031,GSE61031_DE_polyaWT_vs_polyaKO.txt.gz,bimodal,NA,anti-conservative,0.8425224143401764
GSE52080,GSE52080_processed_data.txt.gz,bimodal,NA,NA,NA
GSE52153,GSE52153_wtDMSOvsczt-1DMSO.txt.gz,bimodal,NA,NA,NA
GSE39652,GSE39652_20111201c2Pach_gene_exp.txt.gz,conservative,NA,NA,NA
GSE119025,GSE119025_BSAVSFHR1_Gene_differential_expression.txt.gz,uniform,NA,NA,NA
GSE106768,GSE106768_WT-YPD_v_htl1d-YPD_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA
GSE97769,GSE97769_Diff_Exp_Results_24_6-vs-72_0.txt.gz,conservative,NA,NA,NA
GSE87071,GSE87071_T60_T120_gene_exp.diff.gz,conservative,NA,NA,NA
GSE101797,GSE101797_Galaxy333-Cuffdiff_gene_differential_expression_testing.txt.gz,bimodal,NA,NA,NA
GSE95006,GSE95006_RNA-seq_Summary.xls.gz-sheet-Trip_delta_vs_J-set-0,other,NA,NA,NA
GSE95006,GSE95006_RNA-seq_Summary.xls.gz-sheet-Trip_delta_vs_J-set-1,other,NA,NA,NA
GSE81191,GSE81191_Cuffdiff_transcript.txt.gz,conservative,NA,NA,NA
GSE76396,GSE76396_isoform_exp.diff.gz,conservative,NA,NA,NA
GSE70785,GSE70785_gene_exp.diff.gz,conservative,NA,NA,NA
GSE70068,GSE70068_GM_gene_exp.diff.gz,conservative,NA,NA,NA
GSE69855,GSE69855_gene_exp_ResvResVag.txt.gz,conservative,NA,NA,NA
GSE65039,GSE65039_gene_exp1.txt.gz,conservative,NA,NA,NA
GSE53789,GSE53789_GFP_FACS_x_GFP_LCM-not_significant.diff.txt.gz,conservative,NA,NA,NA
GSE39652,GSE39652_20111201c2PreMeiotic_gene_exp.txt.gz,conservative,NA,NA,NA
GSE121241,GSE121241_Differential_Gene_Expression_CuffDiff.txt.gz,conservative,NA,NA,NA
GSE116087,GSE116087_GD-WT_vs_CM-WT.gene_exp.diff.tsv.gz,conservative,NA,NA,NA
GSE97795,GSE97795_gene_exp.diff.gz,conservative,NA,NA,NA
GSE106768,GSE106768_WT-YPGR_v_WT-YPD_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA
GSE97769,GSE97769_Diff_Exp_Results_36_0-vs-36_1_2.txt.gz,conservative,NA,NA,NA
GSE87071,GSE87071_gene_exp.diff.gz,conservative,NA,NA,NA
GSE91000,GSE91000_gene_exp.diff.gz,conservative,NA,NA,NA
GSE61955,GSE61955_6hr.txt.gz,bimodal,NA,NA,NA
GSE90899,GSE90899_WTvsUPF1aKO_DEXSeq.csv.gz,conservative,NA,NA,NA
GSE77471,GSE77471_RNASEQ_differential_expression.txt.gz,conservative,NA,NA,NA
GSE62040,GSE62040_gene_exp.diff.gz,conservative,NA,NA,NA
GSE64747,GSE64747_deseq_comp_DMSO_minus_TEX_vs_compound59_minus_TEX_with_annot_and_counts.txt.gz,conservative,NA,NA,NA
GSE69855,GSE69855_gene_exp_ResvSham.txt.gz,conservative,NA,NA,NA
GSE53789,GSE53789_GFP_FACS_x_WT_FACS-not_significant.diff.txt.gz,conservative,NA,NA,NA
GSE59781,GSE59781_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE106768,GSE106768_WT-YPGR_v_htl1d-YPGR_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA
GSE101788,GSE101788_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE97769,GSE97769_Diff_Exp_Results_72_0-vs-72_1_2.txt.gz,conservative,NA,NA,NA
GSE73615,GSE73615_isoform_exp.diff.gz,conservative,NA,NA,NA
GSE95679,GSE95679_Mishima_2017_Dcp2.txt.gz,conservative,NA,NA,NA
GSE87168,GSE87168_Watson_et_al_TOXSCI-16-0457_Diff_Gen_Exp.csv.gz,conservative,NA,NA,NA
GSE62760,GSE62760_Acute_Cuffdiff_DGE.txt.gz,bimodal,NA,NA,NA
GSE70068,GSE70068_TNF_gene_exp.diff.gz,conservative,NA,NA,NA
GSE72787,GSE72787_deseq2_closed_vs_open.tsv.gz,spiky,NA,NA,NA
GSE66652,GSE66652_AS13-C_differential_expression.txt.gz,bimodal,NA,NA,NA
GSE61796,GSE61796_NG_Induced_transcript_changes.txt.gz,conservative,NA,NA,NA
GSE51119,GSE51119_IBH1KD_vs_Col_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE40218,GSE40218_processed_DESeq.txt.gz,bimodal,NA,anti-conservative,0.8933952407320094
GSE106768,GSE106768_WT_v_htl1d_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA
GSE73615,GSE73615_promoters.diff.gz,conservative,NA,NA,NA
GSE94587,GSE94587_DESEQ_Female_WT_vs_Female_del.txt.gz,bimodal,NA,anti-conservative,0.8285461975726134
GSE87626,GSE87626_nc_vs_19_gene_exp.diff.gz,conservative,NA,NA,NA
GSE80237,GSE80237_Supplementary_Data_1.txt.gz,bimodal,NA,NA,NA
GSE72341,GSE72341_DEseq_results.xlsx,bimodal,NA,spiky,NA
GSE62760,GSE62760_Chronic_Cuffdiff_DGE.txt.gz,bimodal,NA,NA,NA
GSE70382,GSE70382_DESeq_allresp_vs_nonresp.xlsx-sheet-Blad1,conservative,NA,uniform,NA
GSE49097,GSE49097_BetweenGenotypes_gene_exp.diff.gz,conservative,NA,NA,NA
GSE51119,GSE51119_IBH1ox_vs_Col_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE50156,GSE50156_WT_36oC_15min_AND_WT_24oC.txt.gz,conservative,NA,NA,NA
GSE106768,GSE106768_WT_v_npl6d_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA
GSE100954,GSE100954_WTvs3aKO_gene_exp.diff.gz,conservative,NA,NA,NA
GSE73615,GSE73615_tss_group_exp.diff.gz,conservative,NA,NA,NA
GSE81834,GSE81834_489_614_Gametocyte_Cuffdiff.xlsx.gz-sheet-Diff. Transcription,conservative,NA,NA,NA
GSE95814,GSE95814_gene_exp_CC.xlsx-sheet-gene_exp_CC_4_CC_5,conservative,NA,NA,NA
GSE94587,GSE94587_DESEQ_Male_WT_vs_Female_WT.txt.gz,bimodal,NA,anti-conservative,0.6015194966343875
GSE88970,GSE88970_Whsc1_proB_DE.xlsx-sheet-4P_05_WT_vs_KO_results,spiky,NA,anti-conservative,0.8800976050925671
GSE70068,GSE70068_UT_gene_exp.diff.gz,conservative,NA,NA,NA
GSE66652,GSE66652_S4-C_differential_expression.txt.gz,bimodal,NA,NA,NA
GSE53789,GSE53789_GFP_LCM_x_GFP_FACS-not_significant.diff.txt.gz,conservative,NA,NA,NA
GSE62633,GSE62633_Differential_expression_table.txt.gz,conservative,NA,NA,NA
GSE61566,GSE61566_cds.diff.gz,conservative,NA,NA,NA
GSE49097,GSE49097_CompareAll_gene_exp.diff.gz,conservative,NA,NA,NA
GSE51119,GSE51119_bHLH159KD_vs_Col_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE50156,GSE50156_mas5D_AND_WT_24oC.txt.gz,conservative,NA,NA,NA
GSE47062,GSE47062_KO_vs_WT.txt.gz,conservative,NA,NA,NA
GSE83360,GSE83360_hg19_CsiRNA_RNF2siRNA_Cuffdiff_on_data_1__data_3__and_data_17_gene_differential_expression_testing.tabular.txt.gz,conservative,NA,NA,NA
GSE118501,GSE118501_diffexpr-results.csv.gz,uniform,NA,uniform,NA
GSE115474,GSE115474_Untreated_Control_vs_Treatment.genesTABULATED.xls.gz,other,NA,anti-conservative,0.8583995019253279
GSE106768,GSE106768_WT_v_rsc1d_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA
GSE100954,GSE100954_WTvsDKO13_gene_exp.diff.gz,conservative,NA,NA,NA
GSE98266,GSE98266_Murano_DSS_d0_Cuffdiff_gene_differential_expression_testing_.txt.gz,conservative,NA,NA,NA
GSE99938,GSE99938_RNAseq_CuffDiff_diff_gene_exp.tab.gz,conservative,NA,NA,NA
GSE81834,GSE81834_489_614_Schizont_Cuffdiff.xlsx.gz-sheet-Transcript Diff. Expression,bimodal,NA,NA,NA
GSE94587,GSE94587_DESEQ_Male_WT_vs_Male_del.txt.gz,bimodal,NA,anti-conservative,0.7977820291673939
GSE96945,GSE96945_WT-1_WT-2.vs.OX-1_OX-2.xls.gz,bimodal,NA,NA,NA
GSE89115,GSE89115_DEG.xls.gz-sheet-DEG_setC_setA,spiky,NA,anti-conservative,0.6414194855856551
GSE89115,GSE89115_DEG.xls.gz-sheet-DEG_setC_setE,spiky,NA,anti-conservative,0.7216619190180867
GSE89115,GSE89115_DEG.xls.gz-sheet-DEG_setE_setA,spiky,NA,uniform,NA
GSE86442,GSE86442_gene_differential_expression.txt.gz,conservative,NA,NA,NA
GSE75787,GSE75787_gene_exp.diff.txt.gz,bimodal,NA,NA,NA
GSE68460,GSE68460_WSVSBS_gene_diff.xls.gz-sheet-Sheet1,conservative,NA,NA,NA
GSE53789,GSE53789_GFP_LCM_x_WT_FACS-not_significant.diff.txt.gz,conservative,NA,NA,NA
GSE49097,GSE49097_Within_A_gene_exp.diff.gz,conservative,NA,NA,NA
GSE51119,GSE51119_bHLH159ox_vs_Col_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-0,bimodal,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-1,bimodal,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-2,bimodal,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-3,bimodal,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-4,conservative,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-5,bimodal,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-6,bimodal,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-7,bimodal,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-8,bimodal,NA,NA,NA
GSE50156,GSE50156_nmt1-hsf1_MMThi-_AND_WT_MMThi-.txt.gz,conservative,NA,NA,NA
GSE83360,GSE83360_hg19_CsiRNA_Rsf1siRNA_Cuffdiff_on_data_1__data_2__and_data_17_gene_differential_expression_testing.tabular.txt.gz,conservative,NA,NA,NA
GSE115845,GSE115845_gene_exp.diff.gz,conservative,NA,NA,NA
GSE117632,GSE117632_387_Hypoxia_vs_Normoxia_RNAseq_Processed.xlsx.gz,conservative,NA,NA,NA
GSE106768,GSE106768_WT_v_rsc2d_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA
GSE100954,GSE100954_WTvsTet1KO_gene_exp.diff.gz,conservative,NA,NA,NA
GSE98266,GSE98266_Murano_DSS_d11_Cuffdiff_gene_differential_expression_testing_.txt.gz,conservative,NA,NA,NA
GSE103747,GSE103747_All_info.txt.gz,bimodal,NA,NA,NA
GSE81834,GSE81834_489_614_oo-spz_CuffDiff.xlsx.gz-sheet-Diff Transcription,conservative,NA,NA,NA
GSE97395,GSE97395_Treat_vs_control_diff.txt.gz,spiky,NA,anti-conservative,0.6047684581172945
GSE84450,GSE84450_WT_UTvsKO_DTT_gene_exp.diff.gz,conservative,NA,NA,NA
GSE81858,GSE81858_AA_ABBB_gene_exp.diff.gz,conservative,NA,NA,NA
GSE70108,GSE70108_G263_CuffDiff_WTvsDDX5Tko.tabular.txt.gz,conservative,NA,NA,NA
GSE70699,GSE70699_gene_exp.diff.gz,conservative,NA,NA,NA
GSE68460,GSE68460_gene_exp.xls.gz-sheet-Sheet1,conservative,NA,NA,NA
GSE63707,GSE63707_DEXSeqResults_IFMWT_03d_vs_jump_0d.txt.gz,bimodal,NA,NA,NA
GSE63884,GSE63884_gene_exp.diff_cenpk_imx372_aerobic.txt.gz,uniform,NA,NA,NA
GSE61566,GSE61566_cds_exp.diff.gz,bimodal,NA,NA,NA
GSE49097,GSE49097_Within_B_gene_exp.diff.gz,conservative,NA,NA,NA
GSE50156,GSE50156_ssa2D_AND_WT_24oC.txt.gz,conservative,NA,NA,NA
GSE83360,GSE83360_hg19_Rsf1siRNA_RNF2siRNA_Cuffdiff_on_data_2__data_3__and_data_17_gene_differential_expression_testing.tabular.txt.gz,conservative,NA,NA,NA
GSE111911,GSE111911_gene_exp.diff.gz,conservative,NA,NA,NA
GSE117632,GSE117632_Hypoxia_ALKBH1_Knockdown_RNAseq_Processed.xlsx.gz-sheet-DESeq2 Results,spiky,NA,anti-conservative,0.6444725872895026
GSE118239,GSE118239_RP.gene_exp.diff.gz,conservative,NA,NA,NA
GSE106768,GSE106768_WT_v_rtt102d_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA
GSE98266,GSE98266_Murano_DSS_d4_Cuffdiff_gene_differential_expression_testing_.txt.gz,conservative,NA,NA,NA
GSE76663,GSE76663_cds.diff.gz,conservative,NA,NA,NA
GSE85565,GSE85565_Result_Table.csv.gz,spiky,NA,anti-conservative,0.5501246179884566
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Transient,spiky,NA,other,NA
GSE81865,GSE81865_RNAseq_uninjured-14dpi.txt.gz,bimodal,NA,anti-conservative,0.4637678182524324
GSE72806,GSE72806_CUFFDIFF_CONTROL_vs_HEAT_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE84450,GSE84450_WT_UTvsKO_UT_gene_exp.diff.gz,conservative,NA,NA,NA
GSE78506,GSE78506_dmso_vs_ca_24Hour_geneExp.diff.gz,bimodal,NA,NA,NA
GSE70108,GSE70108_G340_CuffDiff_WTvsRORgko.tabular.txt.gz,conservative,NA,NA,NA
GSE67954,GSE67954_CSR1_RNAi_DESeq_output.txt.gz,bimodal,NA,other,NA
GSE66547,GSE66547_20150210-1545-2Cmut_vs_oocyteWt-deResults_gene.xls.gz,conservative,NA,NA,NA
GSE63748,GSE63748_exp_7d4h_diff.txt.gz,conservative,NA,NA,NA
GSE63707,GSE63707_DEXSeqResults_IFMWT_03d_vs_leg_0d.txt.gz,bimodal,NA,NA,NA
GSE61566,GSE61566_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE61733,GSE61733_gene_exp.diff.gz,conservative,NA,NA,NA
GSE49097,GSE49097_Within_WT_gene_exp.diff.gz,conservative,NA,NA,NA
GSE46046,GSE46046_GenesTable.txt.gz,spiky,NA,anti-conservative,0.9320215237561005
GSE49700,GSE49700_FB_FLM.RNA.txt.gz,other,NA,NA,NA
GSE83360,GSE83360_mESC_V6.5_gene_differential_expression_testing_.tabular.txt.gz,conservative,NA,NA,NA
GSE117632,GSE117632_Normoxia_ALKBH1_Knockdown_RNAseq_Processed.xlsx.gz,bimodal,NA,NA,NA
GSE106768,GSE106768_htl1d-YPGR_v_htl1d-YPD_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA
GSE103742,GSE103742_CUFFDIFF_PLZF_SFD.txt.gz,conservative,NA,NA,NA
GSE106845,GSE106845_cds_exp.diff.txt.gz,conservative,NA,NA,NA
GSE107762,GSE107762_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE76663,GSE76663_cds_exp.diff.gz,conservative,NA,NA,NA
GSE87315,GSE87315_CuffDiff_RNA-seq.csv.gz,bimodal,NA,NA,NA
GSE72806,GSE72806_CUFFDIFF_CONTROL_vs_SALT_HEAT_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE81522,GSE81522_N2_vs_ok600_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA
GSE84450,GSE84450_WT_UTvsWT_DTT_gene_exp.diff.gz,conservative,NA,NA,NA
GSE60691,GSE60691_processed_data_aso_wild_type.txt.gz,bimodal,NA,NA,NA
GSE67954,GSE67954_P_granule_RNAi_DESeq_output.txt.gz,conservative,NA,other,NA
GSE66547,GSE66547_20150210-1545-2Cwt_vs_2Cmut-deResults_gene.xls.gz,conservative,NA,NA,NA
GSE53789,GSE53789_WT_FACS_x_GFP_FACS-not_significant.diff.txt.gz,conservative,NA,NA,NA
GSE63226,GSE63226_WRR+vsWRR-.xls.gz,conservative,NA,NA,NA
GSE61690,GSE61690_DormantvsNondormant_meristems.txt.gz,bimodal,NA,NA,NA
GSE59850,GSE59850_redgrn_early_cuffdiff_out.diff.txt.gz,bimodal,NA,NA,NA
GSE83360,GSE83360_mESC_V6.5_transcript_differential_expression_testing_.tabular.txt.gz,conservative,NA,NA,NA
GSE118239,GSE118239_RS.gene_exp.diff.gz,conservative,NA,NA,NA
GSE86909,GSE86909_control_vs_nfia.gene_exp.diff.gz,conservative,NA,NA,NA
GSE76663,GSE76663_gene_exp.diff.gz,conservative,NA,NA,NA
GSE89572,GSE89572_24h_DEGs.txt.gz,conservative,NA,NA,NA
GSE99397,GSE99397_CreNeg-MHCPos_vs_Control.CuffDiff.gene_exp.diff.gz,conservative,NA,NA,NA
GSE83664,GSE83664_NS_M_vs_Input.isoform_exp.diff.gz,conservative,NA,NA,NA
GSE72806,GSE72806_CUFFDIFF_CONTROL_vs_SALT_gene_exp.diff.gz,conservative,NA,NA,NA
GSE84249,GSE84249_cuffdiff_gene_differential_expression_testing.tab.gz,conservative,NA,NA,NA
GSE84450,GSE84450_WT_UTvsWT_DTT_splicing.diff.gz,conservative,NA,NA,NA
GSE60691,GSE60691_processed_data_krkr_sumo_mut.txt.gz,bimodal,NA,NA,NA
GSE73678,GSE73678_Differential_gene_expression.xlsx.gz,conservative,NA,NA,NA
GSE66547,GSE66547_20150210-1545-2Cwt_vs_oocyteWt-deResults_gene.xls.gz,conservative,NA,NA,NA
GSE53789,GSE53789_WT_FACS_x_GFP_LCM-not_significant.diff.txt.gz,conservative,NA,NA,NA
GSE113485,GSE113485_RWPE1_EMPTY_ERG_ERGshELF1.diff.gz,bimodal,NA,NA,NA
GSE100421,GSE100421_E8.5vsE10.5_Cuffdiff_gene_exp.xlsx,bimodal,NA,NA,NA
GSE86909,GSE86909_control_vs_nfia.isoform_exp.diff.gz,conservative,NA,NA,NA
GSE83214,GSE83214_ENAP1ox_ein2_air_vs_C2H4_gene_exp.diff.gz,conservative,NA,NA,NA
GSE76663,GSE76663_isoform_exp.diff.gz,conservative,NA,NA,NA
GSE89572,GSE89572_2h_DEGs.txt.gz,conservative,NA,NA,NA
GSE99397,GSE99397_CreNeg-MHCPos_vs_CrePos-MHCNeg.CuffDiff.gene_exp.diff.gz,conservative,NA,NA,NA
GSE83664,GSE83664_NS_vs_Input.isoform_exp.diff.gz,conservative,NA,NA,NA
GSE84308,GSE84308_RNA.txt.gz,spiky,NA,NA,NA
GSE84450,GSE84450_WT_UTvsX_DTT_gene_exp.diff.gz,conservative,NA,NA,NA
GSE68229,GSE68229_gene_exp.diff.gz,conservative,NA,NA,NA
GSE66547,GSE66547_20150828-oocyteMut_vs_oocyteWt-deResults.xlsx-sheet-Genes,conservative,NA,NA,NA
GSE53789,GSE53789_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE61566,GSE61566_isoform_exp.diff.gz,bimodal,NA,NA,NA
GSE59850,GSE59850_redgrn_late_cuffdiff_out.diff.txt.gz,bimodal,NA,NA,NA
GSE49700,GSE49700_aza.repeats.txt.gz,conservative,NA,NA,NA
GSE101458,GSE101458_Lnc23_WT_KO_normalizedExpression.xlsx,other,NA,anti-conservative,0.9343496251883362
GSE109806,GSE109806_MockFHVvsRaltFHV_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE93102,GSE93102_D39_625AA_VS_D39_WT_UT.csv.gz,other,NA,other,NA
GSE100421,GSE100421_WTvsOE_Cuffdiff_gene_exp.xlsx,conservative,NA,NA,NA
GSE102606,GSE102606_tail_siblings_mutants.txt.gz,conservative,NA,NA,NA
GSE101605,GSE101605_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE100175,GSE100175_Supplementary_Table_1.xlsx-sheet-DRG_vs_trigeminal_LRT,uniform,NA,other,NA
GSE100175,GSE100175_Supplementary_Table_1.xlsx-sheet-DRG_vs_trigeminal_WALD,uniform,NA,other,NA
GSE100175,GSE100175_Supplementary_Table_1.xlsx-sheet-DRG_TRI+interactions_WALD,uniform,NA,other,NA
GSE100175,GSE100175_Supplementary_Table_1.xlsx-sheet-male_vs_female_WALD,uniform,NA,anti-conservative,0.7450083499636071
GSE100175,GSE100175_Supplementary_Table_1.xlsx-sheet-male_female+interactions_WALD,uniform,NA,anti-conservative,0.8004090169259666
GSE104336,GSE104336_nm-vs-hf_rna-seq_raw_data_Fall_2016.csv.gz,conservative,NA,NA,NA
GSE83214,GSE83214_ENAP1ox_ein3eil1_air_vs_C2H4_gene_exp.diff.gz,conservative,NA,NA,NA
GSE79577,GSE79577_DESeq2_FTO_KO.csv.gz,spiky,NA,anti-conservative,0.6824505302349844
GSE76663,GSE76663_promoters.diff.gz,conservative,NA,NA,NA
GSE89572,GSE89572_7d_DEGs.txt.gz,conservative,NA,NA,NA
GSE99397,GSE99397_CrePos-MHCNeg_vs_Control.CuffDiff.gene_exp.diff.gz,conservative,NA,NA,NA
GSE84450,GSE84450_WT_UTvsX_UT_gene_exp.diff.gz,conservative,NA,NA,NA
GSE68229,GSE68229_isoform_exp.diff.gz,conservative,NA,NA,NA
GSE69556,GSE69556_cds_exp.diff.gz,bimodal,NA,NA,NA
GSE54602,GSE54602_D4_D8_D11_D14_isoform_exp.diff.parsed.txt.gz-set-0,bimodal,NA,NA,NA
GSE54602,GSE54602_D4_D8_D11_D14_isoform_exp.diff.parsed.txt.gz-set-1,conservative,NA,NA,NA
GSE54602,GSE54602_D4_D8_D11_D14_isoform_exp.diff.parsed.txt.gz-set-2,conservative,NA,NA,NA
GSE49700,GSE49700_aza.txt.gz,other,NA,NA,NA
GSE36866,GSE36866_gene_exp.diff.gz,conservative,NA,NA,NA
GSE113400,GSE113400_all_FPKM_expression.txt.gz,conservative,NA,NA,NA
GSE105789,GSE105789_F4-80negvsCD301bMphage_isoform.txt.gz,conservative,NA,NA,NA
GSE99232,GSE99232_E10.5RET_WT_NULL.txt.gz,conservative,NA,NA,NA
GSE101801,GSE101801_gene_exp.diff.gz,conservative,NA,NA,NA
GSE94818,GSE94818_Afu_RNAseq_processed_data.xls.gz-set-0,bimodal,NA,NA,NA
GSE104336,GSE104336_nm-vs-hs_rna-seq_raw_data_Fall_2016.csv.gz,conservative,NA,NA,NA
GSE83214,GSE83214_ein2_air_vs_C2H4_gene_exp.diff.gz,conservative,NA,NA,NA
GSE76663,GSE76663_splicing.diff.gz,conservative,NA,NA,NA
GSE87862,GSE87862_gene_exp.diff.gz,conservative,NA,NA,NA
GSE94783,GSE94783_rnaseq_process_cuffdiff_global_DMSO_Flut_PPC_genes_diff.tsv.gz,conservative,NA,NA,NA
GSE83717,GSE83717_FPKMs_pvalue_matrices.txt.gz,bimodal,NA,NA,NA
GSE76304,GSE76304_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE64687,GSE64687_FPKM_and_differential_expression_for_mRNA.txt.gz,conservative,NA,NA,NA
GSE59850,GSE59850_redrho_late_cuffdiff_out.diff.txt.gz,bimodal,NA,NA,NA
GSE29992,GSE29992_Het1_KO2_expr.txt.gz,bimodal,NA,NA,NA
GSE105788,GSE105788_WBvsNW_AP_isoform.txt.gz,conservative,NA,NA,NA
GSE109806,GSE109806_MockVsRalt_gene_exp.diff.gz,conservative,NA,NA,NA
GSE92641,GSE92641_Uhrf1_gene_exp.xlsx,conservative,NA,NA,NA
GSE83214,GSE83214_ein3eil1_air_vs_C2H4_gene_exp.diff.gz,conservative,NA,NA,NA
GSE94907,GSE94907_HC-ATB.txt.gz,conservative,NA,NA,NA
GSE76663,GSE76663_tss_group_exp.diff.gz,conservative,NA,NA,NA
GSE94783,GSE94783_rnaseq_process_cuffdiff_global_DMSO_Flut_genes_diff.tsv.gz,conservative,NA,NA,NA
