Accession,suppdata_id,Type,pi0,SRP,pi01,fp,rs,ud
GSE113252,GSE113252_DESeq.H_vs_K.xlsx.gz,other,NA,NA,NA,NA,NA,NA
GSE61955,GSE61955_12hr.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE62563,GSE62563_gene_expression.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE87808,GSE87808_diffExp_Slc7a5_Cerebellum_allGenes.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE79412,GSE79412_amiFPSa_gene_exp_diff.xlsx-sheet-Hoja1,conservative,NA,NA,NA,NA,NA,NA
GSE73192,GSE73192_cds_chromosome_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE72820,GSE72820_MDA3N-3P_RPKM.xlsx.gz,conservative,NA,NA,NA,NA,NA,NA
GSE72712,GSE72712_ESCd_gt70_over_ESCd_40-70.cuffdiff.xlsx-sheet-EST-d_gt70_over_EST-d_40-70,conservative,NA,NA,NA,NA,NA,NA
GSE77256,GSE77256_Cuffdiff_Telogen_HFSCs.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE57254,GSE57254_Control_CELF1KD_abundances.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE71153,GSE71153_projectLindholmPerry_USDA0001AL_master_list.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE56122,GSE56122_LPS-gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE55596,GSE55596_alldiff_nonovel.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE49587,GSE49587_L2_L3P1_2_DEUtable.txt.gz,other,NA,NA,NA,NA,NA,NA
GSE107434,GSE107434_RNASeq-mice-CTX-6week_cuffdiff_KOvsWT_genes.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE101545,GSE101545_DiffExpr_diet_sw2_versus_control_Ssal_ref.xlsx,conservative,NA,NA,NA,NA,NA,NA
GSE97769,GSE97769_Diff_Exp_Results_24_0-vs-24_1_2.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE106259,GSE106259_gene_exp.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE94853,GSE94853_genes_differentialexpression_matrix.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE100632,GSE100632_gene_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE76287,GSE76287_rosettes_col0vdko_tair.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE86521,GSE86521_DESeq_out_KO_vs_WT.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE72712,GSE72712_ESCd_gt70_over_ESCd_lt40.cuffdiff.xlsx-sheet-EST-d_gt70_over_EST-d_lt40,conservative,NA,NA,NA,NA,NA,NA
GSE77256,GSE77256_Cuffdiff_all_HFSCs.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE74868,GSE74868_ETS2_T72D_OE_Epi_RNAseq.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE54246,GSE54246_Control_vs._4_NQO_Tongue_gene_exp.xlsx.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE49587,GSE49587_L312hr_L3P1_2_DEUtable.txt.gz,other,NA,NA,NA,NA,NA,NA
GSE107434,GSE107434_RNASeq-mice-CTX-6week_cuffdiff_KOvsWT_isoforms.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE117631,GSE117631_Cg1-Cre_PU.1_KO_Tumor_vs_control.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE97769,GSE97769_Diff_Exp_Results_24_0-vs-24_6.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE76287,GSE76287_seedling_col0vdko_tair.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE76487,GSE76487_shMBNL1_gene_exp_diff.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE72712,GSE72712_ESCd_gt70_over_ESCu.cuffdiff.xlsx-sheet-EST-d_gt70_over_EST-u.cuffdiff,conservative,NA,NA,NA,NA,NA,NA
GSE62909,GSE62909_Differential_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE72321,GSE72321_annotated_diffana_6-OHDA-6-OHDA_En.xlsx,conservative,NA,NA,NA,NA,NA,NA
GSE69900,GSE69900_control-CBD16H.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE41090,GSE41090_WT_vs_KO_full_genes.tab.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE39652,GSE39652_20111201c2Day3_gene_exp.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE97769,GSE97769_Diff_Exp_Results_24_6-vs-24_0.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE93686,GSE93686_plankvsbioraw.csv.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE61955,GSE61955_2hr.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE84610,GSE84610_mouse_RNAseq_summary.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE52911,GSE52911_gene_exp.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE84370,GSE84370_APC_0h_vs_1h_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE86248,GSE86248_shControl-vs-shPaf1-gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE72712,GSE72712_ESCd_lt40_over_ESCu.cuffdiff.xlsx-sheet-EST-d_lt40_over_EST-u.cuffdiff,conservative,NA,NA,NA,NA,NA,NA
GSE77304,GSE77304_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE72321,GSE72321_annotated_diffana_gain-of-function_En1-ipsi-contra.xlsx,conservative,NA,NA,NA,NA,NA,NA
GSE69900,GSE69900_control-tamoxifen48H.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE57517,GSE57517_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE56058,GSE56058_differentialExpressionGenes_RD19.txt.gz,other,NA,NA,NA,NA,NA,NA
GSE39605,GSE39605_All_KOvsWT_filtered_final.xlsx.gz-sheet-All_KOvsWT_filtered,conservative,NA,NA,NA,NA,NA,NA
GSE39652,GSE39652_20111201c2LZ_gene_exp.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE119422,GSE119422_WTvBmi1gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE120241,GSE120241_gene_description.txt.gz-set-0,bimodal,NA,NA,NA,NA,NA,NA
GSE120241,GSE120241_gene_description.txt.gz-set-1,conservative,NA,NA,NA,NA,NA,NA
GSE120241,GSE120241_gene_description.txt.gz-set-2,bimodal,NA,NA,NA,NA,NA,NA
GSE120241,GSE120241_gene_description.txt.gz-set-3,bimodal,NA,NA,NA,NA,NA,NA
GSE120241,GSE120241_gene_description.txt.gz-set-4,bimodal,NA,NA,NA,NA,NA,NA
GSE120241,GSE120241_gene_description.txt.gz-set-5,bimodal,NA,NA,NA,NA,NA,NA
GSE119046,GSE119046_rpoS92_vs_wtrpoS.csv.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE97769,GSE97769_Diff_Exp_Results_24_6-vs-36_0.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE87071,GSE87071_T0_T60_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE85049,GSE85049_deseq2_mll3li_p53.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE89364,GSE89364_mav_RNASeq_exp_deqiangs.xlsx,conservative,NA,NA,NA,NA,NA,NA
GSE83567,GSE83567_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE81191,GSE81191_Cuffdiff_Isoform.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE84370,GSE84370_APC_0h_vs_2h_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE86248,GSE86248_shControl-vs-shPhf5a-gene_exp_1_.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE77303,GSE77303_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE71609,GSE71609_2015_MZT.txt.gz-set-0,bimodal,NA,NA,NA,NA,NA,NA
GSE71609,GSE71609_2015_MZT.txt.gz-set-1,conservative,NA,NA,NA,NA,NA,NA
GSE71609,GSE71609_2015_MZT.txt.gz-set-2,conservative,NA,NA,NA,NA,NA,NA
GSE71609,GSE71609_2015_MZT.txt.gz-set-3,bimodal,NA,NA,NA,NA,NA,NA
GSE71609,GSE71609_2015_MZT.txt.gz-set-4,bimodal,NA,NA,NA,NA,NA,NA
GSE72947,GSE72947_Dm_sir2_RNA-seq.xlsx-sheet-Analyzed Genes,conservative,NA,NA,NA,NA,NA,NA
GSE72321,GSE72321_annotated_diffana_loss-of-function_En1LacZ-WT.xlsx,conservative,NA,NA,NA,NA,NA,NA
GSE61031,GSE61031_DE_polyaWT_vs_polyaKO.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE52080,GSE52080_processed_data.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE52153,GSE52153_wtDMSOvsczt-1DMSO.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE39652,GSE39652_20111201c2Pach_gene_exp.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE119025,GSE119025_BSAVSFHR1_Gene_differential_expression.txt.gz,uniform,NA,NA,NA,NA,NA,NA
GSE106768,GSE106768_WT-YPD_v_htl1d-YPD_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE97769,GSE97769_Diff_Exp_Results_24_6-vs-72_0.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE87071,GSE87071_T60_T120_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE101797,GSE101797_Galaxy333-Cuffdiff_gene_differential_expression_testing.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE95006,GSE95006_RNA-seq_Summary.xls.gz-sheet-Trip_delta_vs_J-set-0,other,NA,NA,NA,NA,NA,NA
GSE95006,GSE95006_RNA-seq_Summary.xls.gz-sheet-Trip_delta_vs_J-set-1,other,NA,NA,NA,NA,NA,NA
GSE81191,GSE81191_Cuffdiff_transcript.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE76396,GSE76396_isoform_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE70785,GSE70785_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE70068,GSE70068_GM_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE69855,GSE69855_gene_exp_ResvResVag.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE65039,GSE65039_gene_exp1.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE53789,GSE53789_GFP_FACS_x_GFP_LCM-not_significant.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE39652,GSE39652_20111201c2PreMeiotic_gene_exp.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE121241,GSE121241_Differential_Gene_Expression_CuffDiff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE116087,GSE116087_GD-WT_vs_CM-WT.gene_exp.diff.tsv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE97795,GSE97795_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE106768,GSE106768_WT-YPGR_v_WT-YPD_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE97769,GSE97769_Diff_Exp_Results_36_0-vs-36_1_2.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE87071,GSE87071_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE91000,GSE91000_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE61955,GSE61955_6hr.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE90899,GSE90899_WTvsUPF1aKO_DEXSeq.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE77471,GSE77471_RNASEQ_differential_expression.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE62040,GSE62040_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE64747,GSE64747_deseq_comp_DMSO_minus_TEX_vs_compound59_minus_TEX_with_annot_and_counts.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE69855,GSE69855_gene_exp_ResvSham.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE53789,GSE53789_GFP_FACS_x_WT_FACS-not_significant.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE59781,GSE59781_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE106768,GSE106768_WT-YPGR_v_htl1d-YPGR_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE101788,GSE101788_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE97769,GSE97769_Diff_Exp_Results_72_0-vs-72_1_2.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE73615,GSE73615_isoform_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE95679,GSE95679_Mishima_2017_Dcp2.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE87168,GSE87168_Watson_et_al_TOXSCI-16-0457_Diff_Gen_Exp.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE62760,GSE62760_Acute_Cuffdiff_DGE.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE70068,GSE70068_TNF_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE72787,GSE72787_deseq2_closed_vs_open.tsv.gz,spiky,NA,NA,NA,NA,NA,NA
GSE66652,GSE66652_AS13-C_differential_expression.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE61796,GSE61796_NG_Induced_transcript_changes.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE51119,GSE51119_IBH1KD_vs_Col_gene_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE40218,GSE40218_processed_DESeq.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE106768,GSE106768_WT_v_htl1d_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE73615,GSE73615_promoters.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE94587,GSE94587_DESEQ_Female_WT_vs_Female_del.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE87626,GSE87626_nc_vs_19_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE80237,GSE80237_Supplementary_Data_1.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE72341,GSE72341_DEseq_results.xlsx,bimodal,NA,NA,NA,NA,NA,NA
GSE62760,GSE62760_Chronic_Cuffdiff_DGE.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE70382,GSE70382_DESeq_allresp_vs_nonresp.xlsx-sheet-Blad1,conservative,NA,NA,NA,NA,NA,NA
GSE49097,GSE49097_BetweenGenotypes_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE51119,GSE51119_IBH1ox_vs_Col_gene_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE50156,GSE50156_WT_36oC_15min_AND_WT_24oC.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE106768,GSE106768_WT_v_npl6d_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE100954,GSE100954_WTvs3aKO_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE73615,GSE73615_tss_group_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE81834,GSE81834_489_614_Gametocyte_Cuffdiff.xlsx.gz-sheet-Diff. Transcription,conservative,NA,NA,NA,NA,NA,NA
GSE95814,GSE95814_gene_exp_CC.xlsx-sheet-gene_exp_CC_4_CC_5,conservative,NA,NA,NA,NA,NA,NA
GSE94587,GSE94587_DESEQ_Male_WT_vs_Female_WT.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE88970,GSE88970_Whsc1_proB_DE.xlsx-sheet-4P_05_WT_vs_KO_results,spiky,NA,NA,NA,NA,NA,NA
GSE70068,GSE70068_UT_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE66652,GSE66652_S4-C_differential_expression.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE53789,GSE53789_GFP_LCM_x_GFP_FACS-not_significant.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE62633,GSE62633_Differential_expression_table.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE61566,GSE61566_cds.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE49097,GSE49097_CompareAll_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE51119,GSE51119_bHLH159KD_vs_Col_gene_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE50156,GSE50156_mas5D_AND_WT_24oC.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE47062,GSE47062_KO_vs_WT.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE83360,GSE83360_hg19_CsiRNA_RNF2siRNA_Cuffdiff_on_data_1__data_3__and_data_17_gene_differential_expression_testing.tabular.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE118501,GSE118501_diffexpr-results.csv.gz,uniform,NA,NA,NA,NA,NA,NA
GSE115474,GSE115474_Untreated_Control_vs_Treatment.genesTABULATED.xls.gz,other,NA,NA,NA,NA,NA,NA
GSE106768,GSE106768_WT_v_rsc1d_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE100954,GSE100954_WTvsDKO13_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE98266,GSE98266_Murano_DSS_d0_Cuffdiff_gene_differential_expression_testing_.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE99938,GSE99938_RNAseq_CuffDiff_diff_gene_exp.tab.gz,conservative,NA,NA,NA,NA,NA,NA
GSE81834,GSE81834_489_614_Schizont_Cuffdiff.xlsx.gz-sheet-Transcript Diff. Expression,bimodal,NA,NA,NA,NA,NA,NA
GSE94587,GSE94587_DESEQ_Male_WT_vs_Male_del.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE96945,GSE96945_WT-1_WT-2.vs.OX-1_OX-2.xls.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE89115,GSE89115_DEG.xls.gz-sheet-DEG_setC_setA,spiky,NA,NA,NA,NA,NA,NA
GSE89115,GSE89115_DEG.xls.gz-sheet-DEG_setC_setE,spiky,NA,NA,NA,NA,NA,NA
GSE89115,GSE89115_DEG.xls.gz-sheet-DEG_setE_setA,spiky,NA,NA,NA,NA,NA,NA
GSE86442,GSE86442_gene_differential_expression.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE75787,GSE75787_gene_exp.diff.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE68460,GSE68460_WSVSBS_gene_diff.xls.gz-sheet-Sheet1,conservative,NA,NA,NA,NA,NA,NA
GSE53789,GSE53789_GFP_LCM_x_WT_FACS-not_significant.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE49097,GSE49097_Within_A_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE51119,GSE51119_bHLH159ox_vs_Col_gene_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-0,bimodal,NA,NA,NA,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-1,bimodal,NA,NA,NA,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-2,bimodal,NA,NA,NA,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-3,bimodal,NA,NA,NA,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-4,conservative,NA,NA,NA,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-5,bimodal,NA,NA,NA,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-6,bimodal,NA,NA,NA,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-7,bimodal,NA,NA,NA,NA,NA,NA
GSE49581,GSE49581_lincBrn1b_All_timepoints_cuffdiff.tab.gz-set-8,bimodal,NA,NA,NA,NA,NA,NA
GSE50156,GSE50156_nmt1-hsf1_MMThi-_AND_WT_MMThi-.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE83360,GSE83360_hg19_CsiRNA_Rsf1siRNA_Cuffdiff_on_data_1__data_2__and_data_17_gene_differential_expression_testing.tabular.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE115845,GSE115845_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE117632,GSE117632_387_Hypoxia_vs_Normoxia_RNAseq_Processed.xlsx.gz,conservative,NA,NA,NA,NA,NA,NA
GSE106768,GSE106768_WT_v_rsc2d_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE100954,GSE100954_WTvsTet1KO_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE98266,GSE98266_Murano_DSS_d11_Cuffdiff_gene_differential_expression_testing_.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE103747,GSE103747_All_info.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE81834,GSE81834_489_614_oo-spz_CuffDiff.xlsx.gz-sheet-Diff Transcription,conservative,NA,NA,NA,NA,NA,NA
GSE97395,GSE97395_Treat_vs_control_diff.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE84450,GSE84450_WT_UTvsKO_DTT_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE81858,GSE81858_AA_ABBB_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE70108,GSE70108_G263_CuffDiff_WTvsDDX5Tko.tabular.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE70699,GSE70699_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE68460,GSE68460_gene_exp.xls.gz-sheet-Sheet1,conservative,NA,NA,NA,NA,NA,NA
GSE63707,GSE63707_DEXSeqResults_IFMWT_03d_vs_jump_0d.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE63884,GSE63884_gene_exp.diff_cenpk_imx372_aerobic.txt.gz,uniform,NA,NA,NA,NA,NA,NA
GSE61566,GSE61566_cds_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE49097,GSE49097_Within_B_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE50156,GSE50156_ssa2D_AND_WT_24oC.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE83360,GSE83360_hg19_Rsf1siRNA_RNF2siRNA_Cuffdiff_on_data_2__data_3__and_data_17_gene_differential_expression_testing.tabular.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE111911,GSE111911_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE117632,GSE117632_Hypoxia_ALKBH1_Knockdown_RNAseq_Processed.xlsx.gz-sheet-DESeq2 Results,spiky,NA,NA,NA,NA,NA,NA
GSE118239,GSE118239_RP.gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE106768,GSE106768_WT_v_rtt102d_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE98266,GSE98266_Murano_DSS_d4_Cuffdiff_gene_differential_expression_testing_.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE76663,GSE76663_cds.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE85565,GSE85565_Result_Table.csv.gz,spiky,NA,NA,NA,NA,NA,NA
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Transient,spiky,NA,NA,NA,NA,NA,NA
GSE81865,GSE81865_RNAseq_uninjured-14dpi.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE72806,GSE72806_CUFFDIFF_CONTROL_vs_HEAT_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE84450,GSE84450_WT_UTvsKO_UT_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE78506,GSE78506_dmso_vs_ca_24Hour_geneExp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE70108,GSE70108_G340_CuffDiff_WTvsRORgko.tabular.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE67954,GSE67954_CSR1_RNAi_DESeq_output.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE66547,GSE66547_20150210-1545-2Cmut_vs_oocyteWt-deResults_gene.xls.gz,conservative,NA,NA,NA,NA,NA,NA
GSE63748,GSE63748_exp_7d4h_diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE63707,GSE63707_DEXSeqResults_IFMWT_03d_vs_leg_0d.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE61566,GSE61566_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE61733,GSE61733_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE49097,GSE49097_Within_WT_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE46046,GSE46046_GenesTable.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE49700,GSE49700_FB_FLM.RNA.txt.gz,other,NA,NA,NA,NA,NA,NA
GSE83360,GSE83360_mESC_V6.5_gene_differential_expression_testing_.tabular.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE117632,GSE117632_Normoxia_ALKBH1_Knockdown_RNAseq_Processed.xlsx.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE106768,GSE106768_htl1d-YPGR_v_htl1d-YPD_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE103742,GSE103742_CUFFDIFF_PLZF_SFD.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE106845,GSE106845_cds_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE107762,GSE107762_gene_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE76663,GSE76663_cds_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE87315,GSE87315_CuffDiff_RNA-seq.csv.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE72806,GSE72806_CUFFDIFF_CONTROL_vs_SALT_HEAT_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE81522,GSE81522_N2_vs_ok600_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE84450,GSE84450_WT_UTvsWT_DTT_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE60691,GSE60691_processed_data_aso_wild_type.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE67954,GSE67954_P_granule_RNAi_DESeq_output.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE66547,GSE66547_20150210-1545-2Cwt_vs_2Cmut-deResults_gene.xls.gz,conservative,NA,NA,NA,NA,NA,NA
GSE53789,GSE53789_WT_FACS_x_GFP_FACS-not_significant.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE63226,GSE63226_WRR+vsWRR-.xls.gz,conservative,NA,NA,NA,NA,NA,NA
