Accession,suppdata_id,pi0,annot,Type
GSE90974,GSE90974_Cuffdiff_Transcript_Rv_36v48.txt.gz,0.9999975669967086,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Sb_24v36.txt.gz,0.999994549689246,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Sb_24v48.txt.gz,0.9999998969739444,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Sb_36v48.txt.gz,0.9999999770571861,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SbvSv_24.txt.gz,0.9999936592967426,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SbvSv_36.txt.gz,0.9999868128383032,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SbvSv_48.txt.gz,0.9999865339549868,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SbvSv_Global.txt.gz,0.9999755294193188,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Sv_24v36.txt.gz,0.9999892644921369,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Sv_24v48.txt.gz,0.999986044269949,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_Sv_36v48.txt.gz,0.9999959189465986,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SvvRv_24.txt.gz,0.9999923524112425,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SvvRv_36.txt.gz,0.9999869607594354,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SvvRv_48.txt.gz,0.9999844906959665,GPL22761,conservative
GSE90974,GSE90974_Cuffdiff_Transcript_SvvRv_Global.txt.gz,0.9999724760177544,GPL22761,conservative
GSE90977,GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-120 dpi,0.5365262885508296,GPL13112,anti-conservative
GSE90977,GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-180 dpi,0.8166989464624483,GPL13112,anti-conservative
GSE90977,GSE90977_RNA-seq_COMPLETE_4Con-4CJD_SETS_DEFINITIVE_log2FC_0.5.xlsx.gz-sheet-120 dpi,0.05678597045627841,GPL13112,anti-conservative
GSE90977,GSE90977_RNA-seq_COMPLETE_4Con-4CJD_SETS_DEFINITIVE_log2FC_0.5.xlsx.gz-sheet-180 dpi,0.10340823354973576,GPL13112,anti-conservative
GSE91001,GSE91001_Galaxy255-AveragedPerCRNAseqData.tabular.txt.gz,0.9838206527157549,"GPL14548,GPL20262",bimodal
GSE91001,GSE91001_PerC_RNAseq_averageddata.xls.gz-sheet-diffexp_rerun,0.9838206527157549,"GPL14548,GPL20262",bimodal
GSE91060,GSE91060_E11_vs._E16.xls.gz,0.8739712331078328,GPL19005,anti-conservative
GSE91060,GSE91060_E11_vs._P1.xlsx,0.8222960778330062,GPL19005,anti-conservative
GSE91060,GSE91060_E16_vs._P1.xlsx,0.9456772033193556,GPL19005,bimodal
GSE91075,GSE91075_gene_exp_WT1_KO1.txt.gz,0.9996157245118736,GPL15103,conservative
GSE91075,GSE91075_gene_exp_WT2_KO2.txt.gz,0.9996967751246569,GPL15103,conservative
GSE92246,GSE92246_gene_exp.diff.gz,0.9849644108647041,GPL16192,conservative
GSE92506,GSE92506_DEseq2_wholeTable.txt.gz,0.644456770111858,GPL15433,anti-conservative
GSE92874,GSE92874_RNA.txt.gz,0.9730657526439916,GPL16791,conservative
GSE92989,GSE92989_Drought_2_days.txt.gz,0.8255493641348054,GPL13160,conservative
GSE92989,GSE92989_Drought_3_days.txt.gz,0.9829848072564465,GPL13160,conservative
GSE93206,GSE93206_Processed_data_files.xlsx-set-0,0.9999999998195898,GPL20301,conservative
GSE93206,GSE93206_Processed_data_files.xlsx-set-1,0.9869601932768908,GPL20301,uniform
GSE93280,GSE93280_gene_exp.diff.gz,0.9999913211526882,GPL11154,conservative
GSE93280,GSE93280_isoform_exp.diff.gz,0.9999999287476529,GPL11154,conservative
GSE93339,GSE93339_e125_Yap-mt_lung_all_genes.txt.gz,0.9895262045179984,GPL21103,conservative
GSE93620,GSE93620_gene_exp.diff.gz,0.9999921856486191,GPL18573,conservative
GSE93866,GSE93866_IDOE_GENE_EXPRESSION.xlsx,0.9753079566188743,GPL13112,conservative
GSE94120,GSE94120_K562pos_rel_abundance_1x1.txt.gz,0.9999957062247443,GPL11154,conservative
GSE94120,GSE94120_SKNSHpos_rel_abundance_1x1.txt.gz,0.9999843449027337,GPL11154,conservative
GSE94120,GSE94120_U2OS-PcTF_rel_abundance_1x3.txt.gz,0.8821646441539993,GPL11154,anti-conservative
GSE94120,GSE94120_U2OSpos_rel_abundance_1x1.txt.gz,0.9999709533468725,GPL11154,conservative
GSE94512,GSE94512_NaPi_vs_Lys.txt.gz,0.9538574990446771,GPL17452,anti-conservative
GSE94783,GSE94783_rnaseq_process_cuffdiff_global_DMSO_Flut_genes_diff.tsv.gz,0.9999995731249924,GPL21290,conservative
GSE94783,GSE94783_rnaseq_process_cuffdiff_global_DMSO_Flut_PPC_genes_diff.tsv.gz,0.9961345685776822,GPL21290,conservative
GSE94783,GSE94783_rnaseq_process_cuffdiff_global_DMSO_PPC_genes_diff.tsv.gz,0.9999999301513242,GPL21290,conservative
GSE94821,GSE94821_cuffdiff_mock_vs_12hpi.txt.gz,0.9999980855060412,GPL19057,conservative
GSE94821,GSE94821_cuffdiff_mock_vs_16hpi.txt.gz,0.9980116939381699,GPL19057,conservative
GSE94821,GSE94821_cuffdiff_mock_vs_20hpi.txt.gz,0.9983729236355035,GPL19057,conservative
GSE94821,GSE94821_cuffdiff_mock_vs_4hpi.txt.gz,1,GPL19057,conservative
GSE94821,GSE94821_cuffdiff_mock_vs_8hpi.txt.gz,0.9999992087527593,GPL19057,conservative
GSE94843,GSE94843_cuffdiff_mock_vs_lox.txt.gz,0.9593853172482025,GPL19057,conservative
GSE94843,GSE94843_cuffdiff_mock_vs_mnv.txt.gz,0.980777234860312,GPL19057,conservative
GSE94967,GSE94967_cds_exp.diff_A_B_CDS.diff.gz,0.9997305602766077,GPL17021,conservative
GSE94967,GSE94967_gene_exp.diff_A_B_GENE.diff.gz,0.9995655446561447,GPL17021,conservative
GSE94967,GSE94967_isoform_exp.diff_A_B_ISOFORM.diff.gz,0.9998403267445681,GPL17021,conservative
GSE94967,GSE94967_tss_group_exp.diff_A_B_TSS.diff.gz,0.9997130215807718,GPL17021,conservative
GSE95006,GSE95006_RNA-seq_Summary.xls.gz-sheet-Trip_delta_vs_J-set-0,0.9978305149698294,GPL23077,other
GSE95006,GSE95006_RNA-seq_Summary.xls.gz-sheet-Trip_delta_vs_J-set-1,0.9978305149698294,GPL23077,other
GSE95234,GSE95234_IPInputFPKM.xlsx,0.9668957000258349,GPL13112,conservative
GSE95481,GSE95481_GCN5_RNAi_vs_WT_root_tip_gene_exp.diff.gz,0.9752715660277814,GPL22250,conservative
GSE95481,GSE95481_GCN5_RNAi_vs_WT_whole_root_gene_exp.diff.gz,0.9775863213992975,GPL22250,conservative
GSE95679,GSE95679_Mishima_2017_Dcp2.txt.gz,0.961379613167641,GPL14875,conservative
GSE95850,GSE95850_RUCA-I_WT_vs_miR-203_KO_gene_expression.csv.gz,0.9980999060260167,GPL18694,other
GSE96072,GSE96072_Galaxy106-_Cuffdiff_on_data_40__data_39__and_others_transcript_differential_expression_testing_.tabular.txt.gz,0.9171343574029618,GPL23172,bimodal
GSE96072,GSE96072_Galaxy24-_Cuffdiff_on_data_7__data_6__and_others_transcript_differential_expression_testing_.tabular.txt.gz,0.7882281872266328,GPL23172,bimodal
GSE96072,GSE96072_Galaxy55-_Cuffdiff_on_data_2__data_4__and_others_transcript_differential_expression_testing_.tabular.txt.gz,0.7054542810413906,GPL23172,anti-conservative
GSE96814,GSE96814_Deseq_TotRNA.xlsx-sheet-Feuil1,0.9993948643057833,GPL19006,other
GSE96814,GSE96814_Deseq2_MS2RsaA.xlsx-sheet-Feuil1,0.9997833820489425,GPL19006,other
GSE96999,GSE96999_DESeq2_miseq_output.txt.gz,0.25144330054534536,GPL18573,anti-conservative
GSE96999,GSE96999_DESeq2_nextseq_output.txt.gz,0.40903604135625216,GPL18573,anti-conservative
GSE97129,GSE97129_Can_vs_WT_CuffDiff_Output_BDGP5.txt.gz,0.8347635719054943,GPL16479,anti-conservative
GSE97129,GSE97129_CG9879_vs_WT_CuffDiff_Output_BDGP5.txt.gz,0.9992597067501631,GPL16479,conservative
GSE97129,GSE97129_Comr_vs_WT_CuffDiff_Output_BDGP5.txt.gz,0.8349553120210197,GPL16479,anti-conservative
GSE97129,GSE97129_Mip40_vs_WT_CuffDiff_Output_BDGP5.txt.gz,0.8228389386669217,GPL16479,conservative
GSE97256,GSE97256_Y1differentialGenes.tab.gz,0.9981187160338606,GPL21930,conservative
GSE97258,GSE97258_differential_expression.xls.gz-sheet-Sheet1,0.9469414331238879,GPL16033,bimodal
GSE97421,GSE97421_GFP_RFP.txt.gz,0.5742511778225478,GPL20828,anti-conservative
GSE97421,GSE97421_GFP_Whole.txt.gz,0.34029129812618775,GPL20828,anti-conservative
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PM vs WT,0.9999998474276819,GPL13304,other
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PP vs PM,0.9999998694162207,GPL13304,other
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PP vs WT,0.9999998897708533,GPL13304,other
GSE98526,GSE98526_A1_vs_UA159T5.txt.gz,0.799125130030444,GPL23431,anti-conservative
GSE98526,GSE98526_A12_vs_UA159T5.txt.gz,0.5788357584245976,GPL23431,anti-conservative
GSE98526,GSE98526_A2_vs_UA159T5.txt.gz,0.9998081314818746,GPL23431,other
GSE98526,GSE98526_UA159T5_vs_UA159T0.txt.gz,0.9342759497616371,GPL23431,anti-conservative
GSE98541,GSE98541_RPE1_diff_expression_WT_SAFA.xlsx,0.9993292792392682,GPL16791,conservative
GSE98650,GSE98650_mb1_hdac3_cuffdiff_out.txt.gz,0.9899716256645836,GPL17021,conservative
GSE98739,GSE98739_Q111SST_vs_Q111DOP_DEGs_with_fpkm.diff.gz,0.9218397083607113,GPL13112,conservative
GSE98739,GSE98739_Q7SST_vs_Q111DOP_DEGs_with_fpkm.diff.gz,0.804335105213663,GPL13112,conservative
GSE98739,GSE98739_Q7SST_vs_Q111SST_DEGs_with_fpkm.diff.gz,0.8163070343106431,GPL13112,conservative
GSE98869,GSE98869_diffexp.tsv.gz,0.7815614533412267,GPL19757,spiky
GSE98875,GSE98875_Diff.summary.xlsx-sheet-all_genes,0.998848975392009,GPL17021,conservative
GSE99096,GSE99096_Yang_Processed_data_Oxidative_Stress.xlsx,0.308999577401126,GPL23496,anti-conservative
GSE99397,GSE99397_CreNeg-MHCPos_vs_Control.CuffDiff.gene_exp.diff.gz,0.9956574287934487,GPL11002,conservative
GSE99397,GSE99397_CreNeg-MHCPos_vs_CrePos-MHCNeg.CuffDiff.gene_exp.diff.gz,0.9999985190945784,GPL11002,conservative
GSE99397,GSE99397_CrePos-MHCNeg_vs_Control.CuffDiff.gene_exp.diff.gz,0.9912128032445828,GPL11002,conservative
